id,type,city,state,region,lat,lon,voltage_kv,label,capacity_mva,age_years,base_load_pct,voltage_pu,ambient_temp_c,demand_mw,gen_mw,population_served
IN-C10493-SS,substation,Kesinga,Odisha,ER,20.18778,83.21949,132,IN-C10493-SS,25,13,62.9,0.966,39.1,11.54,0.0,19239
IN-C10494-SS,substation,Khariar Road,Odisha,ER,20.89872,82.50893,132,IN-C10494-SS,25,18,52.3,0.98,40.3,11.38,0.0,18967
IN-C10495-SS,substation,Chandili,Odisha,ER,19.24665,83.40577,132,IN-C10495-SS,25,2,64.8,0.977,37.8,11.13,0.0,18552
IN-C10496-SS,substation,Bālugān,Odisha,ER,19.73333,85.21667,132,IN-C10496-SS,25,15,33.6,0.973,39.1,10.59,0.0,17645
IN-C10497-SS,substation,Padmapur,Odisha,ER,21.0,83.06667,132,IN-C10497-SS,25,20,61.4,1.019,36.0,10.57,0.0,17625
IN-C10498-SS,substation,Pipili,Odisha,ER,20.11357,85.83147,132,IN-C10498-SS,25,10,38.6,0.994,37.5,10.57,0.0,17623
IN-C10499-SS,substation,Bānki,Odisha,ER,20.37912,85.52953,132,IN-C10499-SS,25,6,30.8,1.038,40.4,10.51,0.0,17521
IN-C10500-SS,substation,Bānapur,Odisha,ER,19.77889,85.17033,132,IN-C10500-SS,25,10,56.9,1.027,38.6,10.5,0.0,17499
IN-C10501-SS,substation,Kavisuryanagar,Odisha,ER,19.58148,84.76006,132,IN-C10501-SS,25,14,55.6,0.974,35.6,10.46,0.0,17430
IN-C10502-SS,substation,Āthagarh,Odisha,ER,20.51999,85.62965,132,IN-C10502-SS,25,7,31.4,1.037,39.5,10.38,0.0,17304
IN-C10503-SS,substation,Nilagiri,Odisha,ER,21.46235,86.76794,132,IN-C10503-SS,25,1,62.9,1.038,40.1,10.36,0.0,17264
IN-C10504-SS,substation,Bālugaon,Odisha,ER,20.17838,85.11327,132,IN-C10504-SS,25,32,59.1,0.984,37.8,10.34,0.0,17238
IN-C10505-SS,substation,Nayāgarh,Odisha,ER,20.12882,85.09626,132,IN-C10505-SS,25,2,40.1,1.014,35.9,10.22,0.0,17030
IN-C10506-SS,substation,Konārka,Odisha,ER,19.89021,86.09761,132,IN-C10506-SS,25,3,50.9,1.014,40.6,10.1,0.0,16834
IN-C10507-SS,substation,Kāmākhyānagar,Odisha,ER,20.93385,85.54489,132,IN-C10507-SS,25,26,60.4,0.994,39.9,10.09,0.0,16810
IN-C10508-SS,substation,Baliguda,Odisha,ER,20.19966,83.90938,132,IN-C10508-SS,25,7,65.0,0.964,40.7,9.97,0.0,16611
IN-C10509-SS,substation,Padampur,Odisha,ER,20.99932,83.06325,132,IN-C10509-SS,25,22,37.2,1.008,40.1,9.83,0.0,16387
IN-C10510-SS,substation,Lochapada,Odisha,ER,19.32873,84.80065,132,IN-C10510-SS,25,18,35.0,1.033,37.1,9.83,0.0,16377
IN-C10511-SS,substation,Jalda,Odisha,ER,22.1872,84.84359,132,IN-C10511-SS,25,16,35.9,0.966,40.2,9.47,0.0,15789
IN-C10512-SS,substation,Dera Colliery Township,Odisha,ER,20.95283,85.17174,132,IN-C10512-SS,25,31,57.9,0.974,39.1,9.47,0.0,15787
IN-C10513-SS,substation,Binika,Odisha,ER,21.02626,83.81197,132,IN-C10513-SS,25,1,47.3,0.99,35.9,9.46,0.0,15765
IN-C10514-SS,substation,Kuchinda,Odisha,ER,21.74356,84.34848,132,IN-C10514-SS,25,15,59.5,1.038,37.7,9.35,0.0,15576
IN-C10515-SS,substation,Rāmpur,Odisha,ER,21.07351,84.34095,132,IN-C10515-SS,25,24,31.4,1.013,40.4,9.23,0.0,15379
IN-C10516-SS,substation,Purushottampur,Odisha,ER,19.52024,84.88514,132,IN-C10516-SS,25,17,48.5,0.967,40.4,9.22,0.0,15366
IN-C10517-SS,substation,Buguda,Odisha,ER,19.80806,84.79084,132,IN-C10517-SS,25,19,56.9,1.03,36.2,9.11,0.0,15176
IN-C10518-SS,substation,Ghantapada,Odisha,ER,20.93453,85.18788,132,IN-C10518-SS,25,27,30.3,1.039,37.4,9.1,0.0,15169
IN-C10519-SS,substation,Sorada,Odisha,ER,19.76082,84.42997,132,IN-C10519-SS,25,28,55.7,0.998,39.3,9.07,0.0,15117
IN-C10520-SS,substation,Kharhiāl,Odisha,ER,20.28845,82.7606,132,IN-C10520-SS,25,25,38.0,0.962,37.9,9.05,0.0,15087
IN-C10521-SS,substation,Kodala,Odisha,ER,19.62425,84.94075,132,IN-C10521-SS,25,30,35.9,1.027,38.8,8.38,0.0,13965
IN-C10522-SS,substation,Digapahandi,Odisha,ER,19.37275,84.57184,132,IN-C10522-SS,25,31,43.4,0.981,36.2,7.91,0.0,13190
IN-C10523-SS,substation,Udala,Odisha,ER,21.57811,86.56676,132,IN-C10523-SS,25,14,51.6,0.996,35.2,7.89,0.0,13152
IN-C10524-SS,substation,Khallikot,Odisha,ER,19.60908,85.08609,132,IN-C10524-SS,25,14,58.4,1.009,38.1,7.81,0.0,13022
IN-C10525-SS,substation,Pratapsasan,Odisha,ER,20.20455,85.87172,132,IN-C10525-SS,25,1,35.2,0.986,37.6,7.7,0.0,12830
IN-C10526-SS,substation,Athmallik,Odisha,ER,20.72115,84.53514,132,IN-C10526-SS,25,34,34.6,1.039,36.2,7.38,0.0,12298
IN-C10527-SS,substation,Rambha,Odisha,ER,19.51667,85.1,132,IN-C10527-SS,25,15,54.4,1.028,39.9,7.27,0.0,12111
IN-C10528-SS,substation,Balimila,Odisha,ER,18.25167,82.10659,132,IN-C10528-SS,25,22,49.1,0.971,36.0,7.2,0.0,12008
IN-C10529-SS,substation,Bolānīkhodān,Odisha,ER,22.11312,85.33645,132,IN-C10529-SS,25,10,53.6,0.978,36.6,7.17,0.0,11942
IN-C10530-SS,substation,Ganjām,Odisha,ER,19.38705,85.05079,132,IN-C10530-SS,25,9,35.2,0.984,34.9,7.05,0.0,11747
IN-C10531-SS,substation,Bālāgunda,Odisha,ER,22.1,85.36667,132,IN-C10531-SS,25,17,52.9,1.036,35.7,7.02,0.0,11708
IN-C10532-SS,substation,Chikiti,Odisha,ER,19.20233,84.6145,132,IN-C10532-SS,25,1,43.1,1.026,39.4,6.99,0.0,11645
IN-C10533-SS,substation,Udayagiri,Odisha,ER,20.12416,84.36869,132,IN-C10533-SS,25,29,46.3,0.961,39.5,6.78,0.0,11302
IN-C10534-SS,substation,Belaguntha,Odisha,ER,19.88249,84.63801,132,IN-C10534-SS,25,7,52.8,0.972,40.8,6.78,0.0,11297
IN-C10535-SS,substation,Rengāli,Odisha,ER,21.64602,84.05311,132,IN-C10535-SS,25,32,39.3,0.984,35.7,6.52,0.0,10867
IN-C10536-SS,substation,Bramhabarada,Odisha,ER,20.7426,86.24454,132,IN-C10536-SS,25,35,41.2,1.04,38.2,6.43,0.0,10721
IN-C10537-SS,substation,Bānposh,Odisha,ER,22.24834,84.81044,132,IN-C10537-SS,25,33,63.5,1.031,39.1,6.26,0.0,10430
IN-C10538-SS,substation,Chāmpua,Odisha,ER,22.06734,85.66463,132,IN-C10538-SS,25,37,31.0,1.016,37.5,6.24,0.0,10394
IN-C10539-SS,substation,Itāmāti,Odisha,ER,20.13777,85.15243,132,IN-C10539-SS,25,27,39.4,0.995,38.0,6.19,0.0,10317
IN-C10540-SS,substation,Rāja Ranapur,Odisha,ER,20.06168,85.34364,132,IN-C10540-SS,25,10,59.7,0.991,40.1,6.0,0.0,10001
IN-C10541-SS,substation,Kansbahal,Odisha,ER,22.21644,84.66348,132,IN-C10541-SS,25,36,47.1,1.019,36.9,5.95,0.0,9923
IN-C10542-SS,substation,Chāndbāli,Odisha,ER,20.77519,86.74139,132,IN-C10542-SS,25,7,46.0,1.031,39.0,5.95,0.0,9918
IN-C10543-SS,substation,Bandbahāl,Odisha,ER,21.74941,83.87757,132,IN-C10543-SS,25,28,34.1,0.982,40.7,5.84,0.0,9735
IN-C10544-SS,substation,Kiri Buru,Odisha,ER,22.08333,85.35,132,IN-C10544-SS,25,25,63.2,1.039,36.9,5.83,0.0,9719
IN-C10545-SS,substation,Kasinagar,Odisha,ER,18.85704,83.88088,132,IN-C10545-SS,25,38,46.4,0.994,39.3,5.81,0.0,9684
IN-C10546-SS,substation,Kantilo,Odisha,ER,20.36152,85.19212,132,IN-C10546-SS,25,37,35.7,0.995,38.6,5.51,0.0,9181
IN-C10547-SS,substation,Kumārmunda,Odisha,ER,22.3,84.78333,132,IN-C10547-SS,25,3,36.6,1.036,37.7,5.43,0.0,9043
IN-C10548-SS,substation,Khandpara,Odisha,ER,20.26436,85.17673,132,IN-C10548-SS,25,30,55.1,0.993,40.8,5.42,0.0,9038
IN-C10549-SS,substation,Krushnanandapur,Odisha,ER,20.35868,86.26064,132,IN-C10549-SS,25,18,65.8,1.004,37.0,5.38,0.0,8974
IN-C10550-SS,substation,Damonojodi,Odisha,ER,18.76323,82.91936,132,IN-C10550-SS,25,19,58.9,0.997,36.0,5.32,0.0,8862
IN-C10551-SS,substation,Sayadpur,Odisha,ER,20.7279,86.40067,132,IN-C10551-SS,25,19,59.2,1.013,41.0,5.28,0.0,8798
IN-C10552-SS,substation,Kurmūr,Odisha,ER,18.75454,82.93787,132,IN-C10552-SS,25,3,31.7,0.975,38.5,5.1,0.0,8504
IN-C10553-SS,substation,Bissamcuttack,Odisha,ER,19.51168,83.50596,132,IN-C10553-SS,25,33,38.9,1.034,40.0,5.04,0.0,8399
IN-C10554-SS,substation,Tikarapāra,Odisha,ER,19.62392,83.49543,132,IN-C10554-SS,25,34,32.8,0.999,38.9,5.01,0.0,8346
IN-C10555-SS,substation,Tarabha,Odisha,ER,20.73252,83.67443,132,IN-C10555-SS,25,12,61.6,0.964,36.7,5.0,0.0,8334
IN-C10556-SS,substation,Sorala,Odisha,ER,19.13084,84.75089,132,IN-C10556-SS,25,24,38.2,1.03,35.6,4.95,0.0,8258
IN-C10557-SS,substation,Nuapatna,Odisha,ER,20.44623,85.46905,132,IN-C10557-SS,25,32,52.9,1.038,39.8,4.83,0.0,8057
IN-C10558-SS,substation,Arjyapalli Marine,Odisha,ER,19.3167,84.97373,132,IN-C10558-SS,25,31,34.8,1.024,37.5,4.8,0.0,8001
IN-C10559-SS,substation,Suvani,Odisha,ER,19.13336,84.71512,132,IN-C10559-SS,25,36,36.9,0.963,39.8,4.8,0.0,7993
IN-C10560-SS,substation,Erei,Odisha,ER,21.08714,86.52696,132,IN-C10560-SS,25,10,56.0,0.964,35.2,4.73,0.0,7890
IN-C10561-SS,substation,Jājang,Odisha,ER,21.93835,85.44248,132,IN-C10561-SS,25,13,37.2,1.034,37.8,4.49,0.0,7482
IN-C10562-SS,substation,Gotamara,Odisha,ER,20.85828,85.20269,132,IN-C10562-SS,25,37,60.2,1.018,38.8,4.45,0.0,7420
IN-C10563-SS,substation,Lathikata,Odisha,ER,22.13073,84.89008,132,IN-C10563-SS,25,9,62.8,1.027,40.2,4.44,0.0,7405
IN-C10564-SS,substation,Kukkudākhandi,Odisha,ER,19.39361,84.755,132,IN-C10564-SS,25,12,38.9,1.003,35.1,4.42,0.0,7361
IN-C10565-SS,substation,Chittarkonda,Odisha,ER,18.12533,82.1089,132,IN-C10565-SS,25,37,52.0,0.99,34.3,4.36,0.0,7260
IN-C10566-SS,substation,Gopālpur,Odisha,ER,19.25861,84.90517,132,IN-C10566-SS,25,28,60.0,0.999,38.1,4.33,0.0,7221
IN-C10567-SS,substation,Bhakarsahi,Odisha,ER,20.18552,86.01029,132,IN-C10567-SS,25,4,43.8,0.966,38.1,4.27,0.0,7110
IN-C10568-SS,substation,Bonaigarh,Odisha,ER,21.82189,84.952,132,IN-C10568-SS,25,19,39.9,1.003,37.5,4.25,0.0,7080
IN-C10569-SS,substation,Lalsingi,Odisha,ER,19.94745,84.57111,132,IN-C10569-SS,25,29,62.1,0.991,39.1,4.25,0.0,7078
IN-C10570-SS,substation,Dāringbārhi,Odisha,ER,19.90703,84.12408,132,IN-C10570-SS,25,28,35.0,1.009,39.0,4.2,0.0,6995
IN-C10571-SS,substation,Barhagarh,Odisha,ER,19.64503,84.40791,132,IN-C10571-SS,25,3,53.9,1.038,39.1,4.19,0.0,6982
IN-C10572-SS,substation,Gudāri,Odisha,ER,19.34762,83.78128,132,IN-C10572-SS,25,21,32.3,0.988,35.6,4.16,0.0,6931
IN-C10573-SS,substation,Bijepur,Odisha,ER,21.18926,83.46061,132,IN-C10573-SS,25,26,41.5,1.029,40.5,4.15,0.0,6922
IN-C10574-SS,substation,Sohela,Odisha,ER,21.30153,83.39797,132,IN-C10574-SS,25,13,47.4,0.982,39.7,4.15,0.0,6917
IN-C10575-SS,substation,Daspalla,Odisha,ER,20.33962,84.84723,132,IN-C10575-SS,25,5,58.3,0.97,35.8,4.14,0.0,6906
IN-C10576-SS,substation,Balipatapur,Odisha,ER,19.93563,85.49677,132,IN-C10576-SS,25,36,46.2,1.035,39.4,4.14,0.0,6898
IN-C10577-SS,substation,Khaliapāli,Odisha,ER,21.36397,83.61641,132,IN-C10577-SS,25,32,58.7,1.021,35.0,4.12,0.0,6865
IN-C10578-SS,substation,Koīra,Odisha,ER,21.90494,85.24208,132,IN-C10578-SS,25,34,42.3,1.033,35.3,4.06,0.0,6763
IN-C10579-SS,substation,Kandasar,Odisha,ER,20.84161,85.14254,132,IN-C10579-SS,25,14,59.0,1.01,37.4,4.0,0.0,6668
IN-C10580-SS,substation,Sheragada,Odisha,ER,19.51301,84.60408,132,IN-C10580-SS,25,14,48.5,1.012,35.9,3.99,0.0,6653
IN-C10581-SS,substation,Anjira,Odisha,ER,20.82644,86.03353,132,IN-C10581-SS,25,21,59.9,1.036,40.7,3.94,0.0,6561
IN-C10582-SS,substation,Bhapur,Odisha,ER,20.17419,86.00613,132,IN-C10582-SS,25,14,45.5,1.037,35.9,3.86,0.0,6438
IN-C10583-SS,substation,Saranga,Odisha,ER,20.92552,85.26403,132,IN-C10583-SS,25,14,47.8,0.993,35.8,3.86,0.0,6426
IN-C10584-SS,substation,Agastinuagan,Odisha,ER,19.37003,85.03428,132,IN-C10584-SS,25,3,52.7,0.963,36.2,3.85,0.0,6411
IN-C10585-SS,substation,Khatiguda,Odisha,ER,19.23752,82.78812,132,IN-C10585-SS,25,16,62.4,0.994,37.9,3.82,0.0,6361
IN-C10586-SS,substation,Sunākhala,Odisha,ER,20.16677,85.33227,132,IN-C10586-SS,25,16,33.3,1.027,38.8,3.78,0.0,6299
IN-C10587-SS,substation,Badamba,Odisha,ER,20.41912,85.34463,132,IN-C10587-SS,25,28,30.6,1.017,35.1,3.77,0.0,6284
IN-C10588-SS,substation,Dungamal,Odisha,ER,19.68029,85.18205,132,IN-C10588-SS,25,25,53.2,0.962,36.9,3.76,0.0,6271
IN-C10589-SS,substation,Loisinga,Odisha,ER,20.86667,83.51667,132,IN-C10589-SS,25,38,57.3,1.019,38.5,3.73,0.0,6220
IN-C10590-SS,substation,Mukhiguda,Odisha,ER,19.44019,82.85051,132,IN-C10590-SS,25,18,50.7,0.975,36.4,3.69,0.0,6155
IN-C10591-SS,substation,Budhapanka,Odisha,ER,20.85826,85.24196,132,IN-C10591-SS,25,5,53.5,0.991,37.2,3.68,0.0,6129
IN-C10592-SS,substation,Pathar,Odisha,ER,19.64213,85.16736,132,IN-C10592-SS,25,3,36.7,1.005,38.5,3.64,0.0,6072
IN-C10593-SS,substation,Jhompra,Odisha,ER,21.82547,85.56839,132,IN-C10593-SS,25,36,61.7,0.993,36.0,3.64,0.0,6064
IN-C10594-SS,substation,Godiputamatiapara,Odisha,ER,20.1392,85.70286,132,IN-C10594-SS,25,21,42.1,0.987,40.3,3.58,0.0,5967
IN-C10595-SS,substation,Nūāhatā,Odisha,ER,20.83586,85.23411,132,IN-C10595-SS,25,7,52.3,0.981,37.1,3.55,0.0,5920
IN-C10596-SS,substation,Bangomunda,Odisha,ER,20.34302,82.91136,132,IN-C10596-SS,25,3,48.8,1.036,35.2,3.46,0.0,5759
IN-C10597-SS,substation,Pāl Laharā,Odisha,ER,21.43354,85.19184,132,IN-C10597-SS,25,25,30.9,0.993,36.6,3.45,0.0,5749
IN-C10598-SS,substation,Kullāda,Odisha,ER,19.96939,84.6329,132,IN-C10598-SS,25,38,53.2,1.017,37.2,3.39,0.0,5645
IN-C10599-SS,substation,Majhihara,Odisha,ER,20.17535,86.00005,132,IN-C10599-SS,25,6,62.8,1.005,35.7,3.36,0.0,5598
IN-C10600-SS,substation,Chāndpur,Odisha,ER,19.94307,85.40722,132,IN-C10600-SS,25,13,38.9,0.976,36.8,3.34,0.0,5565
IN-C10601-SS,substation,Belagachhia,Odisha,ER,20.4233,85.85228,132,IN-C10601-SS,25,12,49.2,0.982,36.3,3.31,0.0,5516
IN-C10602-SS,substation,Kandragādia,Odisha,ER,21.00724,85.73745,132,IN-C10602-SS,25,12,56.7,0.991,36.7,3.3,0.0,5505
IN-C10603-SS,substation,Bardol,Odisha,ER,21.38189,83.59388,132,IN-C10603-SS,25,24,58.2,0.968,36.8,3.26,0.0,5441
IN-C10604-SS,substation,Badmal,Odisha,ER,20.38049,83.2864,132,IN-C10604-SS,25,18,45.0,0.968,36.9,3.26,0.0,5431
IN-C10605-SS,substation,Odagaon,Odisha,ER,20.01625,84.98719,132,IN-C10605-SS,25,11,52.9,0.993,35.6,3.24,0.0,5401
IN-C10606-SS,substation,Mohana,Odisha,ER,19.44273,84.26128,132,IN-C10606-SS,25,7,43.0,0.997,38.7,3.12,0.0,5197
IN-C10607-SS,substation,Badakodanda,Odisha,ER,19.93739,84.55062,132,IN-C10607-SS,25,2,52.7,1.015,38.4,3.08,0.0,5137
IN-C10608-SS,substation,Joshipur,Odisha,ER,21.96265,86.07509,132,IN-C10608-SS,25,37,33.4,1.012,40.2,3.06,0.0,5101
IN-C10609-SS,substation,Subulia,Odisha,ER,20.89586,84.16934,132,IN-C10609-SS,25,2,45.2,1.014,41.0,3.04,0.0,5072
IN-C10610-SS,substation,Kāliapāni,Odisha,ER,21.05172,85.77722,132,IN-C10610-SS,25,7,35.0,0.995,35.4,3.02,0.0,5028
IN-C10611-SS,substation,Pālūru,Odisha,ER,19.46667,85.13333,132,IN-C10611-SS,25,2,35.6,1.009,39.1,3.01,0.0,5019
IN-C10612-SS,substation,Dadhapatna,Odisha,ER,20.41129,85.82704,132,IN-C10612-SS,25,10,39.6,1.004,40.3,3.0,0.0,5005
IN-C10613-SS,substation,Makundapur,Odisha,ER,19.60947,84.67521,132,IN-C10613-SS,25,29,32.4,0.998,40.8,2.99,0.0,4983
IN-C10614-SS,substation,Bhatli,Odisha,ER,21.45819,83.53588,132,IN-C10614-SS,25,32,42.6,0.991,37.0,2.92,0.0,4865
IN-C10615-SS,substation,Borigam,Odisha,ER,19.35851,84.80611,132,IN-C10615-SS,25,2,57.9,1.013,35.9,2.91,0.0,4855
IN-C10616-SS,substation,Rāmagiri Udayagiri,Odisha,ER,19.16039,84.14265,132,IN-C10616-SS,25,8,54.5,1.02,38.4,2.91,0.0,4851
IN-C10617-SS,substation,Tushara,Odisha,ER,20.48963,83.48399,132,IN-C10617-SS,25,27,40.9,1.012,35.0,2.89,0.0,4823
IN-C10618-SS,substation,Ketakipatana,Odisha,ER,19.89271,85.81582,132,IN-C10618-SS,25,20,54.8,0.993,35.1,2.82,0.0,4708
IN-C10619-SS,substation,Kalyānsingapuram,Odisha,ER,19.50634,83.30917,132,IN-C10619-SS,25,26,42.3,0.966,36.7,2.8,0.0,4660
IN-C10620-SS,substation,Indipur,Odisha,ER,20.66067,85.52475,132,IN-C10620-SS,25,27,34.8,0.993,38.5,2.79,0.0,4656
IN-C10621-SS,substation,Kanheipur,Odisha,ER,20.57953,85.97976,132,IN-C10621-SS,25,5,35.1,0.99,37.5,2.77,0.0,4611
IN-C10622-SS,substation,Ramgarh,Odisha,ER,20.56256,85.99112,132,IN-C10622-SS,25,9,48.1,1.01,36.0,2.73,0.0,4545
IN-C10623-SS,substation,Kāipadar,Odisha,ER,20.13478,85.55338,132,IN-C10623-SS,25,7,58.3,1.025,36.6,2.71,0.0,4512
IN-C10624-SS,substation,Tāngi,Odisha,ER,19.93333,85.4,132,IN-C10624-SS,25,10,59.3,1.034,38.9,2.68,0.0,4471
IN-C10625-SS,substation,Tensa,Odisha,ER,21.87279,85.17127,132,IN-C10625-SS,25,32,40.3,1.007,38.1,2.68,0.0,4469
IN-C10626-SS,substation,Pittal,Odisha,ER,19.53221,84.72983,132,IN-C10626-SS,25,8,37.6,1.037,35.3,2.67,0.0,4458
IN-C10627-SS,substation,Jorada,Odisha,ER,20.91742,85.1227,132,IN-C10627-SS,25,18,62.4,1.003,38.8,2.66,0.0,4428
IN-C10628-SS,substation,Venkatraipur,Odisha,ER,19.25927,84.888,132,IN-C10628-SS,25,18,56.4,0.979,36.8,2.64,0.0,4401
IN-C10629-SS,substation,Bundia,Odisha,ER,21.78062,83.91393,132,IN-C10629-SS,25,36,64.6,1.025,39.4,2.58,0.0,4304
IN-C10630-SS,substation,Kulad,Odisha,ER,20.84253,85.16665,132,IN-C10630-SS,25,9,63.6,0.996,39.9,2.55,0.0,4256
IN-C10631-SS,substation,Mundamarai,Odisha,ER,19.63928,84.60133,132,IN-C10631-SS,25,6,46.1,0.981,35.5,2.55,0.0,4253
IN-C10632-SS,substation,Daitari,Odisha,ER,21.1,85.75,132,IN-C10632-SS,25,7,64.9,1.009,40.9,2.49,0.0,4146
IN-C10633-SS,substation,Danara,Odisha,ER,20.94571,85.09686,132,IN-C10633-SS,25,23,48.8,1.035,38.0,2.49,0.0,4144
IN-C10634-SS,substation,Kabatabandha,Odisha,ER,20.87566,86.02498,132,IN-C10634-SS,25,5,51.0,0.976,37.3,2.45,0.0,4080
IN-C10635-SS,substation,Charibatia,Odisha,ER,20.55887,85.93883,132,IN-C10635-SS,25,11,43.5,1.028,39.2,2.41,0.0,4016
IN-C10636-SS,substation,Chainpal,Odisha,ER,20.88556,85.21919,132,IN-C10636-SS,25,6,57.9,1.039,36.8,2.17,0.0,3613
IN-C10637-SS,substation,Tipo,Odisha,ER,21.06811,85.13279,132,IN-C10637-SS,25,17,45.3,0.997,35.4,1.79,0.0,2981
IN-C10638-SS,substation,O.C.L. Industrial Township,Odisha,ER,22.20556,84.59164,132,IN-C10638-SS,25,33,35.8,0.987,40.2,1.44,0.0,2397
IN-C10639-SS,substation,Joka,Odisha,ER,22.08428,86.47197,132,IN-C10639-SS,25,9,33.9,1.007,36.3,0.89,0.0,1479
IN-C10640-SS,substation,Fertilizer Corporation of India Township,Odisha,ER,20.90743,85.17188,132,IN-C10640-SS,25,22,35.9,0.973,38.7,0.82,0.0,1359
IN-C10641-SS,substation,Budhikhamari,Odisha,ER,22.09214,86.49339,132,IN-C10641-SS,25,8,64.3,0.985,36.0,0.7,0.0,1170
IN-C10642-SS,substation,Bang,Odisha,ER,20.13771,85.72495,132,IN-C10642-SS,25,15,32.9,0.989,40.8,0.35,0.0,576
IN-C10643-SS,substation,Hill -2,Odisha,ER,22.24519,86.46156,132,IN-C10643-SS,25,31,59.4,1.007,37.6,0.3,0.0,500
IN-C10644-SS,substation,Kurukutia,Odisha,ER,22.09457,86.46509,132,IN-C10644-SS,25,1,39.3,1.01,38.7,0.3,0.0,500
IN-C10645-SS,substation,Labania,Odisha,ER,22.09497,86.48288,132,IN-C10645-SS,25,37,57.7,1.013,40.5,0.3,0.0,500
IN-C10646-SS,substation,Abada,Odisha,ER,18.98062,83.96511,132,IN-C10646-SS,25,15,32.8,1.029,40.2,0.3,0.0,500
IN-C10647-SS,substation,Abankela,Odisha,ER,21.95389,84.02098,132,IN-C10647-SS,25,2,43.6,0.963,39.9,0.3,0.0,500
IN-C10648-SS,substation,Abasingi,Odisha,ER,19.03485,83.96822,132,IN-C10648-SS,25,38,42.3,1.023,36.1,0.3,0.0,500
IN-C10649-SS,substation,Abhaypur,Odisha,ER,20.1878,84.95204,132,IN-C10649-SS,25,11,62.6,0.982,40.0,0.3,0.0,500
IN-C10650-SS,substation,Abhimānpur,Odisha,ER,20.16183,85.18422,132,IN-C10650-SS,25,5,63.5,1.027,38.9,0.3,0.0,500
IN-C10651-SS,substation,Abhyachandpur,Odisha,ER,20.24152,86.60321,132,IN-C10651-SS,25,37,37.5,0.997,38.1,0.3,0.0,500
IN-C10652-SS,substation,Abhyapur,Odisha,ER,20.23631,84.55589,132,IN-C10652-SS,25,33,39.7,0.966,37.6,0.3,0.0,500
IN-C10653-SS,substation,Abrahāmgūda,Odisha,ER,18.83529,82.39074,132,IN-C10653-SS,25,37,62.3,0.981,40.5,0.3,0.0,500
IN-C10654-SS,substation,Achalkot,Odisha,ER,20.87169,85.28072,132,IN-C10654-SS,25,29,44.9,0.982,37.6,0.3,0.0,500
IN-C10655-SS,substation,Achandpāli,Odisha,ER,21.17106,83.76021,132,IN-C10655-SS,25,1,61.6,1.007,35.3,0.3,0.0,500
IN-C10656-SS,substation,Achhaba,Odisha,ER,19.01168,83.38598,132,IN-C10656-SS,25,7,49.2,1.03,35.0,0.3,0.0,500
IN-C10657-SS,substation,Achhava,Odisha,ER,19.07008,83.68841,132,IN-C10657-SS,25,27,52.9,1.008,38.4,0.3,0.0,500
IN-C10658-SS,substation,Achhupāra,Odisha,ER,20.2945,84.95077,132,IN-C10658-SS,25,13,35.3,1.006,39.8,0.3,0.0,500
IN-C10659-SS,substation,Achutapur,Odisha,ER,20.87335,84.70249,132,IN-C10659-SS,25,4,32.9,0.99,40.1,0.3,0.0,500
IN-C10660-SS,substation,Achyutpur,Odisha,ER,21.30306,86.55521,132,IN-C10660-SS,25,2,33.2,0.993,39.8,0.3,0.0,500
IN-C10661-SS,substation,Adaba,Odisha,ER,19.48881,84.17912,132,IN-C10661-SS,25,30,38.7,0.974,37.9,0.3,0.0,500
IN-C10662-SS,substation,Adagām,Odisha,ER,19.91514,83.86964,132,IN-C10662-SS,25,37,46.7,0.989,38.8,0.3,0.0,500
IN-C10663-SS,substation,Adakasa,Odisha,ER,21.04428,83.70634,132,IN-C10663-SS,25,3,46.4,0.972,38.0,0.3,0.0,500
IN-C10664-SS,substation,Adama,Odisha,ER,19.63013,83.91896,132,IN-C10664-SS,25,36,52.4,0.961,37.3,0.3,0.0,500
IN-C10665-SS,substation,Adangamāla,Odisha,ER,19.77481,83.73269,132,IN-C10665-SS,25,23,53.1,1.013,37.4,0.3,0.0,500
IN-C10666-SS,substation,Adaramājhi,Odisha,ER,19.35927,83.15363,132,IN-C10666-SS,25,24,38.4,1.038,40.3,0.3,0.0,500
IN-C10667-SS,substation,Adarvalasa,Odisha,ER,18.48667,82.92671,132,IN-C10667-SS,25,4,58.7,0.995,39.8,0.3,0.0,500
IN-C10668-SS,substation,Adasinkili,Odisha,ER,19.50003,83.46774,132,IN-C10668-SS,25,6,44.8,0.996,39.6,0.3,0.0,500
IN-C10669-SS,substation,Adatīgavalasa,Odisha,ER,18.43859,82.98838,132,IN-C10669-SS,25,29,41.4,1.014,39.6,0.3,0.0,500
IN-C10670-SS,substation,Addakuppa,Odisha,ER,19.67226,83.76265,132,IN-C10670-SS,25,22,39.3,0.977,35.4,0.3,0.0,500
IN-C10671-SS,substation,Addanagūda,Odisha,ER,18.87705,83.92607,132,IN-C10671-SS,25,28,33.4,0.966,37.0,0.3,0.0,500
IN-C10672-SS,substation,Addanguda,Odisha,ER,19.06941,83.71418,132,IN-C10672-SS,25,34,34.0,0.982,39.0,0.3,0.0,500
IN-C10673-SS,substation,Addaput,Odisha,ER,18.56202,82.711,132,IN-C10673-SS,25,12,53.5,0.969,36.7,0.3,0.0,500
IN-C10674-SS,substation,Addiguda,Odisha,ER,19.11526,83.76939,132,IN-C10674-SS,25,12,50.4,0.979,40.3,0.3,0.0,500
