city_id,city,state,lat,lon,population,feature_code,geonameid
IN-C09885,Agva,Maharashtra,17.38922,73.52116,0,PPL,1279245
IN-C09886,Agāshi,Maharashtra,19.46082,72.7763,0,PPL,1279286
IN-C09887,Ahamadpur,Maharashtra,20.94897,77.43431,0,PPL,10513993
IN-C09888,Aher Borgaon,Maharashtra,19.44729,76.34248,0,PPL,10432953
IN-C09889,Ahergaon,Maharashtra,20.18008,74.0224,0,PPL,10688791
IN-C09890,Ahirwādi,Maharashtra,21.29711,76.08423,0,PPL,10495549
IN-C09891,Ahmad Ali,Maharashtra,18.83798,80.1284,0,PPL,10366657
IN-C09892,Ahmadgaon,Maharashtra,20.93066,76.01913,0,PPL,10501645
IN-C09893,Ahmadnagar,Maharashtra,21.17303,78.56519,0,PPL,10213773
IN-C09894,Ahupe,Maharashtra,19.17722,73.57186,0,PPL,1279214
IN-C09895,Ahār,Maharashtra,21.22337,77.08577,0,PPL,10512171
IN-C09896,Ahīrgaon,Maharashtra,19.87466,79.55967,0,PPL,10877159
IN-C09897,Ahīrvāda,Maharashtra,20.95225,78.17873,0,PPL,10214409
IN-C09898,Aichāla,Maharashtra,21.25826,74.39654,0,PPL,10822086
IN-C09899,Aikāra,Maharashtra,20.38078,79.79839,0,PPL,10520193
IN-C09900,Ailegaon,Maharashtra,19.60259,77.07943,0,PPL,10581810
IN-C09901,Ailāpur,Maharashtra,21.30076,74.94399,0,PPL,10829302
IN-C09902,Ain,Maharashtra,15.61828,74.01482,0,PPL,10938219
IN-C09903,Ainch,Maharashtra,19.77927,77.09031,0,PPL,10581324
IN-C09904,Ainpur,Maharashtra,21.16326,76.04385,0,PPL,1279198
IN-C09905,Aipeta,Maharashtra,18.75916,80.03991,0,PPL,10366654
IN-C09906,Aitchivādi,Maharashtra,18.89345,74.17691,0,PPL,8442451
IN-C09907,Aithwarah,Maharashtra,19.14534,77.32971,0,PPL,10448736
IN-C09908,Ajaipur,Maharashtra,20.00667,79.49546,0,PPL,10520000
IN-C09909,Ajanda,Maharashtra,21.34091,74.90933,0,PPL,10829325
IN-C09910,Ajanda Budrukh,Maharashtra,21.22205,75.05657,0,PPL,10705421
IN-C09911,Ajande,Maharashtra,21.20539,76.02979,0,PPL,10475316
IN-C09912,Ajang,Maharashtra,20.63493,74.45282,0,PPL,10688561
IN-C09913,Ajansonda Khurd,Maharashtra,18.45385,76.84695,0,PPL,10437115
IN-C09914,Ajanta,Maharashtra,20.53194,75.74936,0,PPL,1279180
IN-C09915,Ajanti Budrukh,Maharashtra,21.31544,75.30476,0,PPL,10706042
IN-C09916,Ajanād,Maharashtra,21.24597,76.14711,0,PPL,10475286
IN-C09917,Ajgaon,Maharashtra,20.32908,77.28642,0,PPL,10513908
IN-C09918,Ajipalvādi,Maharashtra,20.05647,74.90956,0,PPL,10704732
IN-C09919,Ajitpur,Maharashtra,20.94139,77.44854,0,PPL,10513990
IN-C09920,Ajmir Soundane,Maharashtra,20.59991,74.26646,0,PPL,10688521
IN-C09921,Ajni,Maharashtra,21.05251,79.18431,0,PPL,10469886
IN-C09922,Ajnād,Maharashtra,21.26341,75.02913,0,PPL,10690034
IN-C09923,Ajnāle,Maharashtra,20.82837,74.59621,0,PPL,10702626
IN-C09924,Ajora,Maharashtra,21.36874,78.21804,0,PPL,10212767
IN-C09925,Ajāng,Maharashtra,20.88049,74.89083,0,PPL,10688675
IN-C09926,Ajītpur,Maharashtra,21.1214,78.1684,0,PPL,10212903
IN-C09927,Akalkos,Maharashtra,21.24341,74.53515,0,PPL,10826957
IN-C09928,Akarpati,Maharashtra,19.82338,72.66685,0,PPL,1279142
IN-C09929,Akauli,Maharashtra,20.61208,78.37206,0,PPL,10453326
IN-C09930,Akera,Maharashtra,19.30492,80.31489,0,PPL,10669821
IN-C09931,Akera Chhota,Maharashtra,19.61667,80.3,0,PPL,1279130
IN-C09932,Akhatvāda,Maharashtra,21.21437,75.26963,0,PPL,10706101
IN-C09933,Akhatvāde,Maharashtra,20.74672,74.21878,0,PPL,10688496
IN-C09934,Akhatwāra,Maharashtra,21.20367,77.98768,0,PPL,10513277
IN-C09935,Akhāda,Maharashtra,21.15164,74.34735,0,PPL,10578890
IN-C09936,Aki,Maharashtra,21.46403,76.92372,0,PPL,10501460
IN-C09937,Aklad,Maharashtra,20.93037,74.56013,0,PPL,10704239
IN-C09938,Aklud,Maharashtra,21.0754,75.78693,0,PPL,11031611
IN-C09939,Akola Bāzār,Maharashtra,20.16673,78.14937,0,PPL,1279106
IN-C09940,Akola Kalān,Maharashtra,21.34618,79.6213,0,PPL,10514516
IN-C09941,Akoli,Maharashtra,19.39336,76.25374,0,PPL,10433218
IN-C09942,Akolkhed,Maharashtra,21.1506,77.09203,0,PPL,10512148
IN-C09943,Akolner,Maharashtra,18.98591,74.65537,0,PPL,1279099
IN-C09944,Akolātola,Maharashtra,21.33999,79.61881,0,PPL,10514517
IN-C09945,Akpuri Chauki,Maharashtra,20.17381,78.23929,0,PPL,10453097
IN-C09946,Akrāla,Maharashtra,21.36845,74.3571,0,PPL,10822050
IN-C09947,Aksāpur,Maharashtra,19.757,79.62599,0,PPL,1279088
IN-C09948,Aktītola,Maharashtra,20.88506,80.50772,0,PPL,10718366
IN-C09949,Akulkheda,Maharashtra,21.24647,75.25317,0,PPL,10706100
IN-C09950,Akurdi,Maharashtra,18.65318,73.78955,0,PPL,8442456
IN-C09951,Akvāni,Maharashtra,21.87522,74.12658,0,PPL,10688199
IN-C09952,Akāpur,Maharashtra,20.36509,80.00011,0,PPL,10520199
IN-C09953,Alampur,Maharashtra,21.09537,77.29218,0,PPL,10512484
IN-C09954,Alangaon,Maharashtra,20.9445,77.63645,0,PPL,10506575
IN-C09955,Alangvādi,Maharashtra,20.39432,74.02345,0,PPL,10699756
IN-C09956,Ale,Maharashtra,19.16667,74.11667,0,PPL,1279043
IN-C09957,Alebedar,Maharashtra,21.18546,80.32191,0,PPL,10700459
IN-C09958,Alegaon,Maharashtra,18.61939,74.33417,0,PPL,1279041
IN-C09959,Alesūr,Maharashtra,20.37323,79.56307,0,PPL,10520023
IN-C09960,Alevādi,Maharashtra,20.99554,77.02006,0,PPL,10513376
IN-C09961,Ali Jhanja,Maharashtra,20.43301,79.32364,0,PPL,10519618
IN-C09962,Alipur,Maharashtra,20.5465,78.69482,0,PPL,1279007
IN-C09963,Alisupda,Maharashtra,21.77205,74.29629,0,PPL,10698422
IN-C09964,Alivihir,Maharashtra,21.58294,74.1144,0,PPL,10815754
IN-C09965,Aliābād,Maharashtra,20.8574,77.77723,0,PPL,10512437
IN-C09966,Alkanhārtola,Maharashtra,20.1161,80.49979,0,PPL,10719762
IN-C09967,Alland,Maharashtra,20.19348,75.55188,0,PPL,1278989
IN-C09968,Allāhpur,Maharashtra,18.60015,77.53916,0,PPL,10449910
IN-C09969,Allāpurvādi,Maharashtra,20.07544,74.82295,0,PPL,10704720
IN-C09970,Allītola,Maharashtra,20.74619,80.55288,0,PPL,10719045
IN-C09971,Alora,Maharashtra,17.46667,73.56667,0,PPL,1278967
IN-C09972,Alta,Maharashtra,17.16789,74.54333,0,PPL,1278959
IN-C09973,Alugaon,Maharashtra,18.98901,79.93883,0,PPL,10337546
IN-C09974,Aluwadgaon,Maharashtra,18.78965,77.44872,0,PPL,10449225
IN-C09975,Alwāri Buzurg,Maharashtra,19.01731,77.00296,0,PPL,10448602
IN-C09976,Alāgondi,Maharashtra,20.83817,78.98335,0,PPL,10454213
IN-C09977,Alāpur,Maharashtra,19.95468,76.16267,0,PPL,10432212
IN-C09978,Alījharī,Maharashtra,21.34324,79.98489,0,PPL,10571189
IN-C09979,Alīmardāpur,Maharashtra,20.52767,77.58667,0,PPL,10507822
IN-C09980,Alīpur,Maharashtra,20.93128,78.19343,0,PPL,10214399
IN-C09981,Alīyābād Tānda,Maharashtra,17.81251,76.32435,0,PPL,10439233
IN-C09982,Amal,Maharashtra,20.17191,77.79601,0,PPL,10513806
IN-C09983,Amalgaon,Maharashtra,21.12877,75.11523,0,PPL,10705534
IN-C09984,Amalpāda,Maharashtra,21.582,74.06522,0,PPL,10815765
IN-C09985,Amaltha,Maharashtra,21.44376,74.44192,0,PPL,10822017
IN-C09986,Amarpur,Maharashtra,20.87089,78.08597,0,PPL,10214341
IN-C09987,Ambabārwa,Maharashtra,21.22998,76.64915,0,PPL,1278874
IN-C09988,Ambalga Buzurg,Maharashtra,18.16334,76.86516,0,PPL,1278853
IN-C09989,Ambaltek,Maharashtra,18.76871,76.54823,0,PPL,1278851
IN-C09990,Ambari,Maharashtra,21.71096,74.06843,0,PPL,10815338
IN-C09991,Ambarnagar,Maharashtra,17.77566,76.43909,0,PPL,10439242
IN-C09992,Ambasan,Maharashtra,20.71572,74.36685,0,PPL,10688550
IN-C09993,Ambatpalli,Maharashtra,19.59317,80.04302,0,PPL,10337705
IN-C09994,Ambavli,Maharashtra,17.73224,73.53703,0,PPL,1278837
IN-C09995,Ambegaon,Maharashtra,19.11375,73.72273,0,PPL,1278833
IN-C09996,Ambegaon Digar,Maharashtra,19.43383,76.52361,0,PPL,10433576
IN-C09997,Ambejhari,Maharashtra,20.54847,80.30666,0,PPL,10716792
IN-C09998,Ambejūri,Maharashtra,19.14479,79.99416,0,PPL,10331399
IN-C09999,Ambekhāri,Maharashtra,20.76127,80.38215,0,PPL,10713016
IN-C10000,Ambela,Maharashtra,19.70559,79.98418,0,PPL,10891820
IN-C10001,Ambeseoni,Maharashtra,20.22952,80.10648,0,PPL,10712907
IN-C10002,Ambetalao,Maharashtra,21.32675,80.29348,0,PPL,10700253
IN-C10003,Ambetola,Maharashtra,20.24004,80.10884,0,PPL,10712906
IN-C10004,Ambevādi,Maharashtra,20.08242,74.15999,0,PPL,10688848
IN-C10005,Ambewari,Maharashtra,19.83698,75.13922,0,PPL,1278831
IN-C10006,Ambewādi,Maharashtra,18.42212,76.91746,0,PPL,10437125
IN-C10007,Ambhai,Maharashtra,20.46708,75.56695,0,PPL,1278830
IN-C10008,Ambhoda,Maharashtra,19.70725,76.46827,0,PPL,10432901
IN-C10009,Ambhoda Tānda,Maharashtra,19.70651,76.46582,0,PPL,10432902
IN-C10010,Ambhora,Maharashtra,19.9884,78.5203,0,PPL,10468397
IN-C10011,Ambhora Kalān,Maharashtra,21.03383,79.61044,0,PPL,10569396
IN-C10012,Ambhora Khurd,Maharashtra,21.01925,79.61527,0,PPL,10569408
IN-C10013,Ambi,Maharashtra,18.52957,75.47982,0,PPL,8442397
IN-C10014,Ambi Tākli,Maharashtra,19.1173,76.74922,0,PPL,10433884
IN-C10015,Ambikāpur,Maharashtra,21.24161,78.09269,0,PPL,10212858
IN-C10016,Ambil Hol,Maharashtra,20.85544,75.76871,0,PPL,11057147
IN-C10017,Ambilvādi,Maharashtra,20.17135,74.4307,0,PPL,10688974
IN-C10018,Amboda,Maharashtra,20.73514,78.48527,0,PPL,10453405
IN-C10019,Ambode,Maharashtra,20.91086,74.89879,0,PPL,10688674
IN-C10020,Ambola,Maharashtra,21.41188,78.57985,0,PPL,10213643
IN-C10021,Amboli,Maharashtra,18.31975,72.9858,0,PPL,1463443
IN-C10022,Ambolighāt,Maharashtra,15.96377,74.01012,0,PPL,10897175
IN-C10023,Ambora,Maharashtra,20.01788,79.26694,0,PPL,10519951
IN-C10024,Ambraskarvādi,Maharashtra,15.83751,74.12409,0,PPL,10897592
IN-C10025,Ambulga,Maharashtra,18.54822,77.43555,0,PPL,10449348
IN-C10026,Ambulgaon,Maharashtra,18.39335,77.50438,0,PPL,10450033
IN-C10027,Ambāda,Maharashtra,21.34354,78.2866,0,PPL,10213286
IN-C10028,Ambādi,Maharashtra,20.6768,75.5531,0,PPL,11033639
IN-C10029,Ambāgarh,Maharashtra,21.43776,79.66965,0,PPL,10514584
IN-C10030,Ambāgarh Juna,Maharashtra,21.44522,79.65273,0,PPL,10514453
IN-C10031,Ambāi,Maharashtra,19.88899,79.57053,0,PPL,10877163
IN-C10032,Ambājhari,Maharashtra,21.05198,78.83596,0,PPL,1278865
IN-C10033,Ambāla,Maharashtra,21.394,79.34465,0,PPL,10470871
IN-C10034,Ambāli,Maharashtra,19.68445,77.64093,0,PPL,10584686
IN-C10035,Ambāpimpri,Maharashtra,20.95489,75.04001,0,PPL,10706247
IN-C10036,Ambāpāti,Maharashtra,21.32852,77.23307,0,PPL,10512071
IN-C10037,Ambāra,Maharashtra,21.27166,78.55281,0,PPL,10213683
IN-C10038,Ambāra Deshmukh,Maharashtra,21.45486,78.61035,0,PPL,10213635
IN-C10039,Ambāra Kandāri,Maharashtra,21.29821,77.55232,0,PPL,10512835
IN-C10040,Ambāri,Maharashtra,21.11348,79.33042,0,PPL,10471133
IN-C10041,Ambāri Tānda,Maharashtra,19.69868,78.21655,0,PPL,10523565
IN-C10042,Ambāsan,Maharashtra,21.05331,75.0056,0,PPL,10705470
IN-C10043,Amdad,Maharashtra,20.84107,74.9046,0,PPL,10688684
IN-C10044,Amdura,Maharashtra,19.12777,77.40827,0,PPL,10448815
IN-C10045,Amdābād,Maharashtra,21.02823,78.07668,0,PPL,10212946
IN-C10046,Amdāpur,Maharashtra,19.68894,77.92361,0,PPL,1278813
IN-C10047,Amgohān,Maharashtra,19.65822,77.47462,0,PPL,10584218
IN-C10048,Amirjha,Maharashtra,20.28066,80.1117,0,PPL,10712770
IN-C10049,Amkhel,Maharashtra,21.18234,74.23468,0,PPL,10578845
IN-C10050,Amla,Maharashtra,20.88247,78.01557,0,PPL,10214340
IN-C10051,Amlāpur,Maharashtra,19.26654,78.15394,0,PPL,10523940
IN-C10052,Amni,Maharashtra,20.0587,77.98382,0,PPL,10514279
IN-C10053,Amoda,Maharashtra,21.0399,74.1867,0,PPL,10578807
IN-C10054,Amoda Budrukh,Maharashtra,21.12306,75.37401,0,PPL,10706093
IN-C10055,Amoni,Maharashtra,21.62793,74.16158,0,PPL,10815718
IN-C10056,Ampaili,Maharashtra,20.3377,80.44968,0,PPL,10716963
IN-C10057,Amragun,Maharashtra,21.68855,74.08001,0,PPL,10815654
IN-C10058,Amralāpur,Maharashtra,21.24452,77.61718,0,PPL,10512858
IN-C10059,Amroli,Maharashtra,15.99547,74.2681,0,PPL,10940987
IN-C10060,Amrābād,Maharashtra,19.24638,77.42065,0,PPL,10448839
IN-C10061,Amrābād Tānda,Maharashtra,19.23962,77.41973,0,PPL,10448840
IN-C10062,Amrāj,Maharashtra,18.88703,79.97784,0,PPL,10337524
IN-C10063,Amrāla,Maharashtra,21.1421,74.65359,0,PPL,10828259
IN-C10064,Amrāpur,Maharashtra,21.41472,78.26841,0,PPL,10213275
IN-C10065,Amān,Maharashtra,20.36581,77.08712,0,PPL,10504741
IN-C10066,Amāni,Maharashtra,20.21287,77.01761,0,PPL,10513536
IN-C10067,Amārāpur,Maharashtra,19.28221,75.18203,0,PPL,1278920
IN-C10068,Anad,Maharashtra,20.54127,75.76825,0,PPL,11057248
IN-C10069,Anai,Maharashtra,20.49356,77.52616,0,PPL,10511461
IN-C10070,Anakvāda,Maharashtra,20.78912,77.11018,0,PPL,10513477
IN-C10071,Anakvādi,Maharashtra,20.20606,74.44179,0,PPL,10688977
IN-C10072,Anakwāri,Maharashtra,21.05551,77.61021,0,PPL,10512951
IN-C10073,Anandwādi,Maharashtra,18.16642,76.61842,0,PPL,10436705
IN-C10074,Ananti Sim,Maharashtra,21.19988,75.0453,0,PPL,10705426
IN-C10075,Anantwadi,Maharashtra,19.83791,77.84861,0,PPL,10584818
IN-C10076,Anaskura,Maharashtra,16.78198,73.81076,0,PPL,1278659
IN-C10077,Anbhari,Maharashtra,19.69459,77.3059,0,PPL,10584198
IN-C10078,Anbhora,Maharashtra,20.70284,77.32178,0,PPL,10513644
IN-C10079,Anbhāri,Maharashtra,19.72541,77.23625,0,PPL,10579981
IN-C10080,Anchalgaon,Maharashtra,20.14661,74.84999,0,PPL,10704686
IN-C10081,Anchalvādi,Maharashtra,21.02081,74.92391,0,PPL,10829436
IN-C10082,Anchalwāri,Maharashtra,21.06873,77.56235,0,PPL,10512941
IN-C10083,Anchande,Maharashtra,20.83034,74.93053,0,PPL,10688683
IN-C10084,Ancholi,Maharashtra,18.89381,77.45571,0,PPL,10449246
IN-C10085,Andabodi,Maharashtra,19.26505,78.05934,0,PPL,10523935
IN-C10086,Andabodi Tānda,Maharashtra,19.27194,78.05044,0,PPL,10523932
IN-C10087,Andaga,Maharashtra,18.78666,77.01687,0,PPL,10449074
IN-C10088,Andaga Tānda,Maharashtra,18.76766,77.0095,0,PPL,10449075
IN-C10089,Andawāri,Maharashtra,19.71353,77.36649,0,PPL,10584192
IN-C10090,Andbori,Maharashtra,19.50024,78.2712,0,PPL,10529155
IN-C10091,Andewādi,Maharashtra,17.37409,76.31689,0,PPL,10528411
IN-C10092,Andheri,Maharashtra,19.13086,72.85258,0,PPL,1278633
IN-C10093,Andheri East,Maharashtra,19.11446,72.8712,0,PPL,7798655
IN-C10094,Andheriwādi,Maharashtra,20.11098,75.9811,0,PPL,10692063
IN-C10095,Andhori,Maharashtra,18.76792,76.82432,0,PPL,1278631
IN-C10096,Andhri,Maharashtra,20.6088,80.16103,0,PPL,10710371
IN-C10097,Andhāner,Maharashtra,20.27339,75.1014,0,PPL,10707394
IN-C10098,Andhāpuri,Maharashtra,19.13003,76.33271,0,PPL,10433292
IN-C10099,Andhāri,Maharashtra,20.41443,74.86467,0,PPL,10704444
IN-C10100,Andhārwāri,Maharashtra,19.74648,77.13999,0,PPL,10579977
IN-C10101,Andora,Maharashtra,17.81384,76.23966,0,PPL,10437462
IN-C10102,Andori,Maharashtra,20.53186,78.47304,0,PPL,1278619
IN-C10103,Andria,Maharashtra,21.75058,74.35725,0,PPL,10698432
IN-C10104,Andva,Maharashtra,21.8868,74.04474,0,PPL,10688145
IN-C10105,Andūra,Maharashtra,20.88287,76.85753,0,PPL,1278614
IN-C10106,Ane,Maharashtra,19.16667,74.23333,0,PPL,1278612
IN-C10107,Angalgaon,Maharashtra,19.46184,76.32909,0,PPL,10432951
IN-C10108,Angar,Maharashtra,17.89821,75.57517,0,PPL,1278601
IN-C10109,Angora,Maharashtra,21.02121,77.78015,0,PPL,10513329
IN-C10110,Angāra,Maharashtra,20.4576,80.31855,0,PPL,10715467
IN-C10111,Anikat,Maharashtra,21.07284,77.16776,0,PPL,10512206
IN-C10112,Anjandoho,Maharashtra,20.00109,75.53509,0,PPL,11056040
IN-C10113,Anjangaon Bāri,Maharashtra,20.82054,77.78332,0,PPL,1278578
IN-C10114,Anjani,Maharashtra,20.81545,77.63533,0,PPL,10506615
IN-C10115,Anjankhed,Maharashtra,19.84001,78.06257,0,PPL,10466691
IN-C10116,Anjankhed Buzruk,Maharashtra,19.95512,77.99362,0,PPL,10584775
IN-C10117,Anjankheda,Maharashtra,20.05035,77.13419,0,PPL,10513618
IN-C10118,Anjanpur,Maharashtra,18.58364,76.29409,0,PPL,10436361
IN-C10119,Anjansingi,Maharashtra,20.91633,78.13824,0,PPL,10214395
IN-C10120,Anjantola,Maharashtra,20.66159,80.19238,0,PPL,10710409
IN-C10121,Anjanvati,Maharashtra,20.91274,78.09193,0,PPL,10214345
IN-C10122,Anjanvihira,Maharashtra,20.73321,75.29742,0,PPL,10689844
IN-C10123,Anjanvihīr,Maharashtra,20.1505,78.70383,0,PPL,10454051
IN-C10124,Anjanwāra,Maharashtra,19.58007,77.02447,0,PPL,10581813
IN-C10125,Anji,Maharashtra,20.12791,78.28555,0,PPL,10453566
IN-C10126,Anjni,Maharashtra,19.78881,77.9652,0,PPL,10584856
IN-C10127,Anjorā,Maharashtra,21.29687,80.40562,0,PPL,10700339
IN-C10128,Anjāla,Maharashtra,21.09431,75.75258,0,PPL,1278585
IN-C10129,Ankai,Maharashtra,20.18352,74.45469,0,PPL,10688975
IN-C10130,Ankhora,Maharashtra,19.70721,79.80491,0,PPL,10891768
IN-C10131,Ankla,Maharashtra,17.0424,75.02409,0,PPL,1278556
IN-C10132,Ankute,Maharashtra,20.13002,74.47007,0,PPL,10688985
IN-C10133,Ankīsha,Maharashtra,18.72464,80.14369,0,PPL,1278557
IN-C10134,Anmāl,Maharashtra,19.78935,77.89431,0,PPL,10584852
IN-C10135,Annūr,Maharashtra,19.53107,79.49694,0,PPL,10874607
IN-C10136,Anora,Maharashtra,21.04528,74.95245,0,PPL,10829431
IN-C10137,Ansing,Maharashtra,20.31202,77.0251,0,PPL,10504752
IN-C10138,Antardoho,Maharashtra,20.90557,78.22017,0,PPL,10214402
IN-C10139,Antargaon,Maharashtra,20.53648,78.13451,0,PPL,10214577
IN-C10140,Antargaonpod,Maharashtra,20.27971,78.41578,0,PPL,10453481
IN-C10141,Antargaontola,Maharashtra,20.63555,80.34319,0,PPL,10716776
IN-C10142,Antarwāla Budruk,Maharashtra,19.5806,76.14188,0,PPL,10432546
IN-C10143,Antarwālan,Maharashtra,19.85424,76.15503,0,PPL,10432185
IN-C10144,Antarwāli,Maharashtra,18.78572,76.68561,0,PPL,10521844
IN-C10145,Antarwāli Dāi,Maharashtra,19.65281,76.02849,0,PPL,10432496
IN-C10146,Anteshwar,Maharashtra,19.09719,77.10113,0,PPL,10448593
IN-C10147,Antora,Maharashtra,21.21752,78.0855,0,PPL,10212862
IN-C10148,Antur,Maharashtra,21.12989,77.80769,0,PPL,10513309
IN-C10149,Anturli,Maharashtra,21.09372,75.06057,0,PPL,10705455
IN-C10150,Anturveli,Maharashtra,20.08886,74.42723,0,PPL,10688965
IN-C10151,Antāpur,Maharashtra,18.5944,77.59825,0,PPL,10449912
IN-C10152,Antūr,Maharashtra,20.42848,75.24827,0,PPL,1278514
IN-C10153,Anurābād,Maharashtra,20.91766,76.23775,0,PPL,10501729
IN-C10154,Anvarda Budrukh,Maharashtra,21.22479,75.08752,0,PPL,10705417
IN-C10155,Anvarda Khurd,Maharashtra,21.1836,75.16398,0,PPL,10705519
IN-C10156,Anvā,Maharashtra,20.41556,75.78403,0,PPL,1278503
IN-C10157,Aorītolā,Maharashtra,21.41887,80.28129,0,PPL,10700229
IN-C10158,Apollo Bandar,Maharashtra,18.92124,72.83103,0,PPL,8199402
IN-C10159,Appāraopet,Maharashtra,19.26075,78.16286,0,PPL,8440192
IN-C10160,Apsunda,Maharashtra,18.20762,76.60827,0,PPL,10436733
IN-C10161,Aputvhālvādi,Maharashtra,15.95629,74.09715,0,PPL,10897575
IN-C10162,Apāpalli,Maharashtra,19.517,80.00998,0,PPL,10337715
IN-C10163,Arabali,Maharashtra,17.8199,76.1537,0,PPL,10437460
IN-C10164,Aradgaon,Maharashtra,17.98714,74.20711,0,PPL,11184182
IN-C10165,Arag,Maharashtra,16.79105,74.80513,0,PPL,1278481
IN-C10166,Arai,Maharashtra,20.56047,74.22981,0,PPL,10688489
IN-C10167,Arali Budrukh,Maharashtra,17.88414,76.13836,0,PPL,10437443
IN-C10168,Arali Khurd,Maharashtra,17.90048,76.14875,0,PPL,10437440
IN-C10169,Arambhi,Maharashtra,21.269,78.34834,0,PPL,10213304
IN-C10170,Aran,Maharashtra,17.93022,75.36602,0,PPL,8441808
IN-C10171,Arao,Maharashtra,21.43024,77.09512,0,PPL,10512046
IN-C10172,Arath,Maharashtra,18.08737,72.99693,0,PPL,1463455
IN-C10173,Arav,Maharashtra,17.72531,73.62696,0,PPL,1278436
IN-C10174,Ardhāpur,Maharashtra,19.28245,77.37245,0,PPL,1278429
IN-C10175,Arditāra,Maharashtra,21.41094,74.05785,0,PPL,10578604
IN-C10176,Ardwan,Maharashtra,19.8282,78.79419,0,PPL,10529619
IN-C10177,Aregaon,Maharashtra,20.41265,79.42571,0,PPL,10519693
IN-C10178,Argadegavhān,Maharashtra,19.38931,76.03105,0,PPL,10432606
IN-C10179,Argaon,Maharashtra,21.11916,76.94128,0,PPL,1278420
IN-C10180,Arher Nawargaon,Maharashtra,20.65861,79.88427,0,PPL,10519357
IN-C10181,Arhād,Maharashtra,20.83107,77.82401,0,PPL,10512435
IN-C10182,Arjangutta,Maharashtra,18.86852,79.95702,0,PPL,10337518
IN-C10183,Arjuna,Maharashtra,20.32209,78.06799,0,PPL,10214679
IN-C10184,Arjuni,Maharashtra,20.81691,80.02805,0,PPL,1278399
IN-C10185,Arjuni Tukum,Maharashtra,20.36734,79.22202,0,PPL,10519550
IN-C10186,Arjunī,Maharashtra,21.52806,80.2433,0,PPL,10699215
IN-C10187,Arjāpur,Maharashtra,18.78818,77.74773,0,PPL,10449829
IN-C10188,Arjūnī,Maharashtra,21.09527,80.15274,0,PPL,1278397
IN-C10189,Arkapalli,Maharashtra,19.13185,80.16908,0,PPL,10364352
IN-C10190,Arkhed,Maharashtra,20.67612,77.37747,0,PPL,10513653
IN-C10191,Arla,Maharashtra,17.09833,73.90721,0,PPL,1278388
IN-C10192,Arli Buzarg,Maharashtra,19.83653,78.37382,0,PPL,1278387
IN-C10193,Arli Khurd,Maharashtra,19.83849,78.40279,0,PPL,10529077
IN-C10194,Armori,Maharashtra,20.46651,79.98387,0,PPL,1278385
IN-C10195,Armurkasa,Maharashtra,20.56057,80.601,0,PPL,10719147
IN-C10196,Arni,Maharashtra,20.06211,77.95167,0,PPL,1278375
IN-C10197,Arnālapāda,Maharashtra,19.45,72.75,0,PPL,1278382
IN-C10198,Arola,Maharashtra,17.7528,74.05245,0,PPL,1278366
IN-C10199,Aroli,Maharashtra,21.32346,79.44237,0,PPL,10470953
IN-C10200,Arpa,Maharashtra,21.69556,74.09072,0,PPL,10815576
IN-C10201,Arpoli,Maharashtra,20.22193,80.01223,0,PPL,10712871
IN-C10202,Arsali,Maharashtra,18.94091,80.18681,0,PPL,10366668
IN-C10203,Arsoda,Maharashtra,20.48116,79.96398,0,PPL,10520140
IN-C10204,Artha Budrukh,Maharashtra,21.40413,74.82123,0,PPL,10829288
IN-C10205,Artha Khurd,Maharashtra,21.40099,74.82108,0,PPL,10829289
IN-C10206,Arunnagar,Maharashtra,20.70879,79.98566,0,PPL,10519381
IN-C10207,Arupchua,Maharashtra,21.14051,80.44319,0,PPL,10700590
IN-C10208,Arvat,Maharashtra,19.91879,79.28658,0,PPL,10873287
IN-C10209,Arvi,Maharashtra,20.747,74.7147,0,PPL,1278336
IN-C10210,Arvi Chhoti,Maharashtra,21.21984,78.13914,0,PPL,10212872
IN-C10211,Arwi,Maharashtra,19.13523,73.94544,0,PPL,1278332
IN-C10212,Arāla,Maharashtra,20.95036,77.43437,0,PPL,10513994
IN-C10213,Arāti,Maharashtra,19.62824,77.36326,0,PPL,10584231
IN-C10214,Asadpur,Maharashtra,21.08935,77.48001,0,PPL,10512617
IN-C10215,Asalpāni,Maharashtra,21.49528,79.66522,0,PPL,10513366
IN-C10216,Asalwāda,Maharashtra,21.311,77.15567,0,PPL,10512032
IN-C10217,Asar Ali,Maharashtra,18.72678,80.19042,0,PPL,10671122
IN-C10218,Asarjan,Maharashtra,19.12387,77.28482,0,PPL,10448740
IN-C10219,Asarkhed,Maharashtra,20.02071,75.92209,0,PPL,10692104
IN-C10220,Asartek,Maharashtra,20.6365,77.23978,0,PPL,10503912
IN-C10221,Asdavan,Maharashtra,19.09579,77.30605,0,PPL,10448752
IN-C10222,Asegaon,Maharashtra,20.03215,76.95279,0,PPL,1278302
IN-C10223,Asgan,Maharashtra,17.62137,73.45002,0,PPL,1278301
IN-C10224,Asgoli,Maharashtra,15.97509,74.26214,0,PPL,10940990
IN-C10225,Ashokhan,Maharashtra,21.00911,79.04906,0,PPL,10469915
IN-C10226,Ashoknagar,Maharashtra,20.87808,78.12089,0,PPL,10214342
IN-C10227,Ashrafpur,Maharashtra,20.72081,77.99002,0,PPL,10513188
IN-C10228,Ashtāna,Maharashtra,21.00633,74.25959,0,PPL,10578870
