scenario_id,scenario_type,initiating_node,initiating_city,initiating_state,cascade_risk_pct,stress_multiplier,load_multiplier,weather_factor,population_affected,assessment_timestamp,frequency_hz,power_factor,ambient_temp_c,rainfall_mm_hr,wind_kph,lightning_risk,humidity_pct,breaker_state,protection_event,fault_type,restoration_action
IND-S03103,line_outage,IN-C17204-SS,Akhāpur,Uttar Pradesh,0.0,1.5098,1.0752,1.0004,0,2026-08-27 19:15:00+00:00,49.939,0.984,31.4,0.78,18.2,0.259,74.8,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S03104,transformer_overload,IN-C19736-FD011,Shyamnagar,West Bengal,0.11,2.1085,1.1452,1.0644,441956,2026-08-21 05:00:00+00:00,49.881,0.98,34.8,2.24,20.6,0.313,76.5,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S03105,transformer_overload,IN-C13334-SS,Highways,Tamil Nadu,0.0,4.4892,1.2026,1.0213,0,2026-08-20 07:00:00+00:00,49.65,0.99,31.5,1.34,27.1,0.332,50.0,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S03106,high_demand,IN-C12342-FD031,Kallakurichi,Tamil Nadu,8.81,2.9094,1.5066,1.0826,0,2026-08-02 02:40:00+00:00,49.792,0.951,34.1,3.14,22.9,0.442,61.6,CLOSED,No protection operation,demand stress,No restoration required
IND-S03107,transformer_overload,IN-C01192-SS,Gobindapur,Assam,0.0,4.2986,1.0104,1.0571,0,2026-08-31 06:40:00+00:00,49.65,0.987,37.9,1.36,12.4,0.395,58.3,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S03108,high_demand,IN-C03280-FD011,Ahmedabad,Gujarat,8.57,2.8136,1.4288,1.0612,0,2026-08-01 21:35:00+00:00,49.787,0.956,33.9,1.47,16.0,0.34,63.1,CLOSED,No protection operation,demand stress,No restoration required
IND-S03109,high_demand,IN-C01389-FD011,Hājīpur,Bihar,0.0,2.6107,1.2682,1.0663,0,2026-08-10 23:10:00+00:00,49.84,0.958,36.0,1.49,20.6,0.328,81.1,CLOSED,No protection operation,demand stress,No restoration required
IND-S03110,transformer_overload,IN-C03791-FD021,Gurugram,Haryana,0.15,2.0572,1.2676,1.0643,886519,2026-08-23 06:20:00+00:00,49.904,0.973,34.9,1.66,14.6,0.234,68.4,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S03111,normal_operation,IN-C01119-FD021,Guwahati,Assam,0.0,1.1566,0.8514,0.9988,0,2026-08-08 05:15:00+00:00,49.978,0.99,28.6,0.15,27.2,0.048,68.2,CLOSED,No protection operation,demand stress,No restoration required
IND-S03112,normal_operation,IN-C10426-GEN03,Cuttack,Odisha,0.0,1.1997,0.8844,1.0183,0,2026-08-31 13:45:00+00:00,49.98,0.971,33.8,4.39,20.4,0.406,77.5,CLOSED,No protection operation,demand stress,No restoration required
IND-S03113,cascade_emergency,IN-C19730-GEN02,Howrah,West Bengal,34.99,7.8309,1.5571,1.1273,109442434,2026-08-24 16:15:00+00:00,49.65,0.96,39.7,2.58,17.1,0.418,63.6,CLOSED,No protection operation,demand stress,No restoration required
IND-S03114,transformer_overload,IN-C03286-GEN07,Bilimora,Gujarat,0.0,3.6207,1.0595,1.022,0,2026-08-27 20:25:00+00:00,49.703,0.985,41.5,3.28,20.8,0.395,62.8,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S03115,high_demand,IN-C03060-FD021,Narela,Delhi,8.53,1.8617,1.3451,1.0559,800000,2026-08-07 16:05:00+00:00,49.89,0.961,36.5,3.01,23.8,0.38,63.2,CLOSED,No protection operation,demand stress,No restoration required
IND-S03116,normal_operation,IN-WES-HUB-GEN,West Bengal Hub Generation,West Bengal,0.0,1.0601,0.9075,1.0022,0,2026-08-14 22:45:00+00:00,50.007,0.97,32.4,0.87,18.7,0.14,68.5,CLOSED,No protection operation,demand stress,No restoration required
IND-S03117,cascade_emergency,IN-C09446-SS,Navāpur,Maharashtra,8.82,5.2442,1.4698,1.1128,0,2026-08-06 18:35:00+00:00,49.65,0.962,34.5,2.13,30.9,0.506,67.3,CLOSED,No protection operation,demand stress,No restoration required
IND-S03118,high_demand,IN-C19729-FD011,Kolkata,West Bengal,0.01,2.8885,1.3147,1.0352,0,2026-08-16 19:00:00+00:00,49.771,0.969,37.2,1.65,21.0,0.263,50.2,CLOSED,No protection operation,demand stress,No restoration required
IND-S03119,heatwave,IN-C09287-FD031,Nashik,Maharashtra,0.14,2.1761,1.2474,1.1186,1486053,2026-08-21 14:20:00+00:00,49.879,0.968,33.9,3.21,21.1,0.416,58.6,CLOSED,No protection operation,thermal derating,No restoration required
IND-S03120,cascade_emergency,IN-C07860-FD011,Gwalior,Madhya Pradesh,11.36,5.2201,1.5131,1.1326,38550639,2026-08-09 23:50:00+00:00,49.65,0.965,36.8,2.6,24.1,0.504,59.3,CLOSED,No protection operation,demand stress,No restoration required
IND-S03121,normal_operation,IN-C13227-SS,Vijayapuri,Tamil Nadu,0.0,1.1869,0.9162,1.0112,0,2026-08-03 10:55:00+00:00,49.98,0.982,34.8,1.27,26.9,0.451,73.9,CLOSED,No protection operation,demand stress,No restoration required
IND-S03122,heatwave,IN-C19771-FD011,Dam Dam,West Bengal,8.39,2.4416,1.1998,1.1871,0,2026-08-05 05:20:00+00:00,49.841,0.976,40.4,9.25,18.8,0.542,67.3,CLOSED,No protection operation,thermal derating,No restoration required
IND-S03123,heatwave,IN-C15547-FD011,Lucknow,Uttar Pradesh,9.18,2.2424,1.3571,1.1169,14175227,2026-08-05 10:20:00+00:00,49.87,0.985,34.6,2.69,18.9,0.434,68.0,CLOSED,No protection operation,thermal derating,No restoration required
IND-S03124,transformer_overload,IN-C00017-GEN01,Rasapūdipalem,Andhra Pradesh,0.2,4.6857,1.2626,1.0252,1990978,2026-08-19 17:00:00+00:00,49.65,0.957,35.5,2.02,15.4,0.15,62.7,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S03125,line_outage,IN-C00036-SS,Proddatūr,Andhra Pradesh,0.0,1.7367,1.0844,1.0345,0,2026-08-12 07:30:00+00:00,49.893,0.982,35.8,1.41,21.5,0.262,66.7,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S03126,line_outage,IN-C11570-GEN11,Sri Ganganagar,Rajasthan,0.0,2.1171,1.0457,1.0208,0,2026-08-22 03:00:00+00:00,49.883,0.988,32.5,0.74,12.0,0.097,76.2,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S03127,cascade_emergency,IN-C09284-FD031,Nagpur,Maharashtra,9.73,6.2808,1.3628,1.0903,20011243,2026-08-12 15:25:00+00:00,49.65,0.972,43.6,1.64,23.2,0.255,72.8,CLOSED,No protection operation,demand stress,No restoration required
IND-S03128,normal_operation,IN-C03058-FD022,Delhi,Delhi,0.0,1.0623,1.0303,0.9888,0,2026-08-28 02:25:00+00:00,49.999,0.973,35.3,0.06,10.2,0.338,67.2,CLOSED,No protection operation,demand stress,No restoration required
IND-S03129,heatwave,IN-C03712-SS,Ambaliya,Gujarat,8.64,2.7257,1.326,1.1671,0,2026-08-22 08:05:00+00:00,49.823,0.961,32.5,3.69,26.2,0.607,89.8,CLOSED,No protection operation,thermal derating,No restoration required
IND-S03130,transformer_overload,IN-C15561-FD021,Muzaffarnagar,Uttar Pradesh,0.26,4.2778,1.0636,1.0331,428995,2026-08-28 17:25:00+00:00,49.65,0.99,41.1,0.75,21.2,0.203,67.0,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S03131,normal_operation,IN-C09283-FD022,Pune,Maharashtra,0.0,1.0848,0.8765,0.9978,0,2026-08-19 22:10:00+00:00,49.962,0.981,36.3,0.0,21.8,0.224,63.8,CLOSED,No protection operation,demand stress,No restoration required
IND-S03132,high_demand,IN-C15555-GEN10,Morādābād,Uttar Pradesh,9.29,2.5548,1.4007,1.0816,11963895,2026-08-19 11:15:00+00:00,49.857,0.954,34.6,1.83,20.5,0.404,69.1,CLOSED,No protection operation,demand stress,No restoration required
IND-S03133,high_demand,IN-C00078-SS,Mācherla,Andhra Pradesh,8.52,1.6088,1.4373,1.0354,0,2026-08-31 08:25:00+00:00,49.945,0.953,30.2,1.73,23.2,0.257,74.1,CLOSED,No protection operation,demand stress,No restoration required
IND-S03134,high_demand,IN-C11655-SS,Sānchor,Rajasthan,8.46,1.5955,1.3677,1.069,0,2026-08-13 13:25:00+00:00,49.942,0.971,31.0,1.45,22.7,0.519,80.9,CLOSED,No protection operation,demand stress,No restoration required
IND-S03135,heatwave,IN-C05532-GEN03,Mysuru,Karnataka,0.08,3.1734,1.2563,1.081,920550,2026-08-10 03:40:00+00:00,49.799,0.981,31.7,2.32,17.5,0.515,65.3,CLOSED,No protection operation,thermal derating,No restoration required
IND-S03136,transformer_overload,IN-C03143-SS,Barwāla,Delhi,0.0,3.0334,1.2484,1.0731,0,2026-08-12 02:40:00+00:00,49.782,0.955,36.2,3.56,16.2,0.376,70.9,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S03137,transformer_overload,IN-C09427-SS,Ashta,Maharashtra,0.07,5.2101,1.0954,1.0308,62756,2026-08-18 22:10:00+00:00,49.65,0.974,34.8,2.14,25.0,0.268,65.0,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S03138,high_demand,IN-C11580-FD011,Chūru,Rajasthan,0.0,1.9777,1.2573,1.0789,0,2026-08-04 12:20:00+00:00,49.901,0.988,31.2,1.76,16.8,0.485,61.0,CLOSED,No protection operation,demand stress,No restoration required
IND-S03139,high_demand,IN-C03287-GEN08,Jūnāgadh,Gujarat,11.24,1.972,1.5371,1.0704,16006476,2026-08-15 17:55:00+00:00,49.913,0.962,36.4,1.48,19.7,0.379,68.2,CLOSED,No protection operation,demand stress,No restoration required
IND-S03140,high_demand,IN-C19729-FD012,Kolkata,West Bengal,0.09,2.0098,1.3343,1.0501,0,2026-08-27 09:15:00+00:00,49.92,0.97,29.0,0.93,17.9,0.399,61.6,CLOSED,No protection operation,demand stress,No restoration required
IND-S03141,heatwave,IN-C03059-SS,Najafgarh,Delhi,8.39,1.9136,1.2185,1.1691,0,2026-08-31 15:35:00+00:00,49.877,0.979,40.5,3.35,20.6,0.406,61.8,CLOSED,No protection operation,thermal derating,No restoration required
IND-S03142,line_outage,IN-C04825-FD021,Bokāro,Jharkhand,0.0,2.181,1.0095,1.0443,0,2026-08-10 14:30:00+00:00,49.867,0.969,33.4,4.04,16.7,0.281,76.5,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S03143,cascade_emergency,IN-C07864-FD021,Satna,Madhya Pradesh,8.58,7.2115,1.3363,1.083,282977,2026-08-29 21:25:00+00:00,49.65,0.959,32.3,1.69,26.4,0.426,57.7,CLOSED,No protection operation,demand stress,No restoration required
IND-S03144,heatwave,IN-MAH-HUB-GEN,Maharashtra Hub Generation,Maharashtra,10.45,2.6387,1.4075,1.1395,22243677,2026-08-30 01:45:00+00:00,49.813,0.988,33.2,3.63,29.4,0.515,69.0,CLOSED,No protection operation,thermal derating,No restoration required
IND-S03145,cascade_emergency,IN-C07046-GEN02,Thiruvananthapuram,Kerala,10.37,5.643,1.5338,1.0515,23493212,2026-08-27 06:00:00+00:00,49.65,0.976,34.6,1.58,21.8,0.281,65.8,CLOSED,No protection operation,demand stress,No restoration required
IND-S03146,line_outage,IN-C11057-GEN08,Mohali,Punjab,0.0,1.2135,1.0484,1.0182,0,2026-08-13 11:15:00+00:00,49.97,0.987,41.1,2.06,16.3,0.24,70.2,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S03147,transformer_overload,IN-C15890-SS,Shergarh,Uttar Pradesh,0.0,4.8023,1.0888,1.0211,0,2026-08-27 13:50:00+00:00,49.65,0.988,37.8,1.2,16.7,0.317,67.0,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S03148,line_outage,IN-C08270-SS,Dekan,Madhya Pradesh,0.0,2.3754,1.2229,1.0287,0,2026-08-08 13:50:00+00:00,49.836,0.97,38.2,1.44,15.1,0.278,59.9,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S03149,high_demand,IN-UTT-HUB-GEN,Uttarakhand Hub Generation,Uttarakhand,8.65,1.6171,1.5046,1.0344,0,2026-08-25 05:45:00+00:00,49.939,0.961,35.3,0.98,20.8,0.1,61.0,CLOSED,No protection operation,demand stress,No restoration required
IND-S03150,heatwave,IN-C03282-FD022,Vadodara,Gujarat,8.35,2.7,1.2213,1.1558,0,2026-08-02 15:55:00+00:00,49.825,0.956,39.0,2.83,25.7,0.461,56.2,CLOSED,No protection operation,thermal derating,No restoration required
IND-S03151,high_demand,IN-C12345-SS,Tiruchirappalli,Tamil Nadu,8.55,1.6035,1.461,1.0324,0,2026-08-16 19:45:00+00:00,49.944,0.957,38.3,0.78,19.7,0.485,56.9,CLOSED,No protection operation,demand stress,No restoration required
IND-S03152,transformer_overload,IN-C09284-FD021,Nagpur,Maharashtra,0.0,3.5471,1.2902,1.0505,0,2026-08-25 10:50:00+00:00,49.726,0.958,34.3,1.71,21.9,0.054,63.1,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S03153,normal_operation,IN-C12833-SS,Kottaiyūr,Tamil Nadu,0.0,1.0388,0.9072,0.9951,0,2026-08-26 10:30:00+00:00,49.991,0.99,34.9,1.04,17.7,0.283,78.6,CLOSED,No protection operation,demand stress,No restoration required
IND-S03154,heatwave,IN-C19729-SS,Kolkata,West Bengal,0.45,3.3487,1.2012,1.0885,5807089,2026-08-18 22:40:00+00:00,49.763,0.949,42.3,2.15,21.2,0.398,64.3,CLOSED,No protection operation,thermal derating,No restoration required
IND-S03155,transformer_overload,IN-C10424-FD032,Nowrangapur,Odisha,0.0,5.9145,1.0559,1.03,0,2026-08-26 22:35:00+00:00,49.65,0.978,31.3,0.87,14.0,0.449,48.2,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S03156,high_demand,IN-C19441-SS,Manglaur,Uttarakhand,8.51,2.4476,1.3411,1.0844,150789,2026-08-29 02:00:00+00:00,49.803,0.977,38.6,1.62,11.8,0.399,65.5,CLOSED,No protection operation,demand stress,No restoration required
IND-S03157,cascade_emergency,IN-C09283-FD031,Pune,Maharashtra,9.75,6.5142,1.3971,1.0849,15084993,2026-08-08 19:00:00+00:00,49.65,0.976,32.8,2.62,28.1,0.196,76.0,CLOSED,No protection operation,demand stress,No restoration required
IND-S03158,line_outage,IN-C16379-SS,Adhāspur,Uttar Pradesh,0.0,2.0253,1.2151,1.0431,0,2026-08-26 13:15:00+00:00,49.894,0.973,34.2,0.98,25.6,0.411,67.5,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S03159,transformer_overload,IN-C03324-FD011,Kundla,Gujarat,0.0,4.8694,1.225,1.0722,0,2026-08-01 06:45:00+00:00,49.65,0.972,29.3,1.55,20.8,0.151,53.1,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S03160,transformer_overload,IN-C01119-FD011,Guwahati,Assam,0.0,4.0299,1.2626,1.0777,0,2026-08-14 04:05:00+00:00,49.656,0.967,31.8,2.43,20.9,0.261,64.1,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S03161,line_outage,IN-C15547-FD011,Lucknow,Uttar Pradesh,0.25,1.4782,1.2764,1.034,677523,2026-08-27 16:55:00+00:00,49.927,0.971,33.0,1.49,22.3,0.214,66.1,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S03162,normal_operation,IN-C12346-FD011,Tiruppur,Tamil Nadu,0.0,1.1905,0.9774,0.9857,0,2026-08-04 11:10:00+00:00,49.971,0.987,29.3,0.26,15.4,0.203,69.3,CLOSED,No protection operation,demand stress,No restoration required
IND-S03163,high_demand,IN-C02531-GEN07,Raigarh,Chhattisgarh,0.0,1.9553,1.2595,1.059,0,2026-08-02 20:45:00+00:00,49.872,0.968,36.2,1.25,16.9,0.385,61.3,CLOSED,No protection operation,demand stress,No restoration required
IND-S03164,transformer_overload,IN-C01385-GEN12,Chāpra,Bihar,0.0,3.2361,1.1943,1.0231,0,2026-08-17 07:35:00+00:00,49.75,0.99,37.5,1.09,21.4,0.252,74.9,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S03165,high_demand,IN-C12416-FD011,Ramanathapuram,Tamil Nadu,8.54,2.7452,1.3916,1.0769,0,2026-08-01 21:55:00+00:00,49.816,0.972,33.4,2.39,14.3,0.437,74.6,CLOSED,No protection operation,demand stress,No restoration required
IND-S03166,cascade_emergency,IN-C11568-GEN09,Bharatpur,Rajasthan,8.4,6.6364,1.318,1.0877,0,2026-08-23 18:55:00+00:00,49.65,0.959,39.3,2.66,20.6,0.449,71.5,CLOSED,No protection operation,demand stress,No restoration required
IND-S03167,cascade_emergency,IN-C11068-FD011,Zerakpur,Punjab,9.02,5.0446,1.5881,1.0937,0,2026-08-21 15:10:00+00:00,49.65,0.951,42.2,3.29,16.7,0.414,72.1,CLOSED,No protection operation,demand stress,No restoration required
IND-S03168,line_outage,IN-C03816-FD011,Dabwāli,Haryana,0.0,2.2645,1.066,1.0492,0,2026-08-06 04:10:00+00:00,49.846,0.977,34.4,1.02,16.0,0.205,57.9,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S03169,normal_operation,IN-C15556-GEN11,Gorakhpur,Uttar Pradesh,0.0,1.0084,1.0377,0.9829,0,2026-08-29 07:50:00+00:00,49.994,0.99,29.9,0.0,15.3,0.072,53.7,CLOSED,No protection operation,demand stress,No restoration required
IND-S03170,cascade_emergency,IN-C15548-SS,Agra,Uttar Pradesh,8.49,6.9721,1.3108,1.1307,0,2026-08-21 07:40:00+00:00,49.65,0.971,41.2,3.53,24.9,0.3,82.5,CLOSED,No protection operation,demand stress,No restoration required
IND-S03171,cascade_emergency,IN-C19733-GEN05,Āsansol,West Bengal,8.48,6.6025,1.3275,1.0674,1331410,2026-08-06 12:35:00+00:00,49.65,0.944,36.2,1.73,24.0,0.193,65.0,CLOSED,No protection operation,demand stress,No restoration required
IND-S03172,normal_operation,IN-C07219-SS,Chendamangalam,Kerala,0.0,1.077,1.0493,1.0075,0,2026-08-18 09:55:00+00:00,50.0,0.99,30.5,0.36,23.1,0.343,58.8,CLOSED,No protection operation,demand stress,No restoration required
IND-S03173,normal_operation,IN-C05538-GEN09,Vijayapura,Karnataka,0.0,1.0097,0.9806,1.0069,0,2026-08-31 12:10:00+00:00,50.016,0.984,32.7,1.85,28.4,0.359,52.4,CLOSED,No protection operation,demand stress,No restoration required
IND-S03174,normal_operation,IN-C05536-GEN07,Davangere,Karnataka,0.0,1.1806,1.0154,1.003,0,2026-08-08 12:45:00+00:00,49.981,0.99,34.2,0.32,18.0,0.24,84.6,CLOSED,No protection operation,demand stress,No restoration required
IND-S03175,line_outage,IN-C19732-GEN04,Siliguri,West Bengal,0.0,2.1389,1.2858,1.0043,0,2026-08-20 06:55:00+00:00,49.887,0.984,33.4,0.33,20.8,0.26,67.6,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S03176,cascade_emergency,IN-C12576-SS,Murugampālaiyam,Tamil Nadu,11.87,4.8883,1.5923,1.1743,8633274,2026-08-12 20:05:00+00:00,49.65,0.958,37.3,4.31,21.6,0.481,73.2,CLOSED,No protection operation,demand stress,No restoration required
IND-S03177,transformer_overload,IN-C15612-FD011,Tāndā,Uttar Pradesh,0.25,5.354,1.2716,1.0606,172719,2026-08-21 04:40:00+00:00,49.65,0.968,39.2,1.53,21.5,0.127,56.3,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S03178,line_outage,IN-C13725-SS,Alagiyamanavālapuram,Tamil Nadu,0.0,1.6203,1.213,1.0202,0,2026-08-28 01:10:00+00:00,49.93,0.977,31.0,1.5,20.2,0.391,70.1,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S03179,line_outage,IN-C12391-SS,Mayiladuthurai,Tamil Nadu,0.0,1.8724,1.1926,1.0263,0,2026-08-08 21:35:00+00:00,49.921,0.962,40.5,0.65,20.9,0.317,68.6,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S03180,high_demand,IN-C10425-SS,Bhubaneswar,Odisha,8.5,2.1531,1.4107,1.0241,885363,2026-08-14 09:10:00+00:00,49.862,0.967,36.1,2.55,23.6,0.48,69.0,CLOSED,No protection operation,demand stress,No restoration required
IND-S03181,transformer_overload,IN-C15546-FD021,Kanpur,Uttar Pradesh,0.0,5.2494,1.1584,1.0678,0,2026-08-19 13:25:00+00:00,49.65,0.987,39.8,1.66,22.9,0.381,60.4,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S03182,high_demand,IN-C03058-GEN01,Delhi,Delhi,10.87,2.6112,1.5487,1.0233,27119029,2026-08-02 19:40:00+00:00,49.829,0.949,31.2,1.3,19.0,0.241,71.3,CLOSED,No protection operation,demand stress,No restoration required
IND-S03183,high_demand,IN-C07868-FD011,Murwāra,Madhya Pradesh,8.73,2.4563,1.4259,1.083,221883,2026-08-06 21:45:00+00:00,49.866,0.949,31.1,4.74,21.6,0.254,55.2,CLOSED,No protection operation,demand stress,No restoration required
IND-S03184,normal_operation,IN-MAD-HUB-GEN,Madhya Pradesh Hub Generation,Madhya Pradesh,0.0,1.172,0.9226,1.0002,0,2026-08-28 08:10:00+00:00,50.017,0.988,35.2,0.09,23.2,0.171,59.7,CLOSED,No protection operation,demand stress,No restoration required
IND-S03185,normal_operation,IN-C03791-SS,Gurugram,Haryana,0.0,1.0927,0.9298,1.0086,0,2026-08-19 01:35:00+00:00,49.967,0.985,39.1,0.9,20.5,0.291,56.7,CLOSED,No protection operation,demand stress,No restoration required
IND-S03186,high_demand,IN-C15555-FD011,Morādābād,Uttar Pradesh,0.17,2.7822,1.3224,1.0214,721139,2026-08-03 15:45:00+00:00,49.824,0.971,35.0,1.84,17.9,0.143,74.2,CLOSED,No protection operation,demand stress,No restoration required
IND-S03187,transformer_overload,IN-C07092-SS,Alengād,Kerala,0.0,2.6336,1.2079,1.0224,0,2026-08-24 09:40:00+00:00,49.819,0.967,35.2,2.33,20.5,0.306,63.9,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S03188,line_outage,IN-C12394-FD011,Idaiyarpālaiyam,Tamil Nadu,0.0,1.5505,1.2166,1.0277,0,2026-08-06 20:30:00+00:00,49.924,0.96,34.3,1.25,24.2,0.272,71.3,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S03189,line_outage,IN-C07467-SS,Kūttāli,Kerala,0.0,1.3893,1.0998,1.0528,0,2026-08-11 09:15:00+00:00,49.978,0.964,40.2,2.03,17.1,0.225,48.4,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S03190,normal_operation,IN-C07045-FD021,Kanayannur,Kerala,0.0,1.1213,1.0176,0.9857,0,2026-08-24 11:00:00+00:00,49.991,0.983,35.0,0.59,17.3,0.116,65.9,CLOSED,No protection operation,demand stress,No restoration required
IND-S03191,transformer_overload,IN-C11057-GEN08,Mohali,Punjab,0.0,3.171,1.1934,1.0656,0,2026-08-28 02:25:00+00:00,49.741,0.959,37.4,3.06,19.0,0.415,63.0,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S03192,normal_operation,IN-C15783-SS,Pukhrāyān,Uttar Pradesh,0.0,1.0075,1.0298,1.019,0,2026-08-14 16:15:00+00:00,50.002,0.971,36.3,1.53,17.9,0.057,67.6,CLOSED,No protection operation,demand stress,No restoration required
IND-S03193,high_demand,IN-C19729-GEN01,Kolkata,West Bengal,0.29,2.733,1.2633,1.0203,5807089,2026-08-05 02:20:00+00:00,49.807,0.99,33.9,0.63,19.6,0.182,50.0,CLOSED,No protection operation,demand stress,No restoration required
IND-S03194,line_outage,IN-C11052-GEN03,Jalandhar,Punjab,0.0,1.8259,1.2031,1.027,0,2026-08-12 20:55:00+00:00,49.928,0.97,31.5,1.99,19.3,0.242,74.3,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S03195,normal_operation,IN-C03824-SS,Panipat Taraf Ansar,Haryana,0.0,1.1985,0.9192,0.993,0,2026-08-22 08:55:00+00:00,49.995,0.99,33.2,0.99,16.0,0.273,72.3,CLOSED,No protection operation,demand stress,No restoration required
IND-S03196,transformer_overload,IN-C19730-GEN02,Howrah,West Bengal,0.25,2.9218,1.194,1.0034,5807089,2026-08-17 15:00:00+00:00,49.797,0.971,35.3,2.69,22.0,0.202,47.1,CLOSED,87T differential alarm,thermal overload,No restoration required
IND-S03197,heatwave,IN-C11622-SS,Dīg,Rajasthan,8.51,2.8603,1.2193,1.2179,0,2026-08-08 14:15:00+00:00,49.792,0.963,39.7,5.39,24.3,0.578,63.7,CLOSED,No protection operation,thermal derating,No restoration required
IND-S03198,high_demand,IN-C19742-FD021,Bārāsat,West Bengal,8.4,1.7463,1.3715,1.0469,0,2026-08-18 14:45:00+00:00,49.917,0.975,31.9,1.3,22.6,0.292,64.1,CLOSED,No protection operation,demand stress,No restoration required
IND-S03199,heatwave,IN-C09286-FD021,Pimpri-Chinchwad,Maharashtra,0.08,1.5323,1.2026,1.087,0,2026-08-17 04:50:00+00:00,49.959,0.973,36.1,2.83,21.6,0.386,74.2,CLOSED,No protection operation,thermal derating,No restoration required
IND-S03200,normal_operation,IN-C07250-SS,Kumārapuram,Kerala,0.0,1.0155,1.0458,0.9926,0,2026-08-05 20:00:00+00:00,50.008,0.99,32.8,0.29,10.3,0.302,61.9,CLOSED,No protection operation,demand stress,No restoration required
IND-S03201,cascade_emergency,IN-C12344-SS,Tirunelveli,Tamil Nadu,10.81,6.8305,1.4426,1.1394,20073285,2026-08-04 06:55:00+00:00,49.65,0.954,38.1,3.53,10.8,0.37,57.0,CLOSED,No protection operation,demand stress,No restoration required
IND-S03202,cascade_emergency,IN-C07053-FD011,Kanhangad,Kerala,10.43,5.7664,1.422,1.1391,23162033,2026-08-21 19:10:00+00:00,49.65,0.95,34.4,6.22,19.7,0.405,91.6,CLOSED,No protection operation,demand stress,No restoration required
IND-S03203,line_outage,IN-C07048-GEN04,Kozhikode,Kerala,0.0,1.2825,1.125,1.009,0,2026-08-12 08:50:00+00:00,49.942,0.988,34.4,0.32,12.4,0.487,70.7,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S03204,heatwave,IN-C19768-SS,Hālīsahar,West Bengal,8.38,1.9779,1.3202,1.0857,0,2026-08-18 18:00:00+00:00,49.868,0.963,34.5,1.64,24.3,0.544,52.5,CLOSED,No protection operation,thermal derating,No restoration required
IND-S03205,line_outage,IN-C12344-SS,Tirunelveli,Tamil Nadu,0.0,2.2812,1.0769,1.0449,0,2026-08-07 09:55:00+00:00,49.885,0.981,36.1,2.1,17.5,0.296,76.3,CLOSED,21 Distance relay operated,line fault,No restoration required
IND-S03206,normal_operation,IN-C01214-SS,Sarupathar,Assam,0.0,1.1171,0.9494,0.9908,0,2026-08-19 17:35:00+00:00,50.0,0.964,38.2,0.13,18.2,0.397,72.3,CLOSED,No protection operation,demand stress,No restoration required
IND-S03207,normal_operation,IN-C10281-SS,Moirāng,Manipur,0.0,1.1635,0.8637,1.0095,0,2026-08-20 05:05:00+00:00,49.951,0.977,35.1,0.2,18.4,0.1,76.1,CLOSED,No protection operation,demand stress,No restoration required
IND-S03208,high_demand,IN-C09284-FD021,Nagpur,Maharashtra,8.95,1.5725,1.5271,1.0582,2405665,2026-08-02 15:05:00+00:00,49.914,0.947,38.2,1.57,19.7,0.584,72.0,CLOSED,No protection operation,demand stress,No restoration required
IND-S03209,cascade_emergency,IN-C15823-SS,Parīchhatgarh,Uttar Pradesh,8.86,7.6363,1.5488,1.0662,0,2026-08-14 18:35:00+00:00,49.65,0.946,33.8,1.39,19.1,0.26,70.2,CLOSED,No protection operation,demand stress,No restoration required
