scenario_id,scenario_type,grid_id,initiating_node,initiating_type,initiating_city,initiating_state,stress_multiplier,load_multiplier,weather_factor,n_line_outages,subgraph_nodes,n_steps,cascade_size,cascade_risk_pct,unserved_energy_frac,population_affected,powerflow_failures,n_failed_in_subgraph,cascade_path,cascade_path_steps,split
IND-S03011,high_demand,india_national_20k,IN-C07958-SS,substation,Kotma,Madhya Pradesh,2.743,1.4547,1.0371,0,3,1,0,8.56,0.0,0,0,0,,,train
IND-S03012,heatwave,india_national_20k,IN-C15571-FD011,feeder,Hāpur,Uttar Pradesh,2.2899,1.4273,1.085,1,6,1,0,8.63,0.0,0,0,0,,,train
IND-S03013,high_demand,india_national_20k,IN-C12350-GEN11,generator,Ambattur,Tamil Nadu,2.1377,1.2533,1.075,0,73,2,3,0.09,0.00045,552400,0,3,IN-TAM-HUB|IN-C12350-SS|IN-C12392-SS,0|0|0,train
IND-S03014,transformer_overload,india_national_20k,IN-C03284-SS,substation,Bhavnagar,Gujarat,5.0767,1.0562,1.0387,0,87,1,0,0.0,0.0,0,0,0,,,train
IND-S03015,cascade_emergency,india_national_20k,IN-C12341-GEN02,generator,Coimbatore,Tamil Nadu,6.736,1.4585,1.0718,5,78,5,47,9.79,0.00854,8993099,0,5,IN-SR-HUB|IN-C01530-SS|IN-C01558-SS|IN-TAM-HUB|IN-C12341-SS|IN-C12372-SS|IN-C12378-SS|IN-NER-HUB|IN-C01377-SS|IN-C01444-SS|IN-C01499-SS|IN-C01539-SS,0|0|0|0|0|0|0|1|1|1|1|1,train
IND-S03016,transformer_overload,india_national_20k,IN-C03059-GEN02,generator,Najafgarh,Delhi,5.4685,1.0366,1.0565,0,20,1,0,0.01,0.0,0,0,0,,,train
IND-S03017,high_demand,india_national_20k,IN-C00023-FD021,feeder,Kākināda,Andhra Pradesh,1.5,1.4952,1.058,0,8,2,3,8.79,0.00091,384182,0,3,IN-C00023-SS|IN-C00023-TR02|IN-C00023-FD021,0|0|0,test
IND-S03018,normal_operation,india_national_20k,IN-KAR-HUB-GEN,generator,Karnataka Hub Generation,Karnataka,1.1013,0.8771,1.0019,0,180,1,0,0.0,0.0,0,0,0,,,test
IND-S03019,high_demand,india_national_20k,IN-C11072-SS,substation,Farīdkot,Punjab,2.7154,1.3738,1.0911,0,11,2,5,8.64,0.00036,298292,0,5,IN-C11070-SS|IN-C11072-SS|IN-C11076-SS|IN-C11098-SS|IN-C11371-SS,0|0|0|0|0,train
IND-S03020,line_outage,india_national_20k,IN-C11568-FD021,feeder,Bharatpur,Rajasthan,2.0028,1.0034,1.0589,2,8,2,3,0.08,0.00075,252838,0,3,IN-C11568-SS|IN-C11568-TR02|IN-C11568-FD021,0|0|0,train
IND-S03021,high_demand,india_national_20k,IN-C12346-GEN07,generator,Tiruppur,Tamil Nadu,2.8807,1.4258,1.0215,0,75,2,5,8.55,0.00015,128930,0,4,IN-TAM-HUB|IN-C12390-SS|IN-C12474-SS|IN-C14168-SS|IN-C14310-SS,0|0|0|0|0,train
IND-S03022,high_demand,india_national_20k,IN-C01380-GEN07,generator,Purnia,Bihar,2.5068,1.4262,1.0713,1,40,1,0,8.58,0.0,0,0,0,,,val
IND-S03023,line_outage,india_national_20k,IN-C11063-FD011,feeder,Muktsar,Punjab,1.5904,1.0545,1.0134,1,5,1,0,0.0,0.0,0,0,0,,,train
IND-S03024,cascade_emergency,india_national_20k,IN-C09948-SS,substation,Aktītola,Maharashtra,7.3054,1.4545,1.1584,3,6,1,0,8.95,0.0,0,0,0,,,train
IND-S03025,normal_operation,india_national_20k,IN-C15548-SS,substation,Agra,Uttar Pradesh,1.1327,1.0018,1.0086,0,260,1,0,0.0,0.0,0,0,0,,,train
IND-S03026,cascade_emergency,india_national_20k,IN-C19730-GEN02,generator,Howrah,West Bengal,7.2674,1.3757,1.0632,2,27,3,6,8.73,0.0047,5807089,0,3,IN-WES-HUB|IN-C19729-SS|IN-C19730-SS|IN-C19766-SS|IN-C19864-SS|IN-C19963-SS,0|0|0|1|1|1,val
IND-S03027,high_demand,india_national_20k,IN-C05530-FD011,feeder,Bengaluru,Karnataka,2.5796,1.3844,1.0429,0,10,2,4,8.73,0.00667,8495492,0,4,IN-KAR-HUB|IN-C05530-SS|IN-C05530-TR01|IN-C05530-FD011,0|0|0|0,test
IND-S03028,high_demand,india_national_20k,IN-C04828-GEN07,generator,Phusro,Jharkhand,1.9929,1.4215,1.0538,1,26,1,0,8.53,0.0,0,0,0,,,train
IND-S03029,transformer_overload,india_national_20k,IN-C11050-FD032,feeder,Ludhiana,Punjab,4.7564,1.0,1.0429,1,10,1,0,0.0,0.0,0,0,0,,,train
IND-S03030,transformer_overload,india_national_20k,IN-C05539-GEN10,generator,Shivamogga,Karnataka,3.2706,1.1336,1.065,1,48,1,0,0.0,0.0,0,0,0,,,test
IND-S03031,line_outage,india_national_20k,IN-C19732-GEN04,generator,Siliguri,West Bengal,1.689,1.2098,1.0329,4,17,1,0,0.0,0.0,0,0,0,,,val
IND-S03032,cascade_emergency,india_national_20k,IN-UTT-HUB-GEN,generator,Uttarakhand Hub Generation,Uttarakhand,8.985,1.3469,1.0505,4,1,1,0,8.36,0.0,0,0,0,,,train
IND-S03033,high_demand,india_national_20k,IN-C03285-GEN06,generator,Jamnagar,Gujarat,2.5967,1.3189,1.0873,0,24,1,0,8.39,0.0,0,0,0,,,train
IND-S03034,high_demand,india_national_20k,IN-C09287-GEN06,generator,Nashik,Maharashtra,1.9447,1.3817,1.0877,0,41,5,38,9.39,0.0048,13446588,0,3,IN-WR-HUB|IN-SR-HUB|IN-MAH-HUB|IN-C09287-SS|IN-NER-HUB|IN-C11034-SS|IN-C11047-SS|IN-C01444-SS|IN-C10290-SS|IN-C10346-SS|IN-C10353-SS|IN-C10360-SS,0|0|0|0|1|1|1|2|2|2|2|2,train
IND-S03035,high_demand,india_national_20k,IN-C01329-SS,substation,Nakhula Grant,Assam,2.5695,1.3047,1.0589,1,3,1,0,0.0,0.0,0,0,0,,,val
IND-S03036,line_outage,india_national_20k,IN-C00045-FD011,feeder,Narasaraopet,Andhra Pradesh,1.5541,1.0152,1.0249,2,5,1,0,0.0,0.0,0,0,0,,,test
IND-S03037,normal_operation,india_national_20k,IN-C03039-FD011,feeder,Silvassa,Dadra and Nagar Haveli and Daman and Diu,1.1323,0.9562,1.0133,0,7,1,0,0.0,0.0,0,0,0,,,test
IND-S03038,transformer_overload,india_national_20k,IN-C03058-SS,substation,Delhi,Delhi,3.4481,1.1911,1.0389,0,44,2,2,0.34,0.00843,11034555,0,2,IN-DEL-HUB|IN-C03058-SS,0|0,train
IND-S03039,normal_operation,india_national_20k,IN-RAJ-HUB-GEN,generator,Rajasthan Hub Generation,Rajasthan,1.0594,0.9839,0.9918,0,114,1,0,0.0,0.0,0,0,0,,,train
IND-S03040,transformer_overload,india_national_20k,IN-C03283-GEN04,generator,Rājkot,Gujarat,5.9349,1.0048,1.0102,0,28,2,2,0.12,0.00244,1390640,0,2,IN-GUJ-HUB|IN-C03283-SS,0|0,train
IND-S03041,cascade_emergency,india_national_20k,IN-C03068-FD011,feeder,Dalūpura,Delhi,5.4035,1.3788,1.1406,4,5,1,0,8.68,0.0,0,0,0,,,train
IND-S03042,transformer_overload,india_national_20k,IN-C14885-SS,substation,Gaddi Annaram,Telangana,5.464,1.2509,1.0041,1,30,2,2,0.08,0.00112,315609,0,2,IN-C14851-SS|IN-C14885-SS,0|0,train
IND-S03043,heatwave,india_national_20k,IN-UTT-HUB-GEN,generator,Uttarakhand Hub Generation,Uttarakhand,2.027,1.3859,1.1765,1,260,1,0,8.81,0.0,0,0,0,,,train
IND-S03044,high_demand,india_national_20k,IN-C17309-SS,substation,Alaipura,Uttar Pradesh,2.0394,1.2973,1.0491,0,121,1,0,0.0,0.0,0,0,0,,,train
IND-S03045,transformer_overload,india_national_20k,IN-C11687-SS,substation,Mahwa,Rajasthan,5.9502,1.2685,1.0537,1,5,1,0,0.0,0.0,0,0,0,,,train
IND-S03046,normal_operation,india_national_20k,IN-C09291-FD031,feeder,Virār,Maharashtra,1.1064,1.0065,0.9913,0,10,1,0,0.0,0.0,0,0,0,,,train
IND-S03047,normal_operation,india_national_20k,IN-C12709-SS,substation,Tiruvankod,Tamil Nadu,1.0985,1.0185,0.9993,0,8,1,0,0.0,0.0,0,0,0,,,train
IND-S03048,cascade_emergency,india_national_20k,IN-C09297-FD021,feeder,Borivli,Maharashtra,7.9135,1.5162,1.0846,4,7,5,109,11.31,0.01384,12626065,0,5,IN-WR-HUB|IN-SR-HUB|IN-MAH-HUB|IN-C09295-SS|IN-C09297-SS|IN-C09297-TR02|IN-C09297-FD021|IN-ER-HUB|IN-NER-HUB|IN-CHH-HUB|IN-C02530-SS|IN-C02531-SS,0|0|0|0|0|0|0|1|1|1|1|1,train
IND-S03049,transformer_overload,india_national_20k,IN-C12340-GEN01,generator,Chennai,Tamil Nadu,2.8932,1.1782,1.0451,1,78,2,8,0.33,0.00488,5334958,0,6,IN-TAM-HUB|IN-C12340-SS|IN-C12350-SS|IN-C12392-SS|IN-C12427-SS|IN-C12651-SS|IN-C12699-SS|IN-C14244-SS,0|0|0|0|0|0|0|0,train
IND-S03050,transformer_overload,india_national_20k,IN-C09288-FD012,feeder,Pimpri,Maharashtra,5.517,1.2042,1.0794,1,10,1,0,0.0,0.0,0,0,0,,,train
IND-S03051,high_demand,india_national_20k,IN-C09293-GEN12,generator,Sholapur,Maharashtra,2.9061,1.4081,1.0522,1,37,5,35,9.29,0.00435,12627998,0,3,IN-WR-HUB|IN-SR-HUB|IN-MAH-HUB|IN-C09293-SS|IN-NER-HUB|IN-C11034-SS|IN-C11047-SS|IN-C01444-SS|IN-C10290-SS|IN-C10346-SS|IN-C10353-SS|IN-C10360-SS,0|0|0|0|1|1|1|2|2|2|2|2,train
IND-S03052,cascade_emergency,india_national_20k,IN-C19433-FD011,feeder,Haridwar,Uttarakhand,6.3946,1.3412,1.1291,1,7,2,4,8.64,0.00019,270725,0,2,IN-C19433-SS|IN-C19438-SS|IN-C19462-SS|IN-C19475-SS,0|0|0|0,train
IND-S03053,line_outage,india_national_20k,IN-C12378-FD011,feeder,Kuniyamuttūr,Tamil Nadu,1.8904,1.0904,1.0378,3,7,2,12,0.27,0.00094,516930,0,3,IN-MAD-HUB|IN-C07882-SS|IN-C07888-SS|IN-C07892-SS|IN-C07908-SS|IN-C08007-SS|IN-C08067-SS|IN-C08104-SS|IN-C08742-SS|IN-C12378-SS|IN-C12378-TR01|IN-C12378-FD011,0|0|0|0|0|0|0|0|0|0|0|0,train
IND-S03054,heatwave,india_national_20k,IN-C05530-FD021,feeder,Bengaluru,Karnataka,3.4193,1.3777,1.1137,0,10,5,35,9.56,0.009,9277733,0,4,IN-SR-HUB|IN-KAR-HUB|IN-C05530-SS|IN-C05530-TR02|IN-C05530-FD021|IN-NER-HUB|IN-C11034-SS|IN-C11047-SS|IN-C01444-SS|IN-C10290-SS|IN-C10346-SS|IN-C10353-SS,0|0|0|0|0|1|1|1|2|2|2|2,test
IND-S03055,cascade_emergency,india_national_20k,IN-C09292-FD011,feeder,Aurangabad,Maharashtra,6.6146,1.5729,1.1694,4,10,7,1019,33.41,0.18381,54348779,0,4,IN-WR-HUB|IN-SR-HUB|IN-ER-HUB|IN-C09292-SS|IN-C09292-TR01|IN-C09292-FD011|IN-C19963-SS|IN-WES-HUB|IN-C19729-SS|IN-C19730-SS|IN-C10362-SS|IN-C10346-SS,0|0|0|0|0|0|1|1|1|1|1|1,train
IND-S03056,normal_operation,india_national_20k,IN-C07080-SS,substation,Pallichal,Kerala,1.1205,0.9111,1.0032,0,8,1,0,0.0,0.0,0,0,0,,,train
IND-S03057,normal_operation,india_national_20k,IN-C07248-SS,substation,Elamkunnapuzha,Kerala,1.1496,0.8709,1.0086,0,4,1,0,0.0,0.0,0,0,0,,,train
IND-S03058,heatwave,india_national_20k,IN-C10273-FD021,feeder,Imphal,Manipur,3.2722,1.4364,1.0849,1,8,2,3,8.7,5e-05,21631,0,1,IN-C10290-SS|IN-C10302-SS|IN-C10304-SS,0|0|0,train
IND-S03059,transformer_overload,india_national_20k,IN-C07859-FD012,feeder,Jabalpur,Madhya Pradesh,4.4926,1.2137,1.0672,1,10,1,0,0.0,0.0,0,0,0,,,train
IND-S03060,heatwave,india_national_20k,IN-C12348-GEN09,generator,Erode,Tamil Nadu,2.6981,1.1851,1.083,0,73,1,0,0.01,0.0,0,0,0,,,train
IND-S03061,heatwave,india_national_20k,IN-C02525-FD032,feeder,Raipur,Chhattisgarh,2.3586,1.2269,1.1594,1,10,1,0,8.38,0.0,0,0,0,,,train
IND-S03062,line_outage,india_national_20k,IN-C03280-GEN01,generator,Ahmedabad,Gujarat,1.2057,1.0965,1.031,3,28,1,0,0.0,0.0,0,0,0,,,train
IND-S03063,high_demand,india_national_20k,IN-C11561-FD031,feeder,Jodhpur,Rajasthan,1.9928,1.2798,1.0937,0,10,2,3,0.14,0.00145,1056191,0,3,IN-C11561-SS|IN-C11561-TR03|IN-C11561-FD031,0|0|0,train
IND-S03064,line_outage,india_national_20k,IN-C10956-SS,substation,Aripāra,Odisha,1.2377,1.0142,1.0046,4,4,1,0,0.0,0.0,0,0,0,,,train
IND-S03065,normal_operation,india_national_20k,IN-C07858-FD012,feeder,Bhopal,Madhya Pradesh,1.1083,0.9658,0.9983,0,10,1,0,0.0,0.0,0,0,0,,,train
IND-S03066,line_outage,india_national_20k,IN-C12415-FD011,feeder,Chengalpattu,Tamil Nadu,1.5764,1.0713,1.0513,1,5,1,0,0.0,0.0,0,0,0,,,train
IND-S03067,high_demand,india_national_20k,IN-C09283-FD031,feeder,Pune,Maharashtra,1.9131,1.291,1.023,1,10,1,0,0.0,0.0,0,0,0,,,train
IND-S03068,high_demand,india_national_20k,IN-C00026-GEN10,generator,Tirupati,Andhra Pradesh,1.7379,1.3339,1.041,1,40,1,0,0.03,0.0,0,0,0,,,test
IND-S03069,high_demand,india_national_20k,IN-C08656-SS,substation,Alīwāra,Madhya Pradesh,2.8233,1.4658,1.0929,0,6,1,0,8.77,0.0,0,0,0,,,train
IND-S03070,cascade_emergency,india_national_20k,IN-C19780-FD011,feeder,Jalpāiguri,West Bengal,5.5585,1.3629,1.0715,5,5,2,4,8.54,0.00032,324764,0,0,IN-C12356-SS|IN-C12501-SS|IN-C12562-SS|IN-C12930-SS,0|0|0|0,val
IND-S03071,high_demand,india_national_20k,IN-C07866-GEN10,generator,Ratlām,Madhya Pradesh,1.7305,1.4017,1.0327,1,46,1,0,8.43,0.0,0,0,0,,,train
IND-S03072,high_demand,india_national_20k,IN-C05530-FD032,feeder,Bengaluru,Karnataka,1.871,1.3823,1.0665,0,10,6,36,9.45,0.00883,20126209,0,3,IN-C05530-SS|IN-C05530-TR03|IN-C05530-FD032|IN-WR-HUB|IN-SR-HUB|IN-NER-HUB|IN-C11034-SS|IN-C11047-SS|IN-C01444-SS|IN-C10290-SS|IN-C10346-SS|IN-C10353-SS,0|0|0|1|1|2|2|2|3|3|3|3,test
IND-S03073,cascade_emergency,india_national_20k,IN-C00089-SS,substation,Puttūr,Andhra Pradesh,8.5643,1.3002,1.0782,2,5,1,0,0.0,0.0,0,0,0,,,test
IND-S03074,heatwave,india_national_20k,IN-C11560-FD021,feeder,Jaipur,Rajasthan,2.9522,1.2725,1.1898,1,10,1,0,8.56,0.0,0,0,0,,,train
IND-S03075,heatwave,india_national_20k,IN-C19432-FD011,feeder,Dehradun,Uttarakhand,3.2154,1.3719,1.1712,0,8,6,39,9.77,0.00859,17791916,0,4,IN-UTT-HUB|IN-C19432-SS|IN-C19432-TR01|IN-C19432-FD011|IN-WR-HUB|IN-C01444-SS|IN-DEL-HUB|IN-C03058-SS|IN-MAH-HUB|IN-C10278-SS|IN-TAM-HUB|IN-C12372-SS,0|0|0|0|1|1|1|1|1|1|1|1,train
IND-S03076,high_demand,india_national_20k,IN-C08089-SS,substation,Leteri,Madhya Pradesh,2.7985,1.4442,1.0548,0,5,1,0,8.58,0.0,0,0,0,,,train
IND-S03077,normal_operation,india_national_20k,IN-C14867-FD011,feeder,Sirsilla,Telangana,1.1621,0.8957,0.9815,0,5,1,0,0.0,0.0,0,0,0,,,train
IND-S03078,heatwave,india_national_20k,IN-C03324-FD011,feeder,Kundla,Gujarat,3.492,1.1528,1.1122,2,5,2,9,0.22,0.00094,336762,0,5,IN-C03310-SS|IN-C03323-SS|IN-C03324-SS|IN-C03369-SS|IN-C03472-SS|IN-C03559-SS|IN-C03695-SS|IN-C03324-TR01|IN-C03324-FD011,0|0|0|0|0|0|0|0|0,train
IND-S03079,high_demand,india_national_20k,IN-C15973-SS,substation,Mankāpur,Uttar Pradesh,2.9439,1.433,1.0385,1,9,1,0,8.52,0.0,0,0,0,,,train
IND-S03080,cascade_emergency,india_national_20k,IN-C03793-GEN04,generator,Hisar,Haryana,8.4676,1.5635,1.1316,1,20,5,888,31.45,0.19379,88097336,0,4,IN-WR-HUB|IN-ER-HUB|IN-NER-HUB|IN-C10362-SS|IN-C19963-SS|IN-C10346-SS|IN-C19729-SS|IN-WES-HUB|IN-C10360-SS|IN-C19730-SS|IN-C15523-SS|IN-C10353-SS,0|0|0|1|1|1|1|1|1|1|1|1,train
IND-S03081,high_demand,india_national_20k,IN-C19840-SS,substation,Balarāmpur,West Bengal,2.634,1.455,1.0549,1,5,1,0,8.59,0.0,0,0,0,,,val
IND-S03082,line_outage,india_national_20k,IN-C19742-SS,substation,Bārāsat,West Bengal,2.0296,1.2341,1.0022,2,16,1,0,0.0,0.0,0,0,0,,,val
IND-S03083,heatwave,india_national_20k,IN-C00021-GEN05,generator,Nellore,Andhra Pradesh,3.2877,1.348,1.1441,1,40,3,6,8.76,0.00072,714058,0,3,IN-AND-HUB|IN-C00021-SS|IN-C00037-SS|IN-C00715-SS|IN-C00747-SS|IN-C00866-SS,0|0|1|1|1|1,test
IND-S03084,transformer_overload,india_national_20k,IN-C05531-FD011,feeder,Hubballi,Karnataka,3.2136,1.0393,1.0371,0,8,2,3,0.2,0.00413,943788,0,3,IN-C05531-SS|IN-C05531-TR01|IN-C05531-FD011,0|0|0,test
IND-S03085,line_outage,india_national_20k,IN-C12954-SS,substation,Pallappālaiyam,Tamil Nadu,1.7458,1.0267,1.0511,2,8,1,0,0.0,0.0,0,0,0,,,train
IND-S03086,high_demand,india_national_20k,IN-C15556-GEN11,generator,Gorakhpur,Uttar Pradesh,2.6511,1.4116,1.0636,0,116,4,34,9.27,0.00342,11963895,0,4,IN-NR-HUB|IN-WR-HUB|IN-NER-HUB|IN-UTT-HUB|IN-DEL-HUB|IN-C03058-SS|IN-C10290-SS|IN-C10346-SS|IN-C10353-SS|IN-C10360-SS|IN-C10362-SS|IN-C10384-SS,0|0|0|0|1|1|1|1|1|1|1|1,train
IND-S03087,cascade_emergency,india_national_20k,IN-C03281-FD022,feeder,Surat,Gujarat,7.1325,1.5597,1.1544,5,10,7,942,32.16,0.18778,67831666,0,4,IN-WR-HUB|IN-SR-HUB|IN-ER-HUB|IN-NER-HUB|IN-C01029-SS|IN-GUJ-HUB|IN-C03281-SS|IN-C03281-TR02|IN-C03281-FD022|IN-KER-HUB|IN-C07054-SS|IN-C10346-SS,0|0|0|0|0|0|0|0|0|0|0|0,train
IND-S03088,line_outage,india_national_20k,IN-C05704-SS,substation,Byndoor,Karnataka,1.6379,1.257,1.052,3,6,1,0,0.0,0.0,0,0,0,,,test
IND-S03089,line_outage,india_national_20k,IN-C01384-GEN11,generator,Munger,Bihar,2.2401,1.19,1.0228,4,38,3,15,0.33,0.00093,736889,0,3,IN-BIH-HUB|IN-C01397-SS|IN-C01377-SS|IN-C01444-SS|IN-C01445-SS|IN-C01481-SS|IN-C01485-SS|IN-C01486-SS|IN-C01495-SS|IN-C01499-SS|IN-C01521-SS|IN-C01530-SS,0|0|1|1|1|1|1|1|1|1|1|1,val
IND-S03090,normal_operation,india_national_20k,IN-C15546-FD021,feeder,Kanpur,Uttar Pradesh,1.1524,0.9785,1.0046,0,10,1,0,0.0,0.0,0,0,0,,,train
IND-S03091,transformer_overload,india_national_20k,IN-C03285-GEN06,generator,Jamnagar,Gujarat,2.1167,1.0462,1.0269,1,24,1,0,0.0,0.0,0,0,0,,,train
IND-S03092,high_demand,india_national_20k,IN-C03058-FD032,feeder,Delhi,Delhi,2.3364,1.329,1.0403,0,10,2,4,0.31,0.00628,11034555,0,4,IN-DEL-HUB|IN-C03058-SS|IN-C03058-TR03|IN-C03058-FD032,0|0|0|0,train
IND-S03093,cascade_emergency,india_national_20k,IN-C14858-FD011,feeder,Serilingampalle,Telangana,4.272,1.5186,1.0732,5,6,4,22,9.27,0.00205,589300,0,4,IN-TEL-HUB|IN-C14858-SS|IN-C14858-TR01|IN-C14858-FD011|IN-C15901-SS|IN-C15910-SS|IN-C16518-SS|IN-C16557-SS|IN-C17026-SS|IN-C17163-SS|IN-C17582-SS|IN-C17656-SS,0|0|0|0|0|0|0|0|0|0|0|0,train
IND-S03094,transformer_overload,india_national_20k,IN-C01382-GEN09,generator,Begusarai,Bihar,5.2614,1.1374,1.0058,1,38,1,0,0.0,0.0,0,0,0,,,val
IND-S03095,normal_operation,india_national_20k,IN-C19737-FD021,feeder,Rajpur Sonarpur,West Bengal,1.0486,1.0433,1.0072,0,6,1,0,0.0,0.0,0,0,0,,,val
IND-S03096,transformer_overload,india_national_20k,IN-KER-HUB-GEN,generator,Kerala Hub Generation,Kerala,5.1082,1.1306,1.006,1,103,1,0,0.0,0.0,0,0,0,,,train
IND-S03097,cascade_emergency,india_national_20k,IN-C12637-SS,substation,Tittagudi,Tamil Nadu,6.5051,1.3736,1.1117,2,6,1,0,8.58,0.0,0,0,0,,,train
IND-S03098,normal_operation,india_national_20k,IN-C19732-GEN04,generator,Siliguri,West Bengal,1.172,0.9136,1.0148,0,17,1,0,0.0,0.0,0,0,0,,,val
IND-S03099,high_demand,india_national_20k,IN-C11562-GEN03,generator,Kota,Rajasthan,1.7096,1.5218,1.056,0,37,1,0,8.77,0.0,0,0,0,,,train
IND-S03100,transformer_overload,india_national_20k,IN-C05530-FD031,feeder,Bengaluru,Karnataka,5.8588,1.149,1.0048,1,10,1,0,0.0,0.0,0,0,0,,,test
IND-S03101,cascade_emergency,india_national_20k,IN-C03849-SS,substation,Fīrozpur Jhirka,Haryana,8.3938,1.5749,1.0595,4,6,5,116,11.33,0.01036,16234900,0,0,IN-WR-HUB|IN-ER-HUB|IN-NER-HUB|IN-PUN-HUB|IN-C11050-SS|IN-WES-HUB|IN-C01444-SS|IN-CHH-HUB|IN-C02530-SS|IN-C02531-SS|IN-C02533-SS|IN-DEL-HUB,0|0|0|0|0|0|1|1|1|1|1|1,train
IND-S03102,high_demand,india_national_20k,IN-C11105-SS,substation,Jandiāla Gurū,Punjab,1.8049,1.4459,1.0467,1,11,1,0,8.56,0.0,0,0,0,,,train
IND-S03103,line_outage,india_national_20k,IN-C17204-SS,substation,Akhāpur,Uttar Pradesh,1.5098,1.0752,1.0004,3,5,1,0,0.0,0.0,0,0,0,,,train
IND-S03104,transformer_overload,india_national_20k,IN-C19736-FD011,feeder,Shyamnagar,West Bengal,2.1085,1.1452,1.0644,0,6,2,3,0.11,0.00136,441956,0,3,IN-C19736-SS|IN-C19736-TR01|IN-C19736-FD011,0|0|0,val
IND-S03105,transformer_overload,india_national_20k,IN-C13334-SS,substation,Highways,Tamil Nadu,4.4892,1.2026,1.0213,1,1,1,0,0.0,0.0,0,0,0,,,train
IND-S03106,high_demand,india_national_20k,IN-C12342-FD031,feeder,Kallakurichi,Tamil Nadu,2.9094,1.5066,1.0826,1,10,1,0,8.81,0.0,0,0,0,,,train
IND-S03107,transformer_overload,india_national_20k,IN-C01192-SS,substation,Gobindapur,Assam,4.2986,1.0104,1.0571,0,3,1,0,0.0,0.0,0,0,0,,,val
IND-S03108,high_demand,india_national_20k,IN-C03280-FD011,feeder,Ahmedabad,Gujarat,2.8136,1.4288,1.0612,1,10,1,0,8.57,0.0,0,0,0,,,train
IND-S03109,high_demand,india_national_20k,IN-C01389-FD011,feeder,Hājīpur,Bihar,2.6107,1.2682,1.0663,1,6,1,0,0.0,0.0,0,0,0,,,val
IND-S03110,transformer_overload,india_national_20k,IN-C03791-FD021,feeder,Gurugram,Haryana,2.0572,1.2676,1.0643,0,8,2,3,0.15,0.00267,886519,0,3,IN-C03791-SS|IN-C03791-TR02|IN-C03791-FD021,0|0|0,train
IND-S03111,normal_operation,india_national_20k,IN-C01119-FD021,feeder,Guwahati,Assam,1.1566,0.8514,0.9988,0,8,1,0,0.0,0.0,0,0,0,,,val
IND-S03112,normal_operation,india_national_20k,IN-C10426-GEN03,generator,Cuttack,Odisha,1.1997,0.8844,1.0183,0,25,1,0,0.0,0.0,0,0,0,,,train
IND-S03113,cascade_emergency,india_national_20k,IN-C19730-GEN02,generator,Howrah,West Bengal,7.8309,1.5571,1.1273,5,27,6,1022,34.99,0.22814,109442434,0,3,IN-SR-HUB|IN-C03860-SS|IN-KER-HUB|IN-C07054-SS|IN-C10346-SS|IN-C10353-SS|IN-C10362-SS|IN-C10384-SS|IN-TAM-HUB|IN-C12390-SS|IN-C15523-SS|IN-C15600-SS,0|0|0|0|0|0|0|0|0|0|0|0,val
IND-S03114,transformer_overload,india_national_20k,IN-C03286-GEN07,generator,Bilimora,Gujarat,3.6207,1.0595,1.022,0,24,1,0,0.0,0.0,0,0,0,,,train
IND-S03115,high_demand,india_national_20k,IN-C03060-FD021,feeder,Narela,Delhi,1.8617,1.3451,1.0559,0,7,2,4,8.53,0.00223,800000,0,4,IN-DEL-HUB|IN-C03060-SS|IN-C03060-TR02|IN-C03060-FD021,0|0|0|0,train
IND-S03116,normal_operation,india_national_20k,IN-WES-HUB-GEN,generator,West Bengal Hub Generation,West Bengal,1.0601,0.9075,1.0022,0,44,1,0,0.0,0.0,0,0,0,,,val
IND-S03117,cascade_emergency,india_national_20k,IN-C09446-SS,substation,Navāpur,Maharashtra,5.2442,1.4698,1.1128,5,9,1,0,8.82,0.0,0,0,0,,,train
IND-S03118,high_demand,india_national_20k,IN-C19729-FD011,feeder,Kolkata,West Bengal,2.8885,1.3147,1.0352,1,10,1,0,0.01,0.0,0,0,0,,,val
IND-S03119,heatwave,india_national_20k,IN-C09287-FD031,feeder,Nashik,Maharashtra,2.1761,1.2474,1.1186,0,10,2,3,0.14,0.00215,1486053,0,3,IN-C09287-SS|IN-C09287-TR03|IN-C09287-FD031,0|0|0,train
IND-S03120,cascade_emergency,india_national_20k,IN-C07860-FD011,feeder,Gwalior,Madhya Pradesh,5.2201,1.5131,1.1326,4,10,6,99,11.36,0.01696,38550639,0,4,IN-SR-HUB|IN-MAD-HUB|IN-C07860-SS|IN-C07860-TR01|IN-C07860-FD011|IN-ER-HUB|IN-NER-HUB|IN-KAR-HUB|IN-C05537-SS|IN-C05539-SS|IN-C05540-SS|IN-C07848-SS,0|0|0|0|0|1|1|1|1|1|1|1,train
IND-S03121,normal_operation,india_national_20k,IN-C13227-SS,substation,Vijayapuri,Tamil Nadu,1.1869,0.9162,1.0112,0,7,1,0,0.0,0.0,0,0,0,,,train
IND-S03122,heatwave,india_national_20k,IN-C19771-FD011,feeder,Dam Dam,West Bengal,2.4416,1.1998,1.1871,0,4,1,0,8.39,0.0,0,0,0,,,val
