scenario_id,initiating_city,initiating_state,cascade_risk_pct,topology_structure,transformers_before,transformers_after,reserve_margin_pct,n_minus_1_secure,estimated_loss_reduction_pct,estimated_capex_reduction_pct,dispatch_action
IND-S00000,Murwāra,Madhya Pradesh,8.52,ring-main,15,13,22.5,False,4.24,11.16,Reconfigure ties; balance 13 transformer banks
IND-S02560,Chandannagar,West Bengal,0.0,parallel-bank,15,13,21.6,True,3.1,10.57,Reconfigure ties; balance 13 transformer banks
IND-S02561,Amritsar,Punjab,0.0,sectionalized-ring,15,13,20.7,True,1.64,11.12,Reconfigure ties; balance 13 transformer banks
IND-S02562,Tamil Nadu Hub Generation,Tamil Nadu,0.01,ring-main,15,13,13.4,False,4.73,12.5,Reconfigure ties; balance 13 transformer banks
IND-S02563,Gorakhpur,Uttar Pradesh,10.21,double-bus,15,13,21.4,True,3.85,11.85,Reconfigure ties; balance 13 transformer banks
IND-S02564,Medak,Telangana,8.35,meshed-N-1,15,13,19.4,True,4.26,10.58,Reconfigure ties; balance 13 transformer banks
IND-S02565,Eluru,Andhra Pradesh,0.12,radial-spur,15,13,20.8,False,2.54,11.44,Reconfigure ties; balance 13 transformer banks
IND-S02566,Ahmedabad,Gujarat,0.0,parallel-bank,15,13,20.5,True,3.46,10.89,Reconfigure ties; balance 13 transformer banks
IND-S02567,Coimbatore,Tamil Nadu,8.4,sectionalized-ring,15,13,22.9,True,4.34,10.84,Reconfigure ties; balance 13 transformer banks
IND-S02568,Bilāspur,Chhattisgarh,0.0,ring-main,15,13,21.8,False,4.9,11.97,Reconfigure ties; balance 13 transformer banks
IND-S02569,Agartala,Tripura,0.2,double-bus,15,13,17.9,True,5.27,12.68,Reconfigure ties; balance 13 transformer banks
IND-S02570,Jalandhar,Punjab,0.0,meshed-N-1,15,13,20.5,True,4.89,11.73,Reconfigure ties; balance 13 transformer banks
IND-S02571,Warangal,Telangana,8.89,radial-spur,15,13,18.5,False,3.03,11.18,Reconfigure ties; balance 13 transformer banks
IND-S02572,Bahādurganj,Bihar,0.09,parallel-bank,15,13,24.1,True,5.94,12.2,Reconfigure ties; balance 13 transformer banks
IND-S02573,Uttarakhand Hub Generation,Uttarakhand,0.0,sectionalized-ring,15,13,24.6,True,5.3,9.92,Reconfigure ties; balance 13 transformer banks
IND-S02574,Deoli,Delhi,0.0,ring-main,15,13,29.8,False,2.82,11.63,Reconfigure ties; balance 13 transformer banks
IND-S02575,Bokāro,Jharkhand,0.19,double-bus,15,13,23.9,True,4.02,11.0,Reconfigure ties; balance 13 transformer banks
IND-S02576,Balāngīr,Odisha,0.0,meshed-N-1,15,13,21.7,True,3.59,12.31,Reconfigure ties; balance 13 transformer banks
IND-S02577,Tirunelveli,Tamil Nadu,0.17,radial-spur,15,13,22.8,False,5.48,12.01,Reconfigure ties; balance 13 transformer banks
IND-S02578,Diglipur,Andaman and Nicobar,8.54,parallel-bank,15,13,22.7,True,4.84,11.12,Reconfigure ties; balance 13 transformer banks
IND-S02579,Anantapuram,Tamil Nadu,0.0,sectionalized-ring,15,13,20.4,True,3.39,11.78,Reconfigure ties; balance 13 transformer banks
IND-S02580,Saiha,Mizoram,8.52,ring-main,15,13,19.4,False,5.34,11.95,Reconfigure ties; balance 13 transformer banks
IND-S02581,Ratlām,Madhya Pradesh,0.0,double-bus,15,13,24.6,True,4.13,10.83,Reconfigure ties; balance 13 transformer banks
IND-S02582,Kolkata,West Bengal,0.24,meshed-N-1,15,13,19.8,True,4.03,11.33,Reconfigure ties; balance 13 transformer banks
IND-S02583,Kolkata,West Bengal,0.0,radial-spur,15,13,19.6,False,3.96,11.52,Reconfigure ties; balance 13 transformer banks
IND-S02584,Kāro,Jharkhand,0.0,parallel-bank,15,13,24.3,True,4.41,11.34,Reconfigure ties; balance 13 transformer banks
IND-S02585,Tandur,Telangana,0.36,sectionalized-ring,15,13,16.5,True,3.25,11.38,Reconfigure ties; balance 13 transformer banks
IND-S02586,Gobindgarh,Punjab,0.0,ring-main,15,13,13.7,False,3.34,11.16,Reconfigure ties; balance 13 transformer banks
IND-S02587,Kolkata,West Bengal,11.96,double-bus,15,13,13.9,True,4.1,11.19,Reconfigure ties; balance 13 transformer banks
IND-S02588,Ahmedabad,Gujarat,10.51,meshed-N-1,15,13,23.5,True,3.98,11.58,Reconfigure ties; balance 13 transformer banks
IND-S02589,Kishangarh,Rajasthan,0.0,radial-spur,15,13,20.6,False,2.82,11.55,Reconfigure ties; balance 13 transformer banks
IND-S02590,Erode,Tamil Nadu,30.04,parallel-bank,15,13,24.7,True,3.85,11.42,Reconfigure ties; balance 13 transformer banks
IND-S02591,Rajamahendravaram,Andhra Pradesh,0.0,sectionalized-ring,15,13,19.5,True,2.78,12.3,Reconfigure ties; balance 13 transformer banks
IND-S02592,Bhopal,Madhya Pradesh,0.27,ring-main,15,13,24.3,False,4.1,10.95,Reconfigure ties; balance 13 transformer banks
IND-S02593,Satna,Madhya Pradesh,0.09,double-bus,15,13,21.9,True,3.36,11.27,Reconfigure ties; balance 13 transformer banks
IND-S02594,Kallakurichi,Tamil Nadu,9.35,meshed-N-1,15,13,17.0,True,2.96,10.88,Reconfigure ties; balance 13 transformer banks
IND-S02595,Dewas,Madhya Pradesh,8.94,radial-spur,15,13,18.6,False,2.99,12.76,Reconfigure ties; balance 13 transformer banks
IND-S02596,Ludhiana,Punjab,0.15,parallel-bank,15,13,18.3,True,2.77,10.71,Reconfigure ties; balance 13 transformer banks
IND-S02597,Katihar,Bihar,0.0,sectionalized-ring,15,13,22.6,True,3.16,11.22,Reconfigure ties; balance 13 transformer banks
IND-S02598,Cuddalore,Tamil Nadu,8.51,ring-main,15,13,21.2,False,6.26,11.84,Reconfigure ties; balance 13 transformer banks
IND-S02599,Nagpur,Maharashtra,0.0,double-bus,15,13,17.2,True,7.01,12.29,Reconfigure ties; balance 13 transformer banks
IND-S02600,Nellore,Andhra Pradesh,9.0,meshed-N-1,15,13,21.5,True,2.86,10.34,Reconfigure ties; balance 13 transformer banks
IND-S02601,Guntur,Andhra Pradesh,0.12,radial-spur,15,13,18.3,False,2.69,11.69,Reconfigure ties; balance 13 transformer banks
IND-S02602,Achalpur,Maharashtra,0.2,parallel-bank,15,13,17.3,True,5.52,11.83,Reconfigure ties; balance 13 transformer banks
IND-S02603,Vijayawada,Andhra Pradesh,0.1,sectionalized-ring,15,13,24.4,True,2.98,10.71,Reconfigure ties; balance 13 transformer banks
IND-S02604,Athera,Rajasthan,0.0,ring-main,15,13,23.2,False,4.96,11.84,Reconfigure ties; balance 13 transformer banks
IND-S02605,Algūr,Karnataka,0.0,double-bus,15,13,23.7,True,4.56,12.06,Reconfigure ties; balance 13 transformer banks
IND-S02606,Jamūī,Bihar,8.52,meshed-N-1,15,13,25.0,True,3.34,11.13,Reconfigure ties; balance 13 transformer banks
IND-S02607,Lalganj,Uttar Pradesh,0.0,radial-spur,15,13,18.8,False,4.27,10.86,Reconfigure ties; balance 13 transformer banks
IND-S02608,Pimpri,Maharashtra,10.77,parallel-bank,15,13,25.2,True,4.1,11.71,Reconfigure ties; balance 13 transformer banks
IND-S02609,Aurangabad,Maharashtra,1.62,sectionalized-ring,15,13,19.9,True,3.64,10.92,Reconfigure ties; balance 13 transformer banks
IND-S02610,Pune,Maharashtra,8.79,ring-main,15,13,21.0,False,4.46,11.0,Reconfigure ties; balance 13 transformer banks
IND-S02611,Mumbai,Maharashtra,10.53,double-bus,15,13,21.5,True,3.34,12.69,Reconfigure ties; balance 13 transformer banks
IND-S02612,Nagpur,Maharashtra,0.2,meshed-N-1,15,13,14.1,True,2.59,12.5,Reconfigure ties; balance 13 transformer banks
IND-S02613,Nellore,Andhra Pradesh,0.18,radial-spur,15,13,18.3,False,1.2,11.26,Reconfigure ties; balance 13 transformer banks
IND-S02614,Ahmedabad,Gujarat,11.61,parallel-bank,15,13,20.1,True,3.39,10.86,Reconfigure ties; balance 13 transformer banks
IND-S02615,Navsari,Gujarat,8.58,sectionalized-ring,15,13,23.4,True,5.5,12.77,Reconfigure ties; balance 13 transformer banks
IND-S02616,Tirunelveli,Tamil Nadu,0.12,ring-main,15,13,12.2,False,5.73,10.75,Reconfigure ties; balance 13 transformer banks
IND-S02617,Chennai,Tamil Nadu,0.0,double-bus,15,13,16.7,True,3.12,11.23,Reconfigure ties; balance 13 transformer banks
IND-S02618,Aramdakī,Jammu and Kashmir,0.0,meshed-N-1,15,13,18.8,True,3.41,10.77,Reconfigure ties; balance 13 transformer banks
IND-S02619,Kallidaikurichi,Tamil Nadu,8.35,radial-spur,15,13,12.0,False,3.59,10.23,Reconfigure ties; balance 13 transformer banks
IND-S02620,Hālīsahar,West Bengal,0.01,parallel-bank,15,13,19.0,True,4.48,11.47,Reconfigure ties; balance 13 transformer banks
IND-S02621,Kochi,Kerala,10.37,sectionalized-ring,15,13,18.8,True,3.65,11.72,Reconfigure ties; balance 13 transformer banks
IND-S02622,Bāli,West Bengal,0.0,ring-main,15,13,24.7,False,4.9,11.38,Reconfigure ties; balance 13 transformer banks
IND-S02623,Manchar,Maharashtra,0.0,double-bus,15,13,20.6,True,4.84,12.44,Reconfigure ties; balance 13 transformer banks
IND-S02624,Howrah,West Bengal,8.99,meshed-N-1,15,13,22.3,True,3.58,11.04,Reconfigure ties; balance 13 transformer banks
IND-S02625,Pīrzādagūda,Telangana,0.0,radial-spur,15,13,18.6,False,3.14,11.65,Reconfigure ties; balance 13 transformer banks
IND-S02626,Hosapete,Karnataka,0.0,parallel-bank,15,13,23.2,True,3.22,11.08,Reconfigure ties; balance 13 transformer banks
IND-S02627,Thāne,Maharashtra,8.64,sectionalized-ring,15,13,14.1,True,5.22,11.57,Reconfigure ties; balance 13 transformer banks
IND-S02628,Jorhat,Assam,8.42,ring-main,15,13,16.1,False,5.52,10.81,Reconfigure ties; balance 13 transformer banks
IND-S02629,Kohima,Nagaland,0.0,double-bus,15,13,19.7,True,2.3,11.57,Reconfigure ties; balance 13 transformer banks
IND-S02630,Talod,Gujarat,0.14,meshed-N-1,15,13,18.8,True,1.54,11.46,Reconfigure ties; balance 13 transformer banks
IND-S02631,Aurangabad,Maharashtra,27.92,radial-spur,15,13,21.6,False,3.07,11.46,Reconfigure ties; balance 13 transformer banks
IND-S02632,Bengaluru,Karnataka,0.15,parallel-bank,15,13,23.1,True,3.46,11.41,Reconfigure ties; balance 13 transformer banks
IND-S02633,Jewar,Uttar Pradesh,8.62,sectionalized-ring,15,13,24.3,True,2.24,10.96,Reconfigure ties; balance 13 transformer banks
IND-S02634,Sāngli,Maharashtra,0.0,ring-main,15,13,27.7,False,5.73,12.88,Reconfigure ties; balance 13 transformer banks
IND-S02635,Najībābād,Uttar Pradesh,0.01,double-bus,15,13,18.0,True,4.9,12.26,Reconfigure ties; balance 13 transformer banks
IND-S02636,Guwahati,Assam,0.0,meshed-N-1,15,13,19.2,True,2.48,11.43,Reconfigure ties; balance 13 transformer banks
IND-S02637,Rasapūdipalem,Andhra Pradesh,11.59,radial-spur,15,13,17.6,False,4.48,10.81,Reconfigure ties; balance 13 transformer banks
IND-S02638,Korampallam,Tamil Nadu,8.57,parallel-bank,15,13,22.2,True,3.1,11.17,Reconfigure ties; balance 13 transformer banks
IND-S02639,Siswā Bāzār,Uttar Pradesh,0.0,sectionalized-ring,15,13,23.3,True,3.73,10.77,Reconfigure ties; balance 13 transformer banks
IND-S02640,Bathinda,Punjab,0.0,ring-main,15,13,19.6,False,3.93,10.69,Reconfigure ties; balance 13 transformer banks
IND-S02641,Antahia,Uttar Pradesh,0.0,double-bus,15,13,16.0,True,4.84,11.0,Reconfigure ties; balance 13 transformer banks
IND-S02642,Karikād,Kerala,9.62,meshed-N-1,15,13,22.5,True,3.72,10.69,Reconfigure ties; balance 13 transformer banks
IND-S02643,Marakkanam,Tamil Nadu,8.74,radial-spur,15,13,21.3,False,3.61,11.05,Reconfigure ties; balance 13 transformer banks
IND-S02644,Jamshedpur,Jharkhand,0.05,parallel-bank,15,13,13.1,True,4.19,11.65,Reconfigure ties; balance 13 transformer banks
IND-S02645,Verāval,Gujarat,0.0,sectionalized-ring,15,13,22.6,True,6.32,11.37,Reconfigure ties; balance 13 transformer banks
IND-S02646,Kātoya,West Bengal,0.0,ring-main,15,13,19.8,False,4.07,12.09,Reconfigure ties; balance 13 transformer banks
IND-S02647,Kadikkād,Kerala,8.44,double-bus,15,13,22.2,True,5.32,10.94,Reconfigure ties; balance 13 transformer banks
IND-S02648,Thoothukudi,Tamil Nadu,0.0,meshed-N-1,15,13,16.7,True,3.35,11.81,Reconfigure ties; balance 13 transformer banks
IND-S02649,Bhopal,Madhya Pradesh,9.99,radial-spur,15,13,15.7,False,2.5,10.36,Reconfigure ties; balance 13 transformer banks
IND-S02650,Hisar,Haryana,11.14,parallel-bank,15,13,22.6,True,2.49,12.02,Reconfigure ties; balance 13 transformer banks
IND-S02651,Jodhpur,Rajasthan,8.85,sectionalized-ring,15,13,27.5,True,4.04,11.21,Reconfigure ties; balance 13 transformer banks
IND-S02652,Manjeri,Kerala,0.0,ring-main,15,13,24.0,False,4.46,11.21,Reconfigure ties; balance 13 transformer banks
IND-S02653,Muzaffarnagar,Uttar Pradesh,0.1,double-bus,15,13,20.1,True,2.14,11.27,Reconfigure ties; balance 13 transformer banks
IND-S02654,Jamshedpur,Jharkhand,11.57,meshed-N-1,15,13,25.9,True,4.31,10.01,Reconfigure ties; balance 13 transformer banks
IND-S02655,Surat,Gujarat,0.13,radial-spur,15,13,27.6,False,4.51,10.32,Reconfigure ties; balance 13 transformer banks
IND-S02656,Jabalpur,Madhya Pradesh,0.06,parallel-bank,15,13,22.4,True,3.4,11.87,Reconfigure ties; balance 13 transformer banks
IND-S02657,Pimpri,Maharashtra,0.0,sectionalized-ring,15,13,20.9,True,2.82,13.04,Reconfigure ties; balance 13 transformer banks
IND-S02658,Gandhinagar,Gujarat,0.0,ring-main,15,13,24.5,False,3.29,11.83,Reconfigure ties; balance 13 transformer banks
IND-S02659,Prayagraj,Uttar Pradesh,0.0,double-bus,15,13,19.0,True,4.02,10.79,Reconfigure ties; balance 13 transformer banks
IND-S02660,Dombivali,Maharashtra,11.43,meshed-N-1,15,13,22.1,True,3.28,11.62,Reconfigure ties; balance 13 transformer banks
IND-S02661,Rāmgundam,Telangana,12.43,radial-spur,15,13,26.9,False,3.58,10.59,Reconfigure ties; balance 13 transformer banks
IND-S02662,Virār,Maharashtra,9.42,parallel-bank,15,13,19.7,True,4.73,10.48,Reconfigure ties; balance 13 transformer banks
IND-S02663,Patran,Punjab,8.35,sectionalized-ring,15,13,18.5,True,4.8,9.82,Reconfigure ties; balance 13 transformer banks
IND-S02664,Jaunpur,Uttar Pradesh,9.05,ring-main,15,13,12.0,False,2.99,11.18,Reconfigure ties; balance 13 transformer banks
IND-S02665,Najafgarh,Delhi,1.05,double-bus,15,13,12.0,True,4.87,11.83,Reconfigure ties; balance 13 transformer banks
IND-S02666,Saugor,Madhya Pradesh,0.0,meshed-N-1,15,13,25.0,True,4.56,11.03,Reconfigure ties; balance 13 transformer banks
IND-S02667,Petlād,Gujarat,0.0,radial-spur,15,13,18.9,False,3.61,13.36,Reconfigure ties; balance 13 transformer banks
IND-S02668,Nāgercoil,Tamil Nadu,0.0,parallel-bank,15,13,26.1,True,1.2,12.98,Reconfigure ties; balance 13 transformer banks
IND-S02669,Nowrangapur,Odisha,0.14,sectionalized-ring,15,13,27.4,True,2.53,11.99,Reconfigure ties; balance 13 transformer banks
IND-S02670,Bhavnagar,Gujarat,0.03,ring-main,15,13,20.4,False,4.28,10.18,Reconfigure ties; balance 13 transformer banks
IND-S02671,Kanayannur,Kerala,9.17,double-bus,15,13,21.7,True,2.54,11.08,Reconfigure ties; balance 13 transformer banks
IND-S02672,Prayagraj,Uttar Pradesh,9.49,meshed-N-1,15,13,20.0,True,4.05,11.96,Reconfigure ties; balance 13 transformer banks
IND-S02673,Bengaluru,Karnataka,8.72,radial-spur,15,13,21.3,False,3.99,11.19,Reconfigure ties; balance 13 transformer banks
IND-S02674,Dombivali,Maharashtra,0.0,parallel-bank,15,13,24.8,True,7.04,11.62,Reconfigure ties; balance 13 transformer banks
IND-S02675,Ranchi,Jharkhand,0.01,sectionalized-ring,15,13,21.2,True,3.9,11.0,Reconfigure ties; balance 13 transformer banks
IND-S02676,Borivli,Maharashtra,0.11,ring-main,15,13,19.3,False,3.8,11.54,Reconfigure ties; balance 13 transformer banks
IND-S02677,Amod,Gujarat,0.0,double-bus,15,13,21.7,True,4.04,13.4,Reconfigure ties; balance 13 transformer banks
IND-S02678,Pimpri-Chinchwad,Maharashtra,11.04,meshed-N-1,15,13,19.9,True,3.32,11.55,Reconfigure ties; balance 13 transformer banks
IND-S02679,Hisar,Haryana,0.0,radial-spur,15,13,25.4,False,1.46,11.24,Reconfigure ties; balance 13 transformer banks
IND-S02680,Bhāgalpur,Bihar,9.29,parallel-bank,15,13,25.8,True,4.77,11.59,Reconfigure ties; balance 13 transformer banks
IND-S02681,Akpuri Chauki,Maharashtra,8.52,sectionalized-ring,15,13,15.9,True,5.11,10.46,Reconfigure ties; balance 13 transformer banks
IND-S02682,Bengaluru,Karnataka,0.0,ring-main,15,13,24.0,False,3.35,9.6,Reconfigure ties; balance 13 transformer banks
IND-S02683,Giridih,Jharkhand,8.39,double-bus,15,13,24.3,True,4.87,11.29,Reconfigure ties; balance 13 transformer banks
IND-S02684,Benipur,Bihar,8.49,meshed-N-1,15,13,21.5,True,5.32,10.29,Reconfigure ties; balance 13 transformer banks
IND-S02685,Tiruchirappalli,Tamil Nadu,0.0,radial-spur,15,13,17.9,False,5.22,11.17,Reconfigure ties; balance 13 transformer banks
IND-S02686,Najafgarh,Delhi,0.0,parallel-bank,15,13,22.9,True,3.13,11.43,Reconfigure ties; balance 13 transformer banks
IND-S02687,Kallakurichi,Tamil Nadu,0.0,sectionalized-ring,15,13,24.3,True,2.11,10.79,Reconfigure ties; balance 13 transformer banks
IND-S02688,Dewas,Madhya Pradesh,0.02,ring-main,15,13,22.1,False,4.12,13.05,Reconfigure ties; balance 13 transformer banks
IND-S02689,Rāmgundam,Telangana,10.54,double-bus,15,13,21.8,True,2.54,12.43,Reconfigure ties; balance 13 transformer banks
IND-S02690,Arā Chaukī,Jharkhand,8.65,meshed-N-1,15,13,23.9,True,4.87,11.38,Reconfigure ties; balance 13 transformer banks
IND-S02691,Aizawl,Mizoram,8.66,radial-spur,15,13,19.3,False,3.39,12.09,Reconfigure ties; balance 13 transformer banks
IND-S02692,Titāgarh,West Bengal,0.0,parallel-bank,15,13,17.2,True,5.56,11.42,Reconfigure ties; balance 13 transformer banks
IND-S02693,Kalāyat,Haryana,0.34,sectionalized-ring,15,13,14.8,True,3.64,11.51,Reconfigure ties; balance 13 transformer banks
IND-S02694,Pune,Maharashtra,0.0,ring-main,15,13,20.2,False,4.52,10.05,Reconfigure ties; balance 13 transformer banks
IND-S02695,Jhānsi,Uttar Pradesh,0.0,double-bus,15,13,22.2,True,3.53,11.33,Reconfigure ties; balance 13 transformer banks
IND-S02696,Anukulapālem,Andhra Pradesh,0.0,meshed-N-1,15,13,12.0,True,5.49,11.23,Reconfigure ties; balance 13 transformer banks
IND-S02697,Najafgarh,Delhi,33.39,radial-spur,15,13,20.2,False,2.98,12.0,Reconfigure ties; balance 13 transformer banks
IND-S02698,Secunderabad,Telangana,8.52,parallel-bank,15,13,23.5,True,3.15,10.77,Reconfigure ties; balance 13 transformer banks
IND-S02699,Maharashtra Hub Generation,Maharashtra,0.31,sectionalized-ring,15,13,22.0,True,3.65,11.26,Reconfigure ties; balance 13 transformer banks
IND-S02700,Shyamnagar,West Bengal,0.0,ring-main,15,13,20.9,False,4.05,12.05,Reconfigure ties; balance 13 transformer banks
IND-S02701,Delhi,Delhi,11.56,double-bus,15,13,23.7,True,2.96,11.2,Reconfigure ties; balance 13 transformer banks
IND-S02702,Mumbai,Maharashtra,0.46,meshed-N-1,15,13,21.9,True,3.77,11.99,Reconfigure ties; balance 13 transformer banks
IND-S02703,Haldia,West Bengal,0.0,radial-spur,15,13,25.6,False,4.19,11.67,Reconfigure ties; balance 13 transformer banks
IND-S02704,Jodhpur,Rajasthan,0.0,parallel-bank,15,13,19.9,True,2.02,11.69,Reconfigure ties; balance 13 transformer banks
IND-S02705,Barki Saria,Jharkhand,9.02,sectionalized-ring,15,13,29.3,True,3.27,11.65,Reconfigure ties; balance 13 transformer banks
IND-S02706,Pimpri-Chinchwad,Maharashtra,11.3,ring-main,15,13,25.6,False,3.57,12.45,Reconfigure ties; balance 13 transformer banks
IND-S02707,Najafgarh,Delhi,0.01,double-bus,15,13,18.6,True,4.45,10.44,Reconfigure ties; balance 13 transformer banks
IND-S02708,Tiruvattār,Tamil Nadu,0.0,meshed-N-1,15,13,18.7,True,4.64,11.49,Reconfigure ties; balance 13 transformer banks
IND-S02709,Vijayawada,Andhra Pradesh,0.0,radial-spur,15,13,20.3,False,1.2,11.67,Reconfigure ties; balance 13 transformer banks
IND-S02710,Nagpur,Maharashtra,0.0,parallel-bank,15,13,19.6,True,3.7,10.57,Reconfigure ties; balance 13 transformer banks
IND-S02711,Kolkata,West Bengal,0.24,sectionalized-ring,15,13,26.4,True,3.36,12.24,Reconfigure ties; balance 13 transformer banks
IND-S02712,Basavakalyan,Karnataka,0.0,ring-main,15,13,23.5,False,2.61,11.17,Reconfigure ties; balance 13 transformer banks
IND-S02713,Visakhapatnam,Andhra Pradesh,0.0,double-bus,15,13,12.0,True,4.04,11.81,Reconfigure ties; balance 13 transformer banks
IND-S02714,Secunderabad,Telangana,9.85,meshed-N-1,15,13,22.0,True,4.33,11.53,Reconfigure ties; balance 13 transformer banks
IND-S02715,Uttarakhand Hub Generation,Uttarakhand,0.0,radial-spur,15,13,24.8,False,3.04,11.35,Reconfigure ties; balance 13 transformer banks
IND-S02716,Madurai,Tamil Nadu,0.07,parallel-bank,15,13,18.5,True,3.25,11.6,Reconfigure ties; balance 13 transformer banks
IND-S02717,Kanpur,Uttar Pradesh,8.76,sectionalized-ring,15,13,30.0,True,4.57,11.02,Reconfigure ties; balance 13 transformer banks
IND-S02718,Tola Mansārāut,Bihar,11.62,ring-main,15,13,15.9,False,4.61,11.64,Reconfigure ties; balance 13 transformer banks
IND-S02719,Deoghar,Jharkhand,0.05,double-bus,15,13,13.4,True,5.7,10.69,Reconfigure ties; balance 13 transformer banks
IND-S02720,Ambattur,Tamil Nadu,9.41,meshed-N-1,15,13,24.0,True,4.87,10.24,Reconfigure ties; balance 13 transformer banks
IND-S02721,Tellicherry,Kerala,8.69,radial-spur,15,13,20.5,False,5.12,10.78,Reconfigure ties; balance 13 transformer banks
IND-S02722,Prayagraj,Uttar Pradesh,0.12,parallel-bank,15,13,23.8,True,3.39,12.1,Reconfigure ties; balance 13 transformer banks
IND-S02723,Andhra Pradesh Hub Generation,Andhra Pradesh,8.54,sectionalized-ring,15,13,20.3,True,1.7,11.09,Reconfigure ties; balance 13 transformer banks
IND-S02724,Thiruvananthapuram,Kerala,8.76,ring-main,15,13,17.7,False,1.98,10.74,Reconfigure ties; balance 13 transformer banks
IND-S02725,Varanasi,Uttar Pradesh,9.62,double-bus,15,13,24.9,True,3.75,11.25,Reconfigure ties; balance 13 transformer banks
IND-S02726,Gwalior,Madhya Pradesh,8.9,meshed-N-1,15,13,23.1,True,3.92,11.44,Reconfigure ties; balance 13 transformer banks
IND-S02727,Tiruchirappalli,Tamil Nadu,0.12,radial-spur,15,13,20.1,False,3.5,10.79,Reconfigure ties; balance 13 transformer banks
IND-S02728,Soyībug,Jammu and Kashmir,0.06,parallel-bank,15,13,18.1,True,4.56,11.54,Reconfigure ties; balance 13 transformer banks
IND-S02729,Madurai,Tamil Nadu,0.0,sectionalized-ring,15,13,23.1,True,2.34,11.8,Reconfigure ties; balance 13 transformer banks
IND-S02730,Kalyān,Maharashtra,10.81,ring-main,15,13,14.6,False,3.46,12.29,Reconfigure ties; balance 13 transformer banks
IND-S02731,Akola,Maharashtra,0.11,double-bus,15,13,21.5,True,3.17,12.0,Reconfigure ties; balance 13 transformer banks
IND-S02732,Imphal,Manipur,11.53,meshed-N-1,15,13,17.6,True,5.42,11.94,Reconfigure ties; balance 13 transformer banks
IND-S02733,Udaipur,Rajasthan,0.0,radial-spur,15,13,20.7,False,5.19,11.59,Reconfigure ties; balance 13 transformer banks
IND-S02734,Dinapore,Bihar,9.48,parallel-bank,15,13,22.1,True,3.76,12.15,Reconfigure ties; balance 13 transformer banks
IND-S02735,Lal Bahadur Nagar,Telangana,0.0,sectionalized-ring,15,13,22.1,True,3.89,11.09,Reconfigure ties; balance 13 transformer banks
IND-S02736,Gohāna,Haryana,0.0,ring-main,15,13,20.6,False,4.45,11.42,Reconfigure ties; balance 13 transformer banks
IND-S02737,Haldwani,Uttarakhand,8.47,double-bus,15,13,28.5,True,5.75,12.62,Reconfigure ties; balance 13 transformer banks
IND-S02738,Tambaram,Tamil Nadu,8.64,meshed-N-1,15,13,21.5,True,3.97,11.61,Reconfigure ties; balance 13 transformer banks
IND-S02739,Tirumala,Andhra Pradesh,0.0,radial-spur,15,13,21.0,False,3.4,10.62,Reconfigure ties; balance 13 transformer banks
IND-S02740,Shivamogga,Karnataka,0.0,parallel-bank,15,13,21.6,True,1.88,11.61,Reconfigure ties; balance 13 transformer banks
IND-S02741,Nīmbāhera,Rajasthan,8.77,sectionalized-ring,15,13,14.6,True,3.03,11.69,Reconfigure ties; balance 13 transformer banks
IND-S02742,Kalyān,Maharashtra,0.08,ring-main,15,13,19.2,False,3.26,11.66,Reconfigure ties; balance 13 transformer banks
IND-S02743,Avadi,Tamil Nadu,0.13,double-bus,15,13,24.2,True,4.81,12.53,Reconfigure ties; balance 13 transformer banks
IND-S02744,Pallāvaram,Tamil Nadu,8.62,meshed-N-1,15,13,23.5,True,4.94,10.89,Reconfigure ties; balance 13 transformer banks
IND-S02745,Haldia,West Bengal,0.0,radial-spur,15,13,27.8,False,4.27,12.96,Reconfigure ties; balance 13 transformer banks
IND-S02746,Bārākpur,West Bengal,8.95,parallel-bank,15,13,18.8,True,4.09,11.64,Reconfigure ties; balance 13 transformer banks
IND-S02747,Rajasthan Hub Generation,Rajasthan,8.55,sectionalized-ring,15,13,23.5,True,4.61,10.5,Reconfigure ties; balance 13 transformer banks
IND-S02748,Surat,Gujarat,11.76,ring-main,15,13,21.9,False,1.82,9.86,Reconfigure ties; balance 13 transformer banks
IND-S02749,Bokāro,Jharkhand,0.0,double-bus,15,13,22.4,True,3.37,11.24,Reconfigure ties; balance 13 transformer banks
IND-S02750,Bareilly,Uttar Pradesh,0.15,meshed-N-1,15,13,25.6,True,2.87,10.52,Reconfigure ties; balance 13 transformer banks
IND-S02751,Bhuj,Gujarat,0.0,radial-spur,15,13,27.9,False,5.53,12.75,Reconfigure ties; balance 13 transformer banks
IND-S02752,Jamnagar,Gujarat,9.84,parallel-bank,15,13,21.6,True,4.14,11.46,Reconfigure ties; balance 13 transformer banks
IND-S02753,Akaltara,Chhattisgarh,11.28,sectionalized-ring,15,13,25.3,True,6.13,10.67,Reconfigure ties; balance 13 transformer banks
IND-S02754,Gandhinagar,Gujarat,0.0,ring-main,15,13,26.3,False,2.54,11.62,Reconfigure ties; balance 13 transformer banks
IND-S02755,Punjab Hub Generation,Punjab,8.56,double-bus,15,13,22.8,True,1.71,13.11,Reconfigure ties; balance 13 transformer banks
IND-S02756,Rasapūdipalem,Andhra Pradesh,8.73,meshed-N-1,15,13,22.2,True,3.19,11.12,Reconfigure ties; balance 13 transformer banks
IND-S02757,Jamshedpur,Jharkhand,0.0,radial-spur,15,13,20.6,False,5.36,12.74,Reconfigure ties; balance 13 transformer banks
