scenario_id,initiating_node,timestamp,offset_minutes,load_pct,voltage_pu,frequency_hz,temperature_c,power_factor,breaker_state
IND-S03300,IN-C04418-SS,2026-08-10 08:20:00+00:00,15,135.0,0.903,49.645,70.21,0.988,CLOSED
IND-S03300,IN-C04418-SS,2026-08-10 08:25:00+00:00,20,135.0,0.9066,49.641,70.85,0.988,CLOSED
IND-S03300,IN-C04418-SS,2026-08-10 08:30:00+00:00,25,135.0,0.9101,49.648,70.29,0.988,CLOSED
IND-S03300,IN-C04418-SS,2026-08-10 08:35:00+00:00,30,135.0,0.9054,49.644,70.91,0.988,CLOSED
IND-S03300,IN-C04418-SS,2026-08-10 08:40:00+00:00,35,135.0,0.9062,49.642,72.15,0.988,CLOSED
IND-S03300,IN-C04418-SS,2026-08-10 08:45:00+00:00,40,135.0,0.9022,49.638,69.61,0.988,CLOSED
IND-S03300,IN-C04418-SS,2026-08-10 08:50:00+00:00,45,135.0,0.905,49.645,72.0,0.988,CLOSED
IND-S03300,IN-C04418-SS,2026-08-10 08:55:00+00:00,50,135.0,0.9097,49.644,71.02,0.988,CLOSED
IND-S03300,IN-C04418-SS,2026-08-10 09:00:00+00:00,55,135.0,0.9056,49.643,71.33,0.988,CLOSED
IND-S03300,IN-C04418-SS,2026-08-10 09:05:00+00:00,60,135.0,0.9091,49.638,70.53,0.988,CLOSED
IND-S03301,IN-C01404-FD011,2026-08-26 03:00:00+00:00,-55,64.6,1.0133,50.015,52.71,0.99,CLOSED
IND-S03301,IN-C01404-FD011,2026-08-26 03:05:00+00:00,-50,66.58,1.0104,50.011,54.35,0.99,CLOSED
IND-S03301,IN-C01404-FD011,2026-08-26 03:10:00+00:00,-45,64.08,1.0177,50.019,54.45,0.99,CLOSED
IND-S03301,IN-C01404-FD011,2026-08-26 03:15:00+00:00,-40,66.87,1.0048,50.023,53.51,0.99,CLOSED
IND-S03301,IN-C01404-FD011,2026-08-26 03:20:00+00:00,-35,66.19,1.011,50.012,54.05,0.99,CLOSED
IND-S03301,IN-C01404-FD011,2026-08-26 03:25:00+00:00,-30,64.53,1.0122,50.015,55.67,0.99,CLOSED
IND-S03301,IN-C01404-FD011,2026-08-26 03:30:00+00:00,-25,67.87,1.0097,50.019,54.01,0.99,CLOSED
IND-S03301,IN-C01404-FD011,2026-08-26 03:35:00+00:00,-20,64.92,1.0154,50.015,53.24,0.99,CLOSED
IND-S03301,IN-C01404-FD011,2026-08-26 03:40:00+00:00,-15,65.02,1.0143,50.016,54.4,0.99,CLOSED
IND-S03301,IN-C01404-FD011,2026-08-26 03:45:00+00:00,-10,65.5,1.0105,50.015,53.51,0.99,CLOSED
IND-S03301,IN-C01404-FD011,2026-08-26 03:50:00+00:00,-5,64.77,1.0105,50.011,53.94,0.99,CLOSED
IND-S03301,IN-C01404-FD011,2026-08-26 03:55:00+00:00,0,63.64,1.0118,50.009,54.08,0.99,CLOSED
IND-S03301,IN-C01404-FD011,2026-08-26 04:00:00+00:00,5,59.56,1.0216,50.016,50.63,0.99,CLOSED
IND-S03301,IN-C01404-FD011,2026-08-26 04:05:00+00:00,10,61.93,1.0178,50.016,52.25,0.99,CLOSED
IND-S03301,IN-C01404-FD011,2026-08-26 04:10:00+00:00,15,64.41,1.0134,50.018,52.59,0.99,CLOSED
IND-S03301,IN-C01404-FD011,2026-08-26 04:15:00+00:00,20,67.13,1.0124,50.025,55.66,0.99,CLOSED
IND-S03301,IN-C01404-FD011,2026-08-26 04:20:00+00:00,25,63.36,1.0106,50.021,53.96,0.99,CLOSED
IND-S03301,IN-C01404-FD011,2026-08-26 04:25:00+00:00,30,66.49,1.0055,50.014,54.51,0.99,CLOSED
IND-S03301,IN-C01404-FD011,2026-08-26 04:30:00+00:00,35,68.75,1.0091,50.015,54.89,0.99,CLOSED
IND-S03301,IN-C01404-FD011,2026-08-26 04:35:00+00:00,40,68.04,1.0067,50.019,54.46,0.99,CLOSED
IND-S03301,IN-C01404-FD011,2026-08-26 04:40:00+00:00,45,67.06,1.0103,50.019,54.32,0.99,CLOSED
IND-S03301,IN-C01404-FD011,2026-08-26 04:45:00+00:00,50,64.28,1.0164,50.013,52.61,0.99,CLOSED
IND-S03301,IN-C01404-FD011,2026-08-26 04:50:00+00:00,55,66.0,1.0007,50.013,50.8,0.99,CLOSED
IND-S03301,IN-C01404-FD011,2026-08-26 04:55:00+00:00,60,64.97,1.017,50.023,55.08,0.99,CLOSED
IND-S03302,IN-C15547-GEN02,2026-08-03 08:50:00+00:00,-55,90.8,0.9706,49.808,60.88,0.951,CLOSED
IND-S03302,IN-C15547-GEN02,2026-08-03 08:55:00+00:00,-50,92.38,0.9664,49.806,61.64,0.951,CLOSED
IND-S03302,IN-C15547-GEN02,2026-08-03 09:00:00+00:00,-45,93.9,0.9712,49.8,60.81,0.951,CLOSED
IND-S03302,IN-C15547-GEN02,2026-08-03 09:05:00+00:00,-40,90.83,0.9767,49.797,62.76,0.951,CLOSED
IND-S03302,IN-C15547-GEN02,2026-08-03 09:10:00+00:00,-35,93.44,0.9711,49.798,59.69,0.951,CLOSED
IND-S03302,IN-C15547-GEN02,2026-08-03 09:15:00+00:00,-30,93.85,0.9758,49.805,61.49,0.951,CLOSED
IND-S03302,IN-C15547-GEN02,2026-08-03 09:20:00+00:00,-25,96.34,0.9638,49.792,62.03,0.951,CLOSED
IND-S03302,IN-C15547-GEN02,2026-08-03 09:25:00+00:00,-20,97.39,0.9583,49.796,64.54,0.951,CLOSED
IND-S03302,IN-C15547-GEN02,2026-08-03 09:30:00+00:00,-15,91.19,0.9773,49.798,60.46,0.951,CLOSED
IND-S03302,IN-C15547-GEN02,2026-08-03 09:35:00+00:00,-10,91.11,0.9773,49.802,61.48,0.951,CLOSED
IND-S03302,IN-C15547-GEN02,2026-08-03 09:40:00+00:00,-5,94.13,0.9683,49.805,60.8,0.951,CLOSED
IND-S03302,IN-C15547-GEN02,2026-08-03 09:45:00+00:00,0,93.4,0.9648,49.799,62.36,0.951,CLOSED
IND-S03302,IN-C15547-GEN02,2026-08-03 09:50:00+00:00,5,95.1,0.9623,49.793,62.11,0.951,CLOSED
IND-S03302,IN-C15547-GEN02,2026-08-03 09:55:00+00:00,10,92.66,0.9716,49.8,61.37,0.951,CLOSED
IND-S03302,IN-C15547-GEN02,2026-08-03 10:00:00+00:00,15,96.22,0.9596,49.794,64.44,0.951,CLOSED
IND-S03302,IN-C15547-GEN02,2026-08-03 10:05:00+00:00,20,97.09,0.9664,49.8,64.92,0.951,CLOSED
IND-S03302,IN-C15547-GEN02,2026-08-03 10:10:00+00:00,25,91.58,0.9677,49.794,62.5,0.951,CLOSED
IND-S03302,IN-C15547-GEN02,2026-08-03 10:15:00+00:00,30,96.03,0.9643,49.794,60.9,0.951,CLOSED
IND-S03302,IN-C15547-GEN02,2026-08-03 10:20:00+00:00,35,91.69,0.977,49.796,60.3,0.951,CLOSED
IND-S03302,IN-C15547-GEN02,2026-08-03 10:25:00+00:00,40,99.17,0.9615,49.793,63.52,0.951,CLOSED
IND-S03302,IN-C15547-GEN02,2026-08-03 10:30:00+00:00,45,97.56,0.965,49.797,62.33,0.951,CLOSED
IND-S03302,IN-C15547-GEN02,2026-08-03 10:35:00+00:00,50,97.24,0.9633,49.792,63.93,0.951,CLOSED
IND-S03302,IN-C15547-GEN02,2026-08-03 10:40:00+00:00,55,100.18,0.96,49.794,63.6,0.951,CLOSED
IND-S03302,IN-C15547-GEN02,2026-08-03 10:45:00+00:00,60,95.52,0.9675,49.8,63.94,0.951,CLOSED
IND-S03303,IN-C12340-SS,2026-08-19 05:05:00+00:00,-55,84.18,0.9841,49.81,56.12,0.977,CLOSED
IND-S03303,IN-C12340-SS,2026-08-19 05:10:00+00:00,-50,82.73,0.9897,49.801,55.78,0.977,CLOSED
IND-S03303,IN-C12340-SS,2026-08-19 05:15:00+00:00,-45,86.01,0.9803,49.802,55.79,0.977,CLOSED
IND-S03303,IN-C12340-SS,2026-08-19 05:20:00+00:00,-40,84.54,0.9869,49.801,54.47,0.977,CLOSED
IND-S03303,IN-C12340-SS,2026-08-19 05:25:00+00:00,-35,89.67,0.9728,49.796,60.01,0.977,CLOSED
IND-S03303,IN-C12340-SS,2026-08-19 05:30:00+00:00,-30,85.26,0.9746,49.803,54.9,0.977,CLOSED
IND-S03303,IN-C12340-SS,2026-08-19 05:35:00+00:00,-25,86.95,0.9757,49.786,55.81,0.977,CLOSED
IND-S03303,IN-C12340-SS,2026-08-19 05:40:00+00:00,-20,88.44,0.9713,49.797,58.26,0.977,CLOSED
IND-S03303,IN-C12340-SS,2026-08-19 05:45:00+00:00,-15,86.27,0.9874,49.798,58.4,0.977,CLOSED
IND-S03303,IN-C12340-SS,2026-08-19 05:50:00+00:00,-10,87.22,0.9766,49.8,58.67,0.977,CLOSED
IND-S03303,IN-C12340-SS,2026-08-19 05:55:00+00:00,-5,86.68,0.9782,49.799,58.13,0.977,CLOSED
IND-S03303,IN-C12340-SS,2026-08-19 06:00:00+00:00,0,88.84,0.9761,49.794,58.24,0.977,CLOSED
IND-S03303,IN-C12340-SS,2026-08-19 06:05:00+00:00,5,89.79,0.9783,49.795,57.07,0.977,CLOSED
IND-S03303,IN-C12340-SS,2026-08-19 06:10:00+00:00,10,90.27,0.9747,49.796,59.39,0.977,CLOSED
IND-S03303,IN-C12340-SS,2026-08-19 06:15:00+00:00,15,93.31,0.9789,49.793,58.49,0.977,CLOSED
IND-S03303,IN-C12340-SS,2026-08-19 06:20:00+00:00,20,85.1,0.9769,49.796,57.56,0.977,CLOSED
IND-S03303,IN-C12340-SS,2026-08-19 06:25:00+00:00,25,90.2,0.9739,49.793,57.31,0.977,CLOSED
IND-S03303,IN-C12340-SS,2026-08-19 06:30:00+00:00,30,84.68,0.9924,49.794,55.61,0.977,CLOSED
IND-S03303,IN-C12340-SS,2026-08-19 06:35:00+00:00,35,91.99,0.9641,49.794,59.48,0.977,CLOSED
IND-S03303,IN-C12340-SS,2026-08-19 06:40:00+00:00,40,90.4,0.9706,49.789,59.95,0.977,CLOSED
IND-S03303,IN-C12340-SS,2026-08-19 06:45:00+00:00,45,93.85,0.9746,49.792,60.04,0.977,CLOSED
IND-S03303,IN-C12340-SS,2026-08-19 06:50:00+00:00,50,90.11,0.9724,49.784,58.67,0.977,CLOSED
IND-S03303,IN-C12340-SS,2026-08-19 06:55:00+00:00,55,94.07,0.9709,49.788,58.06,0.977,CLOSED
IND-S03303,IN-C12340-SS,2026-08-19 07:00:00+00:00,60,92.62,0.9725,49.789,60.25,0.977,CLOSED
IND-S03304,IN-C04487-GEN04,2026-08-14 06:35:00+00:00,-55,70.67,1.0032,49.917,50.63,0.961,CLOSED
IND-S03304,IN-C04487-GEN04,2026-08-14 06:40:00+00:00,-50,71.91,1.0078,49.917,48.86,0.961,CLOSED
IND-S03304,IN-C04487-GEN04,2026-08-14 06:45:00+00:00,-45,74.6,0.9901,49.917,52.42,0.961,CLOSED
IND-S03304,IN-C04487-GEN04,2026-08-14 06:50:00+00:00,-40,73.66,1.0022,49.918,50.85,0.961,CLOSED
IND-S03304,IN-C04487-GEN04,2026-08-14 06:55:00+00:00,-35,71.33,0.9997,49.913,48.76,0.961,CLOSED
IND-S03304,IN-C04487-GEN04,2026-08-14 07:00:00+00:00,-30,73.41,0.9963,49.919,49.71,0.961,CLOSED
IND-S03304,IN-C04487-GEN04,2026-08-14 07:05:00+00:00,-25,73.08,1.0006,49.917,49.89,0.961,CLOSED
IND-S03304,IN-C04487-GEN04,2026-08-14 07:10:00+00:00,-20,74.82,0.9947,49.924,51.22,0.961,CLOSED
IND-S03304,IN-C04487-GEN04,2026-08-14 07:15:00+00:00,-15,71.73,1.0057,49.92,50.74,0.961,CLOSED
IND-S03304,IN-C04487-GEN04,2026-08-14 07:20:00+00:00,-10,70.81,1.0118,49.922,47.93,0.961,CLOSED
IND-S03304,IN-C04487-GEN04,2026-08-14 07:25:00+00:00,-5,73.92,1.0032,49.918,51.62,0.961,CLOSED
IND-S03304,IN-C04487-GEN04,2026-08-14 07:30:00+00:00,0,76.26,0.9959,49.922,52.12,0.961,CLOSED
IND-S03304,IN-C04487-GEN04,2026-08-14 07:35:00+00:00,5,73.03,0.9965,49.919,51.34,0.961,CLOSED
IND-S03304,IN-C04487-GEN04,2026-08-14 07:40:00+00:00,10,71.01,1.0036,49.917,51.77,0.961,CLOSED
IND-S03304,IN-C04487-GEN04,2026-08-14 07:45:00+00:00,15,72.12,0.9989,49.916,49.92,0.961,CLOSED
IND-S03304,IN-C04487-GEN04,2026-08-14 07:50:00+00:00,20,76.74,0.9903,49.922,54.35,0.961,CLOSED
IND-S03304,IN-C04487-GEN04,2026-08-14 07:55:00+00:00,25,75.59,1.0004,49.916,52.2,0.961,CLOSED
IND-S03304,IN-C04487-GEN04,2026-08-14 08:00:00+00:00,30,70.75,1.0056,49.919,49.73,0.961,CLOSED
IND-S03304,IN-C04487-GEN04,2026-08-14 08:05:00+00:00,35,71.87,0.9993,49.919,48.96,0.961,CLOSED
IND-S03304,IN-C04487-GEN04,2026-08-14 08:10:00+00:00,40,72.35,1.0054,49.922,51.32,0.961,CLOSED
IND-S03304,IN-C04487-GEN04,2026-08-14 08:15:00+00:00,45,70.77,1.0021,49.914,50.53,0.961,CLOSED
IND-S03304,IN-C04487-GEN04,2026-08-14 08:20:00+00:00,50,67.4,1.0073,49.919,49.32,0.961,CLOSED
IND-S03304,IN-C04487-GEN04,2026-08-14 08:25:00+00:00,55,73.9,0.9991,49.917,51.64,0.961,CLOSED
IND-S03304,IN-C04487-GEN04,2026-08-14 08:30:00+00:00,60,69.43,1.0082,49.918,51.68,0.961,CLOSED
IND-S03305,IN-C01382-FD021,2026-08-24 08:00:00+00:00,-55,78.25,0.9824,49.874,61.12,0.965,CLOSED
IND-S03305,IN-C01382-FD021,2026-08-24 08:05:00+00:00,-50,82.32,0.986,49.875,65.3,0.965,CLOSED
IND-S03305,IN-C01382-FD021,2026-08-24 08:10:00+00:00,-45,83.74,0.9926,49.88,65.03,0.965,CLOSED
IND-S03305,IN-C01382-FD021,2026-08-24 08:15:00+00:00,-40,78.15,0.9934,49.881,62.25,0.965,CLOSED
IND-S03305,IN-C01382-FD021,2026-08-24 08:20:00+00:00,-35,82.25,0.9798,49.875,64.41,0.965,CLOSED
IND-S03305,IN-C01382-FD021,2026-08-24 08:25:00+00:00,-30,80.36,0.9856,49.874,62.91,0.965,CLOSED
IND-S03305,IN-C01382-FD021,2026-08-24 08:30:00+00:00,-25,76.5,1.0003,49.873,64.5,0.965,CLOSED
IND-S03305,IN-C01382-FD021,2026-08-24 08:35:00+00:00,-20,82.73,0.9869,49.874,63.66,0.965,CLOSED
IND-S03305,IN-C01382-FD021,2026-08-24 08:40:00+00:00,-15,80.78,0.9891,49.874,64.19,0.965,CLOSED
IND-S03305,IN-C01382-FD021,2026-08-24 08:45:00+00:00,-10,82.63,0.9819,49.868,62.9,0.965,CLOSED
IND-S03305,IN-C01382-FD021,2026-08-24 08:50:00+00:00,-5,78.77,0.9943,49.871,60.29,0.965,CLOSED
IND-S03305,IN-C01382-FD021,2026-08-24 08:55:00+00:00,0,82.76,0.9924,49.875,65.14,0.965,CLOSED
IND-S03305,IN-C01382-FD021,2026-08-24 09:00:00+00:00,5,81.94,0.9902,49.871,64.2,0.965,CLOSED
IND-S03305,IN-C01382-FD021,2026-08-24 09:05:00+00:00,10,86.85,0.973,49.872,65.57,0.965,CLOSED
IND-S03305,IN-C01382-FD021,2026-08-24 09:10:00+00:00,15,87.64,0.9792,49.871,63.9,0.965,CLOSED
IND-S03305,IN-C01382-FD021,2026-08-24 09:15:00+00:00,20,84.35,0.979,49.876,64.51,0.965,CLOSED
IND-S03305,IN-C01382-FD021,2026-08-24 09:20:00+00:00,25,84.84,0.9824,49.87,64.89,0.965,CLOSED
IND-S03305,IN-C01382-FD021,2026-08-24 09:25:00+00:00,30,82.06,0.9887,49.864,63.18,0.965,CLOSED
IND-S03305,IN-C01382-FD021,2026-08-24 09:30:00+00:00,35,81.78,0.9852,49.866,65.25,0.965,CLOSED
IND-S03305,IN-C01382-FD021,2026-08-24 09:35:00+00:00,40,83.86,0.9775,49.866,63.0,0.965,CLOSED
IND-S03305,IN-C01382-FD021,2026-08-24 09:40:00+00:00,45,87.97,0.9785,49.869,64.53,0.965,CLOSED
IND-S03305,IN-C01382-FD021,2026-08-24 09:45:00+00:00,50,80.02,0.9869,49.869,61.6,0.965,CLOSED
IND-S03305,IN-C01382-FD021,2026-08-24 09:50:00+00:00,55,83.74,0.9887,49.864,64.87,0.965,CLOSED
IND-S03305,IN-C01382-FD021,2026-08-24 09:55:00+00:00,60,79.76,0.9911,49.866,60.95,0.965,CLOSED
IND-S03306,IN-C19733-GEN05,2026-08-16 12:50:00+00:00,-55,63.51,1.0071,49.983,54.88,0.99,CLOSED
IND-S03306,IN-C19733-GEN05,2026-08-16 12:55:00+00:00,-50,66.36,1.0004,49.982,54.73,0.99,CLOSED
IND-S03306,IN-C19733-GEN05,2026-08-16 13:00:00+00:00,-45,66.03,1.0094,49.976,56.69,0.99,CLOSED
IND-S03306,IN-C19733-GEN05,2026-08-16 13:05:00+00:00,-40,66.21,1.0154,49.976,57.08,0.99,CLOSED
IND-S03306,IN-C19733-GEN05,2026-08-16 13:10:00+00:00,-35,67.58,1.0082,49.97,58.43,0.99,CLOSED
IND-S03306,IN-C19733-GEN05,2026-08-16 13:15:00+00:00,-30,64.35,1.0176,49.971,57.96,0.99,CLOSED
IND-S03306,IN-C19733-GEN05,2026-08-16 13:20:00+00:00,-25,69.23,1.0041,49.976,60.37,0.99,CLOSED
IND-S03306,IN-C19733-GEN05,2026-08-16 13:25:00+00:00,-20,66.77,1.009,49.982,57.72,0.99,CLOSED
IND-S03306,IN-C19733-GEN05,2026-08-16 13:30:00+00:00,-15,68.31,1.0092,49.975,59.45,0.99,CLOSED
IND-S03306,IN-C19733-GEN05,2026-08-16 13:35:00+00:00,-10,69.97,1.0071,49.976,60.04,0.99,CLOSED
IND-S03306,IN-C19733-GEN05,2026-08-16 13:40:00+00:00,-5,63.7,1.019,49.974,56.77,0.99,CLOSED
IND-S03306,IN-C19733-GEN05,2026-08-16 13:45:00+00:00,0,66.97,1.0104,49.972,56.85,0.99,CLOSED
IND-S03306,IN-C19733-GEN05,2026-08-16 13:50:00+00:00,5,68.89,1.003,49.976,59.36,0.99,CLOSED
IND-S03306,IN-C19733-GEN05,2026-08-16 13:55:00+00:00,10,65.45,1.0046,49.981,57.59,0.99,CLOSED
IND-S03306,IN-C19733-GEN05,2026-08-16 14:00:00+00:00,15,66.61,1.0053,49.975,58.81,0.99,CLOSED
IND-S03306,IN-C19733-GEN05,2026-08-16 14:05:00+00:00,20,60.39,1.0175,49.978,53.39,0.99,CLOSED
IND-S03306,IN-C19733-GEN05,2026-08-16 14:10:00+00:00,25,64.68,1.0099,49.97,58.17,0.99,CLOSED
IND-S03306,IN-C19733-GEN05,2026-08-16 14:15:00+00:00,30,65.53,1.0184,49.979,59.97,0.99,CLOSED
IND-S03306,IN-C19733-GEN05,2026-08-16 14:20:00+00:00,35,63.23,1.0205,49.976,54.58,0.99,CLOSED
IND-S03306,IN-C19733-GEN05,2026-08-16 14:25:00+00:00,40,66.06,1.0114,49.975,57.79,0.99,CLOSED
IND-S03306,IN-C19733-GEN05,2026-08-16 14:30:00+00:00,45,64.87,1.0176,49.973,57.08,0.99,CLOSED
IND-S03306,IN-C19733-GEN05,2026-08-16 14:35:00+00:00,50,69.4,1.0058,49.978,57.56,0.99,CLOSED
IND-S03306,IN-C19733-GEN05,2026-08-16 14:40:00+00:00,55,64.43,1.0153,49.97,56.58,0.99,CLOSED
IND-S03306,IN-C19733-GEN05,2026-08-16 14:45:00+00:00,60,67.11,1.0102,49.981,58.09,0.99,CLOSED
IND-S03307,IN-C11560-SS,2026-08-01 04:10:00+00:00,-55,135.0,0.9087,49.656,71.44,0.954,CLOSED
IND-S03307,IN-C11560-SS,2026-08-01 04:15:00+00:00,-50,135.0,0.9051,49.658,72.49,0.954,CLOSED
IND-S03307,IN-C11560-SS,2026-08-01 04:20:00+00:00,-45,135.0,0.907,49.653,73.45,0.954,CLOSED
IND-S03307,IN-C11560-SS,2026-08-01 04:25:00+00:00,-40,135.0,0.9018,49.647,71.23,0.954,CLOSED
IND-S03307,IN-C11560-SS,2026-08-01 04:30:00+00:00,-35,135.0,0.904,49.655,73.66,0.954,CLOSED
IND-S03307,IN-C11560-SS,2026-08-01 04:35:00+00:00,-30,135.0,0.9046,49.654,72.28,0.954,CLOSED
IND-S03307,IN-C11560-SS,2026-08-01 04:40:00+00:00,-25,135.0,0.9054,49.65,72.85,0.954,CLOSED
IND-S03307,IN-C11560-SS,2026-08-01 04:45:00+00:00,-20,135.0,0.9077,49.644,71.23,0.954,CLOSED
IND-S03307,IN-C11560-SS,2026-08-01 04:50:00+00:00,-15,135.0,0.9086,49.652,71.18,0.954,CLOSED
IND-S03307,IN-C11560-SS,2026-08-01 04:55:00+00:00,-10,135.0,0.9069,49.651,71.43,0.954,CLOSED
IND-S03307,IN-C11560-SS,2026-08-01 05:00:00+00:00,-5,135.0,0.9105,49.647,73.29,0.954,CLOSED
IND-S03307,IN-C11560-SS,2026-08-01 05:05:00+00:00,0,135.0,0.9119,49.641,70.56,0.954,CLOSED
IND-S03307,IN-C11560-SS,2026-08-01 05:10:00+00:00,5,135.0,0.9055,49.64,71.94,0.954,CLOSED
IND-S03307,IN-C11560-SS,2026-08-01 05:15:00+00:00,10,135.0,0.9047,49.641,71.0,0.954,CLOSED
IND-S03307,IN-C11560-SS,2026-08-01 05:20:00+00:00,15,135.0,0.9,49.642,71.42,0.954,CLOSED
IND-S03307,IN-C11560-SS,2026-08-01 05:25:00+00:00,20,135.0,0.9047,49.649,72.69,0.954,CLOSED
IND-S03307,IN-C11560-SS,2026-08-01 05:30:00+00:00,25,135.0,0.9011,49.639,71.2,0.954,CLOSED
IND-S03307,IN-C11560-SS,2026-08-01 05:35:00+00:00,30,135.0,0.9073,49.645,71.74,0.954,CLOSED
IND-S03307,IN-C11560-SS,2026-08-01 05:40:00+00:00,35,135.0,0.9043,49.649,72.23,0.954,CLOSED
IND-S03307,IN-C11560-SS,2026-08-01 05:45:00+00:00,40,135.0,0.9058,49.645,72.27,0.954,CLOSED
IND-S03307,IN-C11560-SS,2026-08-01 05:50:00+00:00,45,135.0,0.9071,49.633,73.23,0.954,CLOSED
IND-S03307,IN-C11560-SS,2026-08-01 05:55:00+00:00,50,135.0,0.9104,49.642,70.51,0.954,CLOSED
IND-S03307,IN-C11560-SS,2026-08-01 06:00:00+00:00,55,135.0,0.9025,49.642,70.09,0.954,CLOSED
IND-S03307,IN-C11560-SS,2026-08-01 06:05:00+00:00,60,135.0,0.899,49.642,72.59,0.954,CLOSED
IND-S03308,IN-C05537-FD011,2026-08-06 20:25:00+00:00,-55,113.95,0.9326,49.646,71.81,0.99,CLOSED
IND-S03308,IN-C05537-FD011,2026-08-06 20:30:00+00:00,-50,113.0,0.9439,49.651,73.77,0.99,CLOSED
IND-S03308,IN-C05537-FD011,2026-08-06 20:35:00+00:00,-45,114.1,0.9417,49.656,72.24,0.99,CLOSED
IND-S03308,IN-C05537-FD011,2026-08-06 20:40:00+00:00,-40,108.3,0.9444,49.646,71.49,0.99,CLOSED
IND-S03308,IN-C05537-FD011,2026-08-06 20:45:00+00:00,-35,111.59,0.9412,49.647,72.85,0.99,CLOSED
IND-S03308,IN-C05537-FD011,2026-08-06 20:50:00+00:00,-30,111.29,0.9464,49.651,74.12,0.99,CLOSED
IND-S03308,IN-C05537-FD011,2026-08-06 20:55:00+00:00,-25,117.48,0.9395,49.651,73.63,0.99,CLOSED
IND-S03308,IN-C05537-FD011,2026-08-06 21:00:00+00:00,-20,112.42,0.9387,49.649,71.78,0.99,CLOSED
IND-S03308,IN-C05537-FD011,2026-08-06 21:05:00+00:00,-15,116.68,0.9332,49.649,73.55,0.99,CLOSED
IND-S03308,IN-C05537-FD011,2026-08-06 21:10:00+00:00,-10,113.5,0.9391,49.656,73.95,0.99,CLOSED
IND-S03308,IN-C05537-FD011,2026-08-06 21:15:00+00:00,-5,111.57,0.9435,49.652,74.2,0.99,CLOSED
IND-S03308,IN-C05537-FD011,2026-08-06 21:20:00+00:00,0,114.79,0.9332,49.654,71.66,0.99,CLOSED
IND-S03308,IN-C05537-FD011,2026-08-06 21:25:00+00:00,5,112.87,0.9458,49.648,73.5,0.99,CLOSED
IND-S03308,IN-C05537-FD011,2026-08-06 21:30:00+00:00,10,112.03,0.9378,49.647,73.79,0.99,CLOSED
IND-S03308,IN-C05537-FD011,2026-08-06 21:35:00+00:00,15,119.84,0.9355,49.641,71.46,0.99,CLOSED
IND-S03308,IN-C05537-FD011,2026-08-06 21:40:00+00:00,20,114.94,0.9354,49.644,74.02,0.99,CLOSED
IND-S03308,IN-C05537-FD011,2026-08-06 21:45:00+00:00,25,108.91,0.9427,49.645,71.31,0.99,CLOSED
IND-S03308,IN-C05537-FD011,2026-08-06 21:50:00+00:00,30,110.3,0.9486,49.656,72.14,0.99,CLOSED
IND-S03308,IN-C05537-FD011,2026-08-06 21:55:00+00:00,35,111.32,0.941,49.652,73.27,0.99,CLOSED
IND-S03308,IN-C05537-FD011,2026-08-06 22:00:00+00:00,40,110.51,0.9409,49.645,72.41,0.99,CLOSED
IND-S03308,IN-C05537-FD011,2026-08-06 22:05:00+00:00,45,112.68,0.9396,49.654,71.46,0.99,CLOSED
IND-S03308,IN-C05537-FD011,2026-08-06 22:10:00+00:00,50,111.0,0.9366,49.654,71.22,0.99,CLOSED
IND-S03308,IN-C05537-FD011,2026-08-06 22:15:00+00:00,55,113.18,0.9471,49.649,73.25,0.99,CLOSED
IND-S03308,IN-C05537-FD011,2026-08-06 22:20:00+00:00,60,114.31,0.9422,49.658,71.84,0.99,CLOSED
IND-S03309,IN-C11570-GEN11,2026-08-29 08:20:00+00:00,-55,135.0,0.912,49.654,73.74,0.954,CLOSED
IND-S03309,IN-C11570-GEN11,2026-08-29 08:25:00+00:00,-50,135.0,0.9027,49.656,73.49,0.954,CLOSED
IND-S03309,IN-C11570-GEN11,2026-08-29 08:30:00+00:00,-45,135.0,0.913,49.651,73.4,0.954,CLOSED
IND-S03309,IN-C11570-GEN11,2026-08-29 08:35:00+00:00,-40,135.0,0.9064,49.652,74.34,0.954,CLOSED
IND-S03309,IN-C11570-GEN11,2026-08-29 08:40:00+00:00,-35,135.0,0.9098,49.654,74.94,0.954,CLOSED
IND-S03309,IN-C11570-GEN11,2026-08-29 08:45:00+00:00,-30,135.0,0.9072,49.654,73.66,0.954,CLOSED
IND-S03309,IN-C11570-GEN11,2026-08-29 08:50:00+00:00,-25,135.0,0.9081,49.653,71.93,0.954,CLOSED
IND-S03309,IN-C11570-GEN11,2026-08-29 08:55:00+00:00,-20,135.0,0.9142,49.647,74.39,0.954,CLOSED
IND-S03309,IN-C11570-GEN11,2026-08-29 09:00:00+00:00,-15,135.0,0.9052,49.651,74.02,0.954,CLOSED
IND-S03309,IN-C11570-GEN11,2026-08-29 09:05:00+00:00,-10,135.0,0.9129,49.655,74.42,0.954,CLOSED
IND-S03309,IN-C11570-GEN11,2026-08-29 09:10:00+00:00,-5,135.0,0.9123,49.647,75.51,0.954,CLOSED
IND-S03309,IN-C11570-GEN11,2026-08-29 09:15:00+00:00,0,135.0,0.9095,49.647,72.47,0.954,CLOSED
IND-S03309,IN-C11570-GEN11,2026-08-29 09:20:00+00:00,5,135.0,0.914,49.644,75.41,0.954,CLOSED
IND-S03309,IN-C11570-GEN11,2026-08-29 09:25:00+00:00,10,135.0,0.9026,49.65,73.74,0.954,CLOSED
