scenario_id,step,node_id,loading_pct,temp_c,voltage_pu_proxy,alive
IND-S01942,1,IN-C09288-SS,74.87,49.03,0.9406,1
IND-S01942,1,IN-C09289-SS,74.87,49.3,0.9466,1
IND-S01942,1,IN-C09290-SS,74.87,50.4,0.9926,1
IND-S01942,1,IN-C09291-SS,74.87,53.8,0.9416,1
IND-S01942,1,IN-C09292-SS,74.87,52.95,1.0076,1
IND-S01942,1,IN-C09293-SS,74.87,50.98,0.9646,1
IND-S01942,1,IN-C09294-SS,0.0,54.22,0.994,1
IND-S01942,1,IN-C09295-SS,0.0,53.25,1.031,1
IND-S01942,1,IN-C09296-SS,0.0,46.6,0.976,1
IND-S01942,1,IN-C09297-SS,0.0,46.7,1.026,1
IND-S01942,1,IN-C09298-SS,0.0,51.58,0.986,1
IND-S01942,1,IN-C09299-SS,0.0,45.58,1.003,1
IND-S01942,1,IN-C09300-SS,0.0,54.0,1.008,1
IND-S01942,1,IN-C09301-SS,68.05,48.39,0.9671,1
IND-S01942,1,IN-C09302-SS,0.0,54.8,1.026,1
IND-S01942,1,IN-C09303-SS,0.0,48.22,0.982,1
IND-S01942,1,IN-C09304-SS,0.0,45.55,1.034,1
IND-S01942,1,IN-C09305-SS,0.0,49.9,1.024,1
IND-S01942,1,IN-C09328-SS,0.0,133.78,0.0,0
IND-S01942,1,IN-C09548-SS,0.0,139.31,0.0,0
IND-S01942,1,IN-C10092-SS,0.0,51.09,0.987,1
IND-S01942,1,IN-C10093-SS,0.0,139.37,0.0,0
IND-S01942,1,IN-C09282-TR01,0.0,47.48,1.021,1
IND-S01942,1,IN-C09282-FD011,0.0,48.1,1.038,1
IND-S01942,1,IN-C09282-FD012,0.0,51.52,0.964,1
IND-S01942,1,IN-C09282-TR02,0.0,50.98,0.98,1
IND-S01942,1,IN-C09282-FD021,0.0,52.55,0.974,1
IND-S01942,1,IN-C09282-FD022,0.0,47.72,0.996,1
IND-S01942,1,IN-C09282-TR03,0.0,48.7,0.991,1
IND-S01942,1,IN-C09282-FD031,0.0,49.25,1.002,1
IND-S01942,1,IN-C09282-FD032,0.0,48.1,1.026,1
IND-S01942,1,IN-C09282-GEN01,0.0,54.48,0.984,1
IND-S01942,1,IN-MAH-HUB-GEN,0.0,52.45,1.016,1
IND-S01942,2,IN-WR-HUB,0.0,62.38,0.0,0
IND-S01942,2,IN-MAH-HUB,0.0,148.95,0.0,0
IND-S01942,2,IN-C09282-SS,0.0,148.95,0.0,0
IND-S01942,2,IN-C09283-SS,97.54,48.48,0.9477,1
IND-S01942,2,IN-C09284-SS,86.56,48.62,0.9898,1
IND-S01942,2,IN-C09285-SS,0.0,141.87,0.0,0
IND-S01942,2,IN-C09286-SS,74.87,45.38,1.0086,1
IND-S01942,2,IN-C09287-SS,74.87,52.82,0.9476,1
IND-S01942,2,IN-C09288-SS,74.87,49.03,0.9406,1
IND-S01942,2,IN-C09289-SS,74.87,49.3,0.9466,1
IND-S01942,2,IN-C09290-SS,74.87,50.4,0.9926,1
IND-S01942,2,IN-C09291-SS,74.87,53.8,0.9416,1
IND-S01942,2,IN-C09292-SS,74.87,52.95,1.0076,1
IND-S01942,2,IN-C09293-SS,74.87,50.98,0.9646,1
IND-S01942,2,IN-C09294-SS,0.0,53.7,0.994,1
IND-S01942,2,IN-C09295-SS,0.0,52.72,1.031,1
IND-S01942,2,IN-C09296-SS,0.0,46.08,0.976,1
IND-S01942,2,IN-C09297-SS,0.0,46.18,1.026,1
IND-S01942,2,IN-C09298-SS,0.0,51.05,0.986,1
IND-S01942,2,IN-C09299-SS,0.0,45.05,1.003,1
IND-S01942,2,IN-C09300-SS,0.0,53.48,1.008,1
IND-S01942,2,IN-C09301-SS,68.05,48.37,0.9671,1
IND-S01942,2,IN-C09302-SS,0.0,54.28,1.026,1
IND-S01942,2,IN-C09303-SS,0.0,47.7,0.982,1
IND-S01942,2,IN-C09304-SS,0.0,45.03,1.034,1
IND-S01942,2,IN-C09305-SS,0.0,49.38,1.024,1
IND-S01942,2,IN-C09328-SS,0.0,133.26,0.0,0
IND-S01942,2,IN-C09548-SS,0.0,138.79,0.0,0
IND-S01942,2,IN-C10092-SS,0.0,50.56,0.987,1
IND-S01942,2,IN-C10093-SS,0.0,138.85,0.0,0
IND-S01942,2,IN-C09282-TR01,0.0,46.95,1.021,1
IND-S01942,2,IN-C09282-FD011,0.0,47.58,1.038,1
IND-S01942,2,IN-C09282-FD012,0.0,51.0,0.964,1
IND-S01942,2,IN-C09282-TR02,0.0,50.45,0.98,1
IND-S01942,2,IN-C09282-FD021,0.0,52.03,0.974,1
IND-S01942,2,IN-C09282-FD022,0.0,47.2,0.996,1
IND-S01942,2,IN-C09282-TR03,0.0,48.18,0.991,1
IND-S01942,2,IN-C09282-FD031,0.0,48.72,1.002,1
IND-S01942,2,IN-C09282-FD032,0.0,47.58,1.026,1
IND-S01942,2,IN-C09282-GEN01,0.0,53.95,0.984,1
IND-S01942,2,IN-MAH-HUB-GEN,0.0,51.92,1.016,1
IND-S01942,3,IN-WR-HUB,0.0,61.85,0.0,0
IND-S01942,3,IN-MAH-HUB,0.0,148.42,0.0,0
IND-S01942,3,IN-C09282-SS,0.0,148.42,0.0,0
IND-S01942,3,IN-C09283-SS,97.54,48.48,0.9477,1
IND-S01942,3,IN-C09284-SS,86.56,48.62,0.9898,1
IND-S01942,3,IN-C09285-SS,0.0,141.34,0.0,0
IND-S01942,3,IN-C09286-SS,74.87,45.38,1.0086,1
IND-S01942,3,IN-C09287-SS,74.87,52.82,0.9476,1
IND-S01942,3,IN-C09288-SS,74.87,49.03,0.9406,1
IND-S01942,3,IN-C09289-SS,74.87,49.3,0.9466,1
IND-S01942,3,IN-C09290-SS,74.87,50.4,0.9926,1
IND-S01942,3,IN-C09291-SS,74.87,53.8,0.9416,1
IND-S01942,3,IN-C09292-SS,74.87,52.95,1.0076,1
IND-S01942,3,IN-C09293-SS,74.87,50.98,0.9646,1
IND-S01942,3,IN-C09294-SS,0.0,53.18,0.994,1
IND-S01942,3,IN-C09295-SS,0.0,52.2,1.031,1
IND-S01942,3,IN-C09296-SS,0.0,45.55,0.976,1
IND-S01942,3,IN-C09297-SS,0.0,45.65,1.026,1
IND-S01942,3,IN-C09298-SS,0.0,50.53,0.986,1
IND-S01942,3,IN-C09299-SS,0.0,44.53,1.003,1
IND-S01942,3,IN-C09300-SS,0.0,52.95,1.008,1
IND-S01942,3,IN-C09301-SS,68.05,48.36,0.9671,1
IND-S01942,3,IN-C09302-SS,0.0,53.75,1.026,1
IND-S01942,3,IN-C09303-SS,0.0,47.18,0.982,1
IND-S01942,3,IN-C09304-SS,0.0,44.5,1.034,1
IND-S01942,3,IN-C09305-SS,0.0,48.85,1.024,1
IND-S01942,3,IN-C09328-SS,0.0,132.73,0.0,0
IND-S01942,3,IN-C09548-SS,0.0,138.26,0.0,0
IND-S01942,3,IN-C10092-SS,0.0,50.04,0.987,1
IND-S01942,3,IN-C10093-SS,0.0,138.32,0.0,0
IND-S01942,3,IN-C09282-TR01,0.0,46.42,1.021,1
IND-S01942,3,IN-C09282-FD011,0.0,47.05,1.038,1
IND-S01942,3,IN-C09282-FD012,0.0,50.48,0.964,1
IND-S01942,3,IN-C09282-TR02,0.0,49.92,0.98,1
IND-S01942,3,IN-C09282-FD021,0.0,51.5,0.974,1
IND-S01942,3,IN-C09282-FD022,0.0,46.68,0.996,1
IND-S01942,3,IN-C09282-TR03,0.0,47.65,0.991,1
IND-S01942,3,IN-C09282-FD031,0.0,48.2,1.002,1
IND-S01942,3,IN-C09282-FD032,0.0,47.05,1.026,1
IND-S01942,3,IN-C09282-GEN01,0.0,53.43,0.984,1
IND-S01942,3,IN-MAH-HUB-GEN,0.0,51.4,1.016,1
IND-S01942,4,IN-WR-HUB,0.0,61.33,0.0,0
IND-S01942,4,IN-MAH-HUB,0.0,147.9,0.0,0
IND-S01942,4,IN-C09282-SS,0.0,147.9,0.0,0
IND-S01942,4,IN-C09283-SS,97.54,48.48,0.9477,1
IND-S01942,4,IN-C09284-SS,86.56,48.62,0.9898,1
IND-S01942,4,IN-C09285-SS,0.0,140.82,0.0,0
IND-S01942,4,IN-C09286-SS,74.87,45.38,1.0086,1
IND-S01942,4,IN-C09287-SS,74.87,52.82,0.9476,1
IND-S01942,4,IN-C09288-SS,74.87,49.03,0.9406,1
IND-S01942,4,IN-C09289-SS,74.87,49.3,0.9466,1
IND-S01942,4,IN-C09290-SS,74.87,50.4,0.9926,1
IND-S01942,4,IN-C09291-SS,74.87,53.8,0.9416,1
IND-S01942,4,IN-C09292-SS,74.87,52.95,1.0076,1
IND-S01942,4,IN-C09293-SS,74.87,50.98,0.9646,1
IND-S01942,4,IN-C09294-SS,0.0,52.65,0.994,1
IND-S01942,4,IN-C09295-SS,0.0,51.68,1.031,1
IND-S01942,4,IN-C09296-SS,0.0,45.03,0.976,1
IND-S01942,4,IN-C09297-SS,0.0,45.13,1.026,1
IND-S01942,4,IN-C09298-SS,0.0,50.0,0.986,1
IND-S01942,4,IN-C09299-SS,0.0,44.0,1.003,1
IND-S01942,4,IN-C09300-SS,0.0,52.42,1.008,1
IND-S01942,4,IN-C09301-SS,68.05,48.34,0.9671,1
IND-S01942,4,IN-C09302-SS,0.0,53.23,1.026,1
IND-S01942,4,IN-C09303-SS,0.0,46.65,0.982,1
IND-S01942,4,IN-C09304-SS,0.0,43.98,1.034,1
IND-S01942,4,IN-C09305-SS,0.0,48.32,1.024,1
IND-S01942,4,IN-C09328-SS,0.0,132.21,0.0,0
IND-S01942,4,IN-C09548-SS,0.0,137.74,0.0,0
IND-S01942,4,IN-C10092-SS,0.0,49.51,0.987,1
IND-S01942,4,IN-C10093-SS,0.0,137.8,0.0,0
IND-S01942,4,IN-C09282-TR01,0.0,45.9,1.021,1
IND-S01942,4,IN-C09282-FD011,0.0,46.53,1.038,1
IND-S01942,4,IN-C09282-FD012,0.0,49.95,0.964,1
IND-S01942,4,IN-C09282-TR02,0.0,49.4,0.98,1
IND-S01942,4,IN-C09282-FD021,0.0,50.98,0.974,1
IND-S01942,4,IN-C09282-FD022,0.0,46.15,0.996,1
IND-S01942,4,IN-C09282-TR03,0.0,47.13,0.991,1
IND-S01942,4,IN-C09282-FD031,0.0,47.68,1.002,1
IND-S01942,4,IN-C09282-FD032,0.0,46.53,1.026,1
IND-S01942,4,IN-C09282-GEN01,0.0,52.9,0.984,1
IND-S01942,4,IN-MAH-HUB-GEN,0.0,50.88,1.016,1
IND-S01943,0,IN-AND-HUB,95.51,50.85,0.9879,1
IND-S01943,0,IN-C00025-SS,146.38,92.13,0.925,1
IND-S01943,0,IN-C00068-SS,95.45,51.72,0.928,1
IND-S01943,0,IN-C00136-SS,95.45,45.3,0.951,1
IND-S01943,0,IN-C00025-TR01,95.45,50.58,0.979,1
IND-S01943,0,IN-C00025-TR02,153.16,97.4,0.8755,1
IND-S01943,0,IN-C00025-FD021,153.16,101.63,0.9055,1
IND-S01943,0,IN-C00025-GEN09,58.66,47.49,0.9915,1
IND-S01943,1,IN-AND-HUB,95.76,50.85,0.9877,1
IND-S01943,1,IN-C00025-SS,0.0,91.61,0.0,0
IND-S01943,1,IN-C00068-SS,0.0,51.2,0.978,1
IND-S01943,1,IN-C00136-SS,0.0,44.78,1.001,1
IND-S01943,1,IN-C00025-TR01,0.0,50.05,1.029,1
IND-S01943,1,IN-C00025-TR02,0.0,96.88,0.0,0
IND-S01943,1,IN-C00025-FD021,0.0,101.1,0.0,0
IND-S01943,1,IN-C00025-GEN09,0.0,46.96,1.001,1
IND-S01944,0,IN-MAD-HUB,81.36,48.97,0.9765,1
IND-S01944,0,IN-C07874-SS,72.86,49.58,0.9829,1
IND-S01944,0,IN-C08876-SS,16.22,47.2,1.009,1
IND-S01944,0,IN-C08939-SS,81.32,48.25,0.9576,1
IND-S01944,0,IN-C07874-TR01,0.0,47.0,1.034,1
IND-S01944,0,IN-C07874-FD011,0.0,45.78,0.991,1
IND-S01945,0,IN-MAH-HUB,48.3,51.21,0.969,1
IND-S01945,0,IN-C09295-SS,48.26,53.61,1.031,1
IND-S01945,0,IN-C09297-SS,49.91,47.07,1.026,1
IND-S01945,0,IN-C09475-SS,48.26,47.34,0.962,1
IND-S01945,0,IN-C09297-TR01,49.91,48.8,0.963,1
IND-S01945,0,IN-C09297-FD011,49.91,45.6,1.017,1
IND-S01945,0,IN-C09297-TR02,48.26,45.44,0.963,1
IND-S01946,0,IN-GUJ-HUB,172.55,150.0,0.8772,1
IND-S01946,0,IN-C03281-SS,279.85,150.0,0.75,1
IND-S01946,0,IN-C03672-SS,87.57,55.0,0.9427,1
IND-S01946,0,IN-C03785-SS,87.57,50.55,0.9447,1
IND-S01946,0,IN-C03281-TR01,472.14,150.0,0.75,1
IND-S01946,0,IN-C03281-FD011,87.57,49.58,0.9697,1
IND-S01946,0,IN-C03281-FD012,472.14,150.0,0.75,1
IND-S01946,0,IN-C03281-TR02,87.57,48.5,0.9977,1
IND-S01946,0,IN-C03281-TR03,87.57,51.8,0.9657,1
IND-S01946,0,IN-C03281-GEN02,69.42,45.07,0.9506,1
IND-S01946,1,IN-GUJ-HUB,0.0,149.48,0.0,0
IND-S01946,1,IN-C03281-SS,0.0,149.48,0.0,0
IND-S01946,1,IN-C03672-SS,0.0,54.48,0.984,1
IND-S01946,1,IN-C03785-SS,0.0,50.02,0.986,1
IND-S01946,1,IN-C03281-TR01,0.0,149.48,0.0,0
IND-S01946,1,IN-C03281-FD011,0.0,49.05,1.011,1
IND-S01946,1,IN-C03281-FD012,0.0,149.48,0.0,0
IND-S01946,1,IN-C03281-TR02,0.0,47.98,1.039,1
IND-S01946,1,IN-C03281-TR03,0.0,51.28,1.007,1
IND-S01946,1,IN-C03281-GEN02,0.0,44.55,0.972,1
IND-S01946,2,IN-GUJ-HUB,0.0,148.95,0.0,0
IND-S01946,2,IN-C03281-SS,0.0,148.95,0.0,0
IND-S01946,2,IN-C03672-SS,0.0,53.95,0.984,1
IND-S01946,2,IN-C03785-SS,0.0,49.5,0.986,1
IND-S01946,2,IN-C03281-TR01,0.0,148.95,0.0,0
IND-S01946,2,IN-C03281-FD011,0.0,48.53,1.011,1
IND-S01946,2,IN-C03281-FD012,0.0,148.95,0.0,0
IND-S01946,2,IN-C03281-TR02,0.0,47.45,1.039,1
IND-S01946,2,IN-C03281-TR03,0.0,50.75,1.007,1
IND-S01946,2,IN-C03281-GEN02,0.0,44.02,0.972,1
IND-S01946,3,IN-GUJ-HUB,0.0,148.42,0.0,0
IND-S01946,3,IN-C03281-SS,0.0,148.42,0.0,0
IND-S01946,3,IN-C03672-SS,0.0,53.42,0.984,1
IND-S01946,3,IN-C03785-SS,0.0,48.98,0.986,1
IND-S01946,3,IN-C03281-TR01,0.0,148.42,0.0,0
IND-S01946,3,IN-C03281-FD011,0.0,48.0,1.011,1
IND-S01946,3,IN-C03281-FD012,0.0,148.42,0.0,0
IND-S01946,3,IN-C03281-TR02,0.0,46.92,1.039,1
IND-S01946,3,IN-C03281-TR03,0.0,50.22,1.007,1
IND-S01946,3,IN-C03281-GEN02,0.0,43.5,0.972,1
IND-S01946,4,IN-GUJ-HUB,0.0,147.9,0.0,0
IND-S01946,4,IN-C03281-SS,0.0,147.9,0.0,0
IND-S01946,4,IN-C03672-SS,0.0,52.9,0.984,1
IND-S01946,4,IN-C03785-SS,0.0,48.45,0.986,1
IND-S01946,4,IN-C03281-TR01,0.0,147.9,0.0,0
IND-S01946,4,IN-C03281-FD011,0.0,47.48,1.011,1
IND-S01946,4,IN-C03281-FD012,0.0,147.9,0.0,0
IND-S01946,4,IN-C03281-TR02,0.0,46.4,1.039,1
IND-S01946,4,IN-C03281-TR03,0.0,49.7,1.007,1
IND-S01946,4,IN-C03281-GEN02,0.0,42.97,0.972,1
IND-S01947,0,IN-SR-HUB,92.67,39.38,0.9201,1
IND-S01947,0,IN-C00001-SS,91.66,46.88,0.9722,1
IND-S01947,0,IN-C00002-SS,91.26,42.4,0.9376,1
IND-S01947,0,IN-C00003-SS,91.26,42.7,0.9706,1
IND-S01947,0,IN-AND-HUB,104.92,51.33,0.9776,1
IND-S01947,0,IN-C00017-SS,91.26,53.22,0.9276,1
IND-S01947,0,IN-C00018-SS,91.26,53.97,0.9886,1
IND-S01947,0,IN-C00019-SS,91.26,52.03,0.9466,1
IND-S01947,0,IN-C00020-SS,91.66,45.35,0.9552,1
IND-S01947,0,IN-C00021-SS,104.92,43.46,0.9016,1
IND-S01947,0,IN-C00022-SS,91.65,46.08,0.9202,1
IND-S01947,0,IN-C00023-SS,91.65,43.7,0.9172,1
IND-S01947,0,IN-C00024-SS,91.65,44.55,0.9682,1
IND-S01947,0,IN-C00025-SS,91.99,49.1,0.9848,1
IND-S01947,0,IN-C00026-SS,91.9,46.55,0.9789,1
IND-S01947,0,IN-C00027-SS,91.84,47.72,0.942,1
IND-S01947,0,IN-C00028-SS,91.26,48.25,0.9936,1
IND-S01947,0,IN-C00029-SS,91.26,48.95,0.9786,1
IND-S01947,0,IN-C00030-SS,91.26,45.2,0.9506,1
IND-S01947,0,IN-C00031-SS,91.26,44.68,0.9846,1
IND-S01947,0,IN-C00032-SS,91.26,44.18,0.9666,1
IND-S01947,0,IN-C00033-SS,91.26,54.42,0.9886,1
IND-S01947,0,IN-C00034-SS,91.26,48.95,0.9536,1
IND-S01947,0,IN-C00035-SS,91.26,42.08,0.9146,1
IND-S01947,0,IN-C00036-SS,91.26,46.38,0.9706,1
IND-S01947,0,IN-C00037-SS,92.17,47.65,0.9526,1
IND-S01947,0,IN-C00038-SS,91.26,49.92,0.9606,1
IND-S01947,0,IN-C00039-SS,91.26,42.02,0.9616,1
IND-S01947,0,IN-C00040-SS,91.26,42.72,0.9916,1
IND-S01947,0,IN-C00041-SS,91.26,47.62,0.9196,1
IND-S01947,0,IN-C00042-SS,91.26,42.28,0.9856,1
IND-S01947,0,IN-C00126-SS,90.03,46.05,0.946,1
IND-S01947,0,IN-C00261-SS,16.79,44.83,1.026,1
IND-S01947,0,IN-C00548-SS,91.26,44.8,0.9206,1
IND-S01947,0,IN-C00021-TR01,91.26,44.4,0.9826,1
IND-S01947,0,IN-C00021-FD011,91.26,43.0,0.9176,1
IND-S01947,0,IN-C00021-TR02,91.26,46.18,0.9856,1
IND-S01947,0,IN-C00021-FD021,91.26,46.05,0.9456,1
IND-S01947,0,IN-C00021-GEN05,0.0,51.8,0.991,1
IND-S01947,0,IN-AND-HUB-GEN,54.05,49.13,0.9665,1
IND-S01947,1,IN-SR-HUB,92.31,39.38,0.9205,1
IND-S01947,1,IN-C00001-SS,70.84,46.88,0.9951,1
IND-S01947,1,IN-C00002-SS,0.0,41.88,0.983,1
IND-S01947,1,IN-C00003-SS,0.0,42.18,1.016,1
IND-S01947,1,IN-AND-HUB,0.0,50.81,0.0,0
IND-S01947,1,IN-C00017-SS,90.73,53.22,0.9282,1
IND-S01947,1,IN-C00018-SS,69.5,53.97,1.0125,1
IND-S01947,1,IN-C00019-SS,86.03,52.03,0.9524,1
IND-S01947,1,IN-C00020-SS,91.26,45.35,0.9556,1
IND-S01947,1,IN-C00021-SS,0.0,42.93,0.0,0
IND-S01947,1,IN-C00022-SS,73.89,46.08,0.9397,1
IND-S01947,1,IN-C00023-SS,91.26,43.7,0.9176,1
IND-S01947,1,IN-C00024-SS,91.26,44.55,0.9686,1
IND-S01947,1,IN-C00025-SS,87.22,49.1,0.9901,1
IND-S01947,1,IN-C00026-SS,91.26,46.55,0.9796,1
IND-S01947,1,IN-C00027-SS,84.45,47.72,0.9501,1
IND-S01947,1,IN-C00028-SS,90.17,48.25,0.9948,1
IND-S01947,1,IN-C00029-SS,0.0,48.42,1.024,1
IND-S01947,1,IN-C00030-SS,0.0,44.68,0.996,1
IND-S01947,1,IN-C00031-SS,0.0,44.15,1.03,1
IND-S01947,1,IN-C00032-SS,0.0,43.65,1.012,1
IND-S01947,1,IN-C00033-SS,0.0,53.9,1.034,1
IND-S01947,1,IN-C00034-SS,0.0,48.42,0.999,1
IND-S01947,1,IN-C00035-SS,0.0,41.55,0.96,1
IND-S01947,1,IN-C00036-SS,0.0,45.85,1.016,1
IND-S01947,1,IN-C00037-SS,112.53,50.79,0.9302,1
IND-S01947,1,IN-C00038-SS,0.0,49.4,1.006,1
IND-S01947,1,IN-C00039-SS,0.0,41.5,1.007,1
IND-S01947,1,IN-C00040-SS,0.0,42.2,1.037,1
IND-S01947,1,IN-C00041-SS,0.0,47.1,0.965,1
IND-S01947,1,IN-C00042-SS,0.0,41.75,1.031,1
IND-S01947,1,IN-C00126-SS,0.0,45.53,0.99,1
IND-S01947,1,IN-C00261-SS,0.0,44.3,1.026,1
IND-S01947,1,IN-C00548-SS,0.0,44.28,0.966,1
IND-S01947,1,IN-C00021-TR01,0.0,43.88,1.028,1
IND-S01947,1,IN-C00021-FD011,0.0,42.48,0.963,1
IND-S01947,1,IN-C00021-TR02,0.0,45.65,1.031,1
IND-S01947,1,IN-C00021-FD021,0.0,45.52,0.991,1
IND-S01947,1,IN-C00021-GEN05,0.0,51.28,0.991,1
IND-S01947,1,IN-AND-HUB-GEN,0.0,48.61,0.971,1
IND-S01947,2,IN-SR-HUB,92.31,39.38,0.9205,1
IND-S01947,2,IN-C00001-SS,70.84,46.88,0.9951,1
IND-S01947,2,IN-C00002-SS,0.0,41.35,0.983,1
IND-S01947,2,IN-C00003-SS,0.0,41.65,1.016,1
IND-S01947,2,IN-AND-HUB,0.0,50.28,0.0,0
IND-S01947,2,IN-C00017-SS,90.73,53.22,0.9282,1
IND-S01947,2,IN-C00018-SS,69.5,53.97,1.0125,1
IND-S01947,2,IN-C00019-SS,86.03,52.03,0.9524,1
IND-S01947,2,IN-C00020-SS,91.26,45.35,0.9556,1
IND-S01947,2,IN-C00021-SS,0.0,42.41,0.0,0
IND-S01947,2,IN-C00022-SS,73.89,46.08,0.9397,1
IND-S01947,2,IN-C00023-SS,91.26,43.7,0.9176,1
IND-S01947,2,IN-C00024-SS,91.26,44.55,0.9686,1
IND-S01947,2,IN-C00025-SS,87.22,49.1,0.9901,1
IND-S01947,2,IN-C00026-SS,91.26,46.55,0.9796,1
IND-S01947,2,IN-C00027-SS,84.45,47.72,0.9501,1
IND-S01947,2,IN-C00028-SS,90.17,48.25,0.9948,1
IND-S01947,2,IN-C00029-SS,0.0,47.9,1.024,1
IND-S01947,2,IN-C00030-SS,0.0,44.15,0.996,1
IND-S01947,2,IN-C00031-SS,0.0,43.62,1.03,1
IND-S01947,2,IN-C00032-SS,0.0,43.12,1.012,1
IND-S01947,2,IN-C00033-SS,0.0,53.38,1.034,1
IND-S01947,2,IN-C00034-SS,0.0,47.9,0.999,1
IND-S01947,2,IN-C00035-SS,0.0,41.03,0.96,1
IND-S01947,2,IN-C00036-SS,0.0,45.32,1.016,1
IND-S01947,2,IN-C00037-SS,0.0,50.27,0.0,0
IND-S01947,2,IN-C00038-SS,0.0,48.88,1.006,1
IND-S01947,2,IN-C00039-SS,0.0,40.98,1.007,1
IND-S01947,2,IN-C00040-SS,0.0,41.68,1.037,1
IND-S01947,2,IN-C00041-SS,0.0,46.58,0.965,1
IND-S01947,2,IN-C00042-SS,0.0,41.23,1.031,1
IND-S01947,2,IN-C00126-SS,0.0,45.0,0.99,1
IND-S01947,2,IN-C00261-SS,0.0,43.78,1.026,1
IND-S01947,2,IN-C00548-SS,0.0,43.75,0.966,1
IND-S01947,2,IN-C00021-TR01,0.0,43.35,1.028,1
IND-S01947,2,IN-C00021-FD011,0.0,41.95,0.963,1
IND-S01947,2,IN-C00021-TR02,0.0,45.12,1.031,1
IND-S01947,2,IN-C00021-FD021,0.0,45.0,0.991,1
IND-S01947,2,IN-C00021-GEN05,0.0,50.75,0.991,1
IND-S01947,2,IN-AND-HUB-GEN,0.0,48.08,0.971,1
IND-S01948,0,IN-WR-HUB,110.45,50.99,0.9645,1
IND-S01948,0,IN-GUJ-HUB,171.52,147.11,0.8783,1
IND-S01948,0,IN-C03280-SS,171.52,150.0,0.8813,1
IND-S01948,0,IN-C03281-SS,92.43,51.98,0.9543,1
IND-S01948,0,IN-C03282-SS,92.43,56.42,0.9253,1
IND-S01948,0,IN-C03283-SS,93.35,48.0,0.9403,1
IND-S01948,0,IN-C03284-SS,93.3,45.65,0.9384,1
IND-S01948,0,IN-C03285-SS,93.82,55.2,0.9408,1
IND-S01948,0,IN-C03286-SS,93.68,46.6,0.9879,1
IND-S01948,0,IN-C03287-SS,93.56,43.55,0.9361,1
IND-S01948,0,IN-C03288-SS,93.58,51.82,0.9571,1
IND-S01948,0,IN-C03289-SS,92.43,45.58,0.9223,1
IND-S01948,0,IN-C03290-SS,92.43,53.75,0.9763,1
IND-S01948,0,IN-C03291-SS,92.43,52.47,0.9363,1
IND-S01948,0,IN-C03524-SS,92.43,48.95,0.9183,1
IND-S01948,0,IN-C03593-SS,92.43,50.88,0.9293,1
IND-S01948,0,IN-C03775-SS,92.43,51.42,0.9853,1
IND-S01948,0,IN-C03280-TR01,92.43,46.98,0.9543,1
IND-S01948,0,IN-C03280-FD011,92.43,49.28,0.9253,1
IND-S01948,0,IN-C03280-FD012,92.43,48.4,0.9403,1
IND-S01948,0,IN-C03280-TR02,92.43,50.8,0.9443,1
IND-S01948,0,IN-C03280-FD021,92.43,53.45,0.9523,1
IND-S01948,0,IN-C03280-FD022,92.43,43.92,0.9603,1
IND-S01948,0,IN-C03280-TR03,92.43,47.22,0.9853,1
IND-S01948,0,IN-C03280-FD031,92.43,52.4,0.9323,1
IND-S01948,0,IN-C03280-FD032,92.43,55.15,0.9823,1
IND-S01948,0,IN-C03280-GEN01,0.0,51.72,0.97,1
IND-S01948,0,IN-GUJ-HUB-GEN,79.07,54.9,0.956,1
IND-S01948,1,IN-WR-HUB,0.0,50.46,0.0,0
IND-S01948,1,IN-GUJ-HUB,0.0,146.58,0.0,0
IND-S01948,1,IN-C03280-SS,0.0,149.48,0.0,0
IND-S01948,1,IN-C03281-SS,76.56,51.98,0.9718,1
IND-S01948,1,IN-C03282-SS,88.92,56.42,0.9292,1
IND-S01948,1,IN-C03283-SS,92.43,48.0,0.9413,1
IND-S01948,1,IN-C03284-SS,92.43,45.65,0.9393,1
IND-S01948,1,IN-C03285-SS,92.43,55.2,0.9423,1
IND-S01948,1,IN-C03286-SS,83.08,46.6,0.9996,1
IND-S01948,1,IN-C03287-SS,92.43,43.55,0.9373,1
IND-S01948,1,IN-C03288-SS,92.43,51.82,0.9583,1
IND-S01948,1,IN-C03289-SS,0.0,45.05,0.969,1
IND-S01948,1,IN-C03290-SS,0.0,53.22,1.023,1
IND-S01948,1,IN-C03291-SS,0.0,51.95,0.983,1
IND-S01948,1,IN-C03524-SS,0.0,48.42,0.965,1
IND-S01948,1,IN-C03593-SS,0.0,50.35,0.976,1
IND-S01948,1,IN-C03775-SS,0.0,50.9,1.032,1
IND-S01948,1,IN-C03280-TR01,0.0,46.45,1.001,1
IND-S01948,1,IN-C03280-FD011,0.0,48.75,0.972,1
IND-S01948,1,IN-C03280-FD012,0.0,47.88,0.987,1
IND-S01948,1,IN-C03280-TR02,0.0,50.28,0.991,1
IND-S01948,1,IN-C03280-FD021,0.0,52.92,0.999,1
IND-S01948,1,IN-C03280-FD022,0.0,43.4,1.007,1
IND-S01948,1,IN-C03280-TR03,0.0,46.7,1.032,1
IND-S01948,1,IN-C03280-FD031,0.0,51.88,0.979,1
IND-S01948,1,IN-C03280-FD032,0.0,54.63,1.029,1
IND-S01948,1,IN-C03280-GEN01,0.0,51.2,0.97,1
IND-S01948,1,IN-GUJ-HUB-GEN,0.0,54.38,0.988,1
IND-S01948,2,IN-WR-HUB,0.0,49.94,0.0,0
