asset_id,asset_class,city,state,region,lat,lon,voltage_kv,capacity_mva,age_years,base_load_pct,voltage_pu,ambient_temp_c,transformer_bank_id,breaker_state,protection_relay,power_factor_nominal,health_index,dga_hydrogen_ppm,dga_acetylene_ppm,last_inspection_date,maintenance_priority
IN-C08367-SS,substation,Achchhāi,Madhya Pradesh,WR,26.57403,78.55434,132,25,31,31.9,0.994,38.0,,CLOSED,50/51 Overcurrent,0.92,62.0,15.0,10.3,2025-12-01,MEDIUM
IN-C08368-SS,substation,Achera,Madhya Pradesh,WR,24.01526,74.99993,132,25,35,62.5,0.995,37.3,,CLOSED,50/51 Overcurrent,0.962,56.4,16.3,4.1,2025-11-24,HIGH
IN-C08369-SS,substation,Achhalvadi,Madhya Pradesh,WR,21.75864,75.29187,132,25,11,60.1,1.034,36.2,,CLOSED,50/51 Overcurrent,0.925,82.4,33.0,6.6,2026-05-11,ROUTINE
IN-C08370-SS,substation,Achhelankhera,Madhya Pradesh,WR,24.61579,79.11537,132,25,33,43.4,1.02,36.7,,CLOSED,50/51 Overcurrent,0.978,58.8,70.2,4.7,2024-12-26,HIGH
IN-C08371-SS,substation,Achhli,Madhya Pradesh,WR,22.65793,80.37896,132,25,30,34.4,0.965,38.3,,CLOSED,50/51 Overcurrent,0.981,60.6,21.6,8.0,2026-06-22,MEDIUM
IN-C08372-SS,substation,Achhroni,Madhya Pradesh,WR,25.00991,78.23608,132,25,13,60.8,1.012,37.3,,CLOSED,50/51 Overcurrent,0.937,93.0,20.0,1.9,2025-11-06,ROUTINE
IN-C08373-SS,substation,Achkalpur,Madhya Pradesh,WR,24.4171,77.16587,132,25,6,47.7,1.018,36.9,,CLOSED,50/51 Overcurrent,0.972,92.5,12.1,3.9,2025-01-26,ROUTINE
IN-C08374-SS,substation,Achloni,Madhya Pradesh,WR,23.31628,79.83249,132,25,32,52.9,0.96,35.6,,CLOSED,50/51 Overcurrent,0.962,57.9,36.0,7.5,2026-08-25,HIGH
IN-C08375-SS,substation,Achlūkheri,Madhya Pradesh,WR,22.9899,75.98316,132,25,29,50.8,0.994,35.6,,CLOSED,50/51 Overcurrent,0.944,68.5,13.2,2.9,2026-08-25,MEDIUM
IN-C08376-SS,substation,Achnāgaon,Madhya Pradesh,WR,22.557,77.25006,132,25,18,41.0,0.975,37.8,,CLOSED,50/51 Overcurrent,0.924,73.8,23.2,5.3,2026-06-01,MEDIUM
IN-C08377-SS,substation,Achnār,Madhya Pradesh,WR,24.87698,79.9383,132,25,19,64.2,0.96,39.5,,CLOSED,50/51 Overcurrent,0.981,78.6,43.9,0.8,2024-10-04,ROUTINE
IN-C08378-SS,substation,Achpai,Madhya Pradesh,WR,22.0705,74.19814,132,25,15,51.8,1.0,38.7,,CLOSED,50/51 Overcurrent,0.968,82.4,29.0,0.9,2025-04-13,ROUTINE
IN-C08379-SS,substation,Achāna,Madhya Pradesh,WR,22.58918,75.5438,132,25,3,45.1,1.023,36.5,,CLOSED,50/51 Overcurrent,0.982,98.0,28.1,7.2,2025-01-29,ROUTINE
IN-C08380-SS,substation,Achārkundi,Madhya Pradesh,WR,22.42275,74.97301,132,25,22,60.0,0.985,38.4,,CLOSED,50/51 Overcurrent,0.982,77.0,8.8,1.7,2026-01-18,MEDIUM
IN-C08381-SS,substation,Adanadi Chauki,Madhya Pradesh,WR,21.46365,75.47894,132,25,35,44.9,1.012,39.9,,CLOSED,50/51 Overcurrent,0.963,65.0,64.2,4.9,2025-05-21,MEDIUM
IN-C08382-SS,substation,Adanwāra,Madhya Pradesh,WR,24.21297,79.83637,132,25,20,51.6,1.001,38.3,,CLOSED,50/51 Overcurrent,0.934,83.0,8.6,4.8,2025-09-04,ROUTINE
IN-C08383-SS,substation,Adayapur,Madhya Pradesh,WR,24.56655,81.93924,132,25,13,55.2,0.961,38.2,,CLOSED,50/51 Overcurrent,0.923,94.0,23.5,1.6,2025-07-20,ROUTINE
IN-C08384-SS,substation,Adbalia,Madhya Pradesh,WR,24.30662,78.98015,132,25,10,36.0,1.004,39.6,,CLOSED,50/51 Overcurrent,0.949,86.8,22.7,2.5,2026-08-10,ROUTINE
IN-C08385-SS,substation,Ade Ka Pura,Madhya Pradesh,WR,26.72655,78.1881,132,25,33,46.9,1.012,33.6,,CLOSED,50/51 Overcurrent,0.964,55.8,16.9,5.3,2026-05-04,HIGH
IN-C08386-SS,substation,Adegaon,Madhya Pradesh,WR,22.61641,79.49007,132,25,24,43.4,1.039,39.5,,CLOSED,50/51 Overcurrent,0.959,70.8,47.0,2.5,2026-06-12,MEDIUM
IN-C08387-SS,substation,Adhanpur,Madhya Pradesh,WR,26.47464,77.89411,132,25,35,43.2,1.029,34.5,,CLOSED,50/51 Overcurrent,0.951,61.2,50.1,5.7,2026-05-09,MEDIUM
IN-C08388-SS,substation,Adharkhoha,Madhya Pradesh,WR,24.41595,80.04641,132,25,25,61.9,0.977,37.5,,CLOSED,50/51 Overcurrent,0.93,71.6,55.8,1.6,2025-09-07,MEDIUM
IN-C08389-SS,substation,Adhera,Madhya Pradesh,WR,22.79791,81.15754,132,25,17,56.9,0.993,35.9,,CLOSED,50/51 Overcurrent,0.968,76.6,57.7,11.4,2025-08-09,MEDIUM
IN-C08390-SS,substation,Adhiyārigarai,Madhya Pradesh,WR,24.23213,81.83562,132,25,33,34.0,0.97,35.1,,CLOSED,50/51 Overcurrent,0.968,62.0,105.0,4.3,2025-10-20,MEDIUM
IN-C08391-SS,substation,Adhrauta,Madhya Pradesh,WR,23.69734,79.48195,132,25,30,43.3,0.981,35.2,,CLOSED,50/51 Overcurrent,0.964,58.1,37.2,6.4,2024-12-05,HIGH
IN-C08392-SS,substation,Adhrota,Madhya Pradesh,WR,23.69855,79.48468,132,25,27,44.2,1.02,38.5,,CLOSED,50/51 Overcurrent,0.973,68.7,41.4,1.4,2024-12-01,MEDIUM
IN-C08393-SS,substation,Adhrār,Madhya Pradesh,WR,23.84378,79.94537,132,25,24,56.3,0.96,36.0,,CLOSED,50/51 Overcurrent,0.962,83.0,46.7,3.4,2025-04-16,ROUTINE
IN-C08394-SS,substation,Adhrāri,Madhya Pradesh,WR,24.08788,80.00821,132,25,21,43.3,1.019,38.0,,CLOSED,50/51 Overcurrent,0.91,76.6,26.4,3.3,2024-10-30,MEDIUM
IN-C08395-SS,substation,Adhārpur,Madhya Pradesh,WR,23.36678,78.8538,132,25,15,33.5,1.022,35.4,,CLOSED,50/51 Overcurrent,0.946,77.3,75.4,3.4,2025-05-12,MEDIUM
IN-C08396-SS,substation,Adhārtāl,Madhya Pradesh,WR,23.20434,79.95117,132,25,28,45.2,0.972,38.5,,CLOSED,50/51 Overcurrent,0.939,66.8,25.1,8.5,2024-12-24,MEDIUM
IN-C08397-SS,substation,Adilāpur,Madhya Pradesh,WR,25.18689,80.26421,132,25,32,45.8,0.96,39.4,,CLOSED,50/51 Overcurrent,0.974,61.8,19.8,1.4,2026-02-19,MEDIUM
IN-C08398-SS,substation,Adlamikheri,Madhya Pradesh,WR,23.67042,76.3586,132,25,10,59.0,1.037,34.7,,CLOSED,50/51 Overcurrent,0.947,88.3,13.9,3.0,2024-09-13,ROUTINE
IN-C08399-SS,substation,Adwaniya,Madhya Pradesh,WR,23.43297,74.90594,132,25,5,32.2,0.972,36.4,,CLOSED,50/51 Overcurrent,0.944,84.2,23.9,8.8,2025-11-16,ROUTINE
IN-C08400-SS,substation,Adāliya,Madhya Pradesh,WR,22.62912,76.30487,132,25,34,54.4,0.994,35.4,,CLOSED,50/51 Overcurrent,0.937,67.2,13.9,4.9,2025-12-10,MEDIUM
IN-C08401-SS,substation,Adāmpāri,Madhya Pradesh,WR,21.49593,78.07578,132,25,30,53.6,0.979,38.6,,CLOSED,50/51 Overcurrent,0.932,55.5,14.2,12.0,2025-09-12,HIGH
IN-C08402-SS,substation,Adānya,Madhya Pradesh,WR,22.70589,76.72143,132,25,25,52.1,1.008,38.7,,CLOSED,50/51 Overcurrent,0.936,64.8,24.8,29.2,2025-05-06,MEDIUM
IN-C08403-SS,substation,Adār,Madhya Pradesh,WR,24.96154,81.81249,132,25,15,57.2,1.009,34.9,,CLOSED,50/51 Overcurrent,0.951,82.0,23.2,3.2,2025-03-03,ROUTINE
IN-C08404-SS,substation,Adāwan,Madhya Pradesh,WR,24.38855,78.99372,132,25,33,37.0,0.976,36.7,,CLOSED,50/51 Overcurrent,0.958,67.6,62.9,4.2,2026-06-22,MEDIUM
IN-C08405-SS,substation,Adūpura,Madhya Pradesh,WR,26.21521,78.56568,132,25,28,49.9,0.977,37.1,,CLOSED,50/51 Overcurrent,0.913,73.6,21.6,2.4,2025-03-10,MEDIUM
IN-C08406-SS,substation,Afatganj,Madhya Pradesh,WR,23.51252,78.77116,132,25,26,48.8,1.023,35.3,,CLOSED,50/51 Overcurrent,0.915,71.4,42.6,2.7,2025-11-26,MEDIUM
IN-C08407-SS,substation,Afzalpur,Madhya Pradesh,WR,23.97931,75.23405,132,25,33,34.4,0.996,37.6,,CLOSED,50/51 Overcurrent,0.929,66.1,9.7,1.0,2025-01-01,MEDIUM
IN-C08408-SS,substation,Agadāl,Madhya Pradesh,WR,24.50845,81.21739,132,25,28,64.8,0.968,39.9,,CLOSED,50/51 Overcurrent,0.957,70.6,21.1,9.4,2025-04-13,MEDIUM
IN-C08409-SS,substation,Aganhuri,Madhya Pradesh,WR,23.46117,80.84186,132,25,23,36.5,0.971,36.5,,CLOSED,50/51 Overcurrent,0.98,80.0,52.6,7.5,2025-05-11,ROUTINE
IN-C08410-SS,substation,Agantarā,Madhya Pradesh,WR,22.28458,80.76157,132,25,32,59.1,1.011,39.9,,CLOSED,50/51 Overcurrent,0.98,62.4,30.7,4.5,2025-10-15,MEDIUM
IN-C08411-SS,substation,Agara,Madhya Pradesh,WR,24.35118,79.16171,132,25,16,47.3,1.038,35.4,,CLOSED,50/51 Overcurrent,0.955,87.1,12.6,1.0,2024-10-15,ROUTINE
IN-C08412-SS,substation,Agarahi,Madhya Pradesh,WR,24.71267,82.07328,132,25,24,34.8,1.006,37.0,,CLOSED,50/51 Overcurrent,0.977,67.2,82.7,4.8,2026-08-04,MEDIUM
IN-C08413-SS,substation,Agaria,Madhya Pradesh,WR,23.67332,78.58828,132,25,25,63.9,0.98,39.9,,CLOSED,50/51 Overcurrent,0.954,74.0,7.8,2.9,2026-08-10,MEDIUM
IN-C08414-SS,substation,Agariya,Madhya Pradesh,WR,22.88418,79.30755,132,25,26,31.1,0.976,35.9,,CLOSED,50/51 Overcurrent,0.925,66.6,16.7,3.6,2025-08-18,MEDIUM
IN-C08415-SS,substation,Agariya Kalān,Madhya Pradesh,WR,23.48471,78.17525,132,25,19,36.4,1.033,39.1,,CLOSED,50/51 Overcurrent,0.99,80.2,20.8,0.8,2025-08-17,ROUTINE
IN-C08416-SS,substation,Agariya Khurd,Madhya Pradesh,WR,23.33036,78.19189,132,25,23,32.1,0.992,35.4,,CLOSED,50/51 Overcurrent,0.974,80.7,90.1,2.7,2026-05-29,ROUTINE
IN-C08417-SS,substation,Agarpura,Madhya Pradesh,WR,24.04534,77.18587,132,25,10,44.7,1.01,35.3,,CLOSED,50/51 Overcurrent,0.975,80.0,19.2,1.7,2026-05-06,ROUTINE
IN-C08418-SS,substation,Agarra,Madhya Pradesh,WR,25.45983,77.36225,132,25,6,62.3,0.996,36.0,,CLOSED,50/51 Overcurrent,0.939,88.6,8.5,2.7,2025-12-12,ROUTINE
IN-C08419-SS,substation,Agarwar,Madhya Pradesh,WR,24.54745,82.64869,132,25,29,59.0,1.003,36.4,,CLOSED,50/51 Overcurrent,0.979,66.0,64.6,7.9,2025-06-22,MEDIUM
IN-C08420-SS,substation,Agarwara,Madhya Pradesh,WR,21.74828,80.80385,132,25,29,54.1,0.978,38.6,,CLOSED,50/51 Overcurrent,0.974,58.7,24.3,0.8,2025-05-04,HIGH
IN-C08421-SS,substation,Agarwāda,Madhya Pradesh,WR,22.27009,75.98866,132,25,5,49.2,0.965,38.5,,CLOSED,50/51 Overcurrent,0.915,95.0,21.4,3.4,2026-07-21,ROUTINE
IN-C08422-SS,substation,Agarwāra,Madhya Pradesh,WR,21.94611,79.83379,132,25,23,53.5,0.995,40.4,,CLOSED,50/51 Overcurrent,0.939,71.7,72.5,2.2,2025-09-06,MEDIUM
IN-C08423-SS,substation,Agarwārātola,Madhya Pradesh,WR,21.72759,79.85321,132,25,33,64.2,1.006,38.4,,CLOSED,50/51 Overcurrent,0.911,59.5,20.4,8.0,2024-12-04,HIGH
IN-C08424-SS,substation,Agdāl,Madhya Pradesh,WR,24.84322,81.65667,132,25,14,31.2,0.977,36.7,,CLOSED,50/51 Overcurrent,0.966,83.1,42.4,1.8,2024-11-11,ROUTINE
IN-C08425-SS,substation,Ageoni,Madhya Pradesh,WR,22.45768,74.39331,132,25,3,54.1,0.973,36.3,,CLOSED,50/51 Overcurrent,0.974,99.0,30.6,1.4,2025-04-15,ROUTINE
IN-C08426-SS,substation,Agera,Madhya Pradesh,WR,22.97405,76.40165,132,25,25,34.2,1.017,36.1,,CLOSED,50/51 Overcurrent,0.952,71.2,19.3,6.1,2025-08-20,MEDIUM
IN-C08427-SS,substation,Agethia,Madhya Pradesh,WR,24.80122,81.06463,132,25,18,65.4,1.015,36.8,,CLOSED,50/51 Overcurrent,0.918,77.1,56.6,1.3,2026-01-13,MEDIUM
IN-C08428-SS,substation,Aghran,Madhya Pradesh,WR,22.5108,74.2281,132,25,25,42.6,1.002,36.4,,CLOSED,50/51 Overcurrent,0.927,85.9,44.8,2.2,2025-12-10,ROUTINE
IN-C08429-SS,substation,Aghārtola,Madhya Pradesh,WR,24.30759,81.42013,132,25,8,52.1,1.026,38.6,,CLOSED,50/51 Overcurrent,0.947,88.8,20.3,3.0,2025-02-08,ROUTINE
IN-C08430-SS,substation,Agkheri Kalān,Madhya Pradesh,WR,23.71235,76.82464,132,25,6,37.6,1.006,34.5,,CLOSED,50/51 Overcurrent,0.923,78.4,5.0,3.6,2025-05-14,ROUTINE
IN-C08431-SS,substation,Aglera,Madhya Pradesh,WR,22.56964,74.62829,132,25,16,64.0,1.038,35.9,,CLOSED,50/51 Overcurrent,0.922,83.8,22.4,1.3,2024-10-18,ROUTINE
IN-C08432-SS,substation,Agod,Madhya Pradesh,WR,23.78943,79.94229,132,25,30,44.5,0.976,37.6,,CLOSED,50/51 Overcurrent,0.96,62.5,22.9,5.4,2025-11-12,MEDIUM
IN-C08433-SS,substation,Agora,Madhya Pradesh,WR,25.60633,78.43786,132,25,31,57.6,1.025,37.2,,CLOSED,50/51 Overcurrent,0.956,56.2,26.1,1.7,2026-02-06,HIGH
IN-C08434-SS,substation,Agra,Madhya Pradesh,WR,23.71927,78.76854,132,25,34,41.6,0.961,35.2,,CLOSED,50/51 Overcurrent,0.965,61.7,52.6,3.5,2024-11-15,MEDIUM
IN-C08435-SS,substation,Agra Jagir,Madhya Pradesh,WR,23.93191,77.53704,132,25,20,60.4,1.001,38.5,,CLOSED,50/51 Overcurrent,0.957,80.1,16.1,11.2,2026-02-12,ROUTINE
IN-C08436-SS,substation,Agral,Madhya Pradesh,WR,22.92697,74.57724,132,25,23,48.9,1.03,34.7,,CLOSED,50/51 Overcurrent,0.942,75.7,128.9,2.0,2024-11-27,MEDIUM
IN-C08437-SS,substation,Agrauta,Madhya Pradesh,WR,26.34062,77.74775,132,25,38,52.4,1.007,35.7,,CLOSED,50/51 Overcurrent,0.944,57.6,20.1,4.0,2026-06-01,HIGH
IN-C08438-SS,substation,Agri,Madhya Pradesh,WR,21.97476,79.61501,132,25,28,62.4,1.035,38.3,,CLOSED,50/51 Overcurrent,0.948,75.4,16.8,3.7,2026-04-14,MEDIUM
IN-C08439-SS,substation,Agrod,Madhya Pradesh,WR,23.1244,75.99024,132,25,18,53.2,1.03,36.5,,CLOSED,50/51 Overcurrent,0.99,78.0,19.2,2.4,2025-05-24,ROUTINE
IN-C08440-SS,substation,Agrākhera,Madhya Pradesh,WR,24.29725,77.34424,132,25,2,63.5,0.965,35.7,,CLOSED,50/51 Overcurrent,0.949,99.0,43.0,2.6,2025-09-09,ROUTINE
IN-C08441-SS,substation,Agrāri,Madhya Pradesh,WR,22.77067,75.5971,132,25,2,41.2,1.02,39.2,,CLOSED,50/51 Overcurrent,0.957,99.0,26.6,2.4,2024-12-05,ROUTINE
IN-C08442-SS,substation,Agwāni,Madhya Pradesh,WR,23.59298,76.9881,132,25,23,56.0,0.999,36.1,,CLOSED,50/51 Overcurrent,0.981,80.9,29.7,2.2,2024-11-01,ROUTINE
IN-C08443-SS,substation,Agāra,Madhya Pradesh,WR,24.1022,79.4114,132,25,19,64.2,0.986,40.1,,CLOSED,50/51 Overcurrent,0.927,75.6,12.9,1.9,2026-04-19,MEDIUM
IN-C08444-SS,substation,Agāsi,Madhya Pradesh,WR,21.76865,79.85088,132,25,19,52.3,0.991,39.2,,CLOSED,50/51 Overcurrent,0.95,74.9,74.3,2.7,2026-02-20,MEDIUM
IN-C08445-SS,substation,Agāsod,Madhya Pradesh,WR,24.0733,78.06144,132,25,32,48.0,1.033,37.8,,CLOSED,50/51 Overcurrent,0.927,63.1,65.6,2.7,2024-12-04,MEDIUM
IN-C08446-SS,substation,Agāsode,Madhya Pradesh,WR,24.27296,78.16068,132,25,29,46.4,0.972,34.9,,CLOSED,50/51 Overcurrent,0.971,57.7,20.1,2.3,2026-01-07,HIGH
IN-C08447-SS,substation,Agīntoda,Madhya Pradesh,WR,21.77101,77.80883,132,25,28,41.1,1.033,39.3,,CLOSED,50/51 Overcurrent,0.968,66.6,14.4,7.7,2025-05-11,MEDIUM
IN-C08448-SS,substation,Ahalwāra,Madhya Pradesh,WR,22.40714,77.17361,132,25,6,57.2,0.986,36.3,,CLOSED,50/51 Overcurrent,0.982,85.6,34.9,6.8,2025-05-02,ROUTINE
IN-C08449-SS,substation,Ahalyāpur,Madhya Pradesh,WR,25.72015,77.57084,132,25,3,30.4,1.0,34.0,,CLOSED,50/51 Overcurrent,0.984,96.5,14.4,11.6,2025-08-19,ROUTINE
IN-C08450-SS,substation,Ahamdar,Madhya Pradesh,WR,22.70922,80.30563,132,25,24,56.7,1.028,37.6,,CLOSED,50/51 Overcurrent,0.939,71.3,7.0,1.7,2026-02-20,MEDIUM
IN-C08451-SS,substation,Ahar,Madhya Pradesh,WR,25.06837,78.06244,132,25,27,59.0,1.039,37.3,,CLOSED,50/51 Overcurrent,0.943,80.2,12.0,0.4,2026-01-01,ROUTINE
IN-C08452-SS,substation,Ahari,Madhya Pradesh,WR,24.37209,81.18299,132,25,28,55.0,0.979,37.2,,CLOSED,50/51 Overcurrent,0.936,70.1,60.0,2.1,2025-01-17,MEDIUM
IN-C08453-SS,substation,Aharora,Madhya Pradesh,WR,24.03007,79.34025,132,25,3,62.3,0.969,36.4,,CLOSED,50/51 Overcurrent,0.933,94.5,22.8,2.2,2026-03-30,ROUTINE
IN-C08454-SS,substation,Aharwāra,Madhya Pradesh,WR,22.43587,79.96162,132,25,36,43.6,1.008,34.9,,CLOSED,50/51 Overcurrent,0.914,46.8,28.1,3.1,2026-08-23,HIGH
IN-C08455-SS,substation,Aharīpur,Madhya Pradesh,WR,24.48639,81.59845,132,25,28,48.6,1.03,34.9,,CLOSED,50/51 Overcurrent,0.918,68.5,29.8,7.2,2024-10-21,MEDIUM
IN-C08456-SS,substation,Ahera,Madhya Pradesh,WR,25.65944,77.27058,132,25,3,47.9,1.03,33.5,,CLOSED,50/51 Overcurrent,0.936,92.5,28.4,10.7,2025-08-04,ROUTINE
IN-C08457-SS,substation,Aherwāni,Madhya Pradesh,WR,25.67854,77.30147,132,25,26,52.0,1.022,36.9,,CLOSED,50/51 Overcurrent,0.964,78.6,7.1,7.6,2025-01-15,ROUTINE
IN-C08458-SS,substation,Aherwāra,Madhya Pradesh,WR,22.57263,79.28138,132,25,6,64.2,0.989,40.1,,CLOSED,50/51 Overcurrent,0.945,88.6,19.6,2.1,2025-03-08,ROUTINE
IN-C08459-SS,substation,Aheti,Madhya Pradesh,WR,26.59056,78.88943,132,25,23,63.4,0.978,36.0,,CLOSED,50/51 Overcurrent,0.929,78.7,25.4,10.3,2025-06-01,ROUTINE
IN-C08460-SS,substation,Ahilyapura,Madhya Pradesh,WR,24.14757,76.43442,132,25,11,61.1,1.029,35.7,,CLOSED,50/51 Overcurrent,0.915,75.8,29.0,1.9,2024-11-19,MEDIUM
IN-C08461-SS,substation,Ahilyāpura,Madhya Pradesh,WR,22.30853,75.72552,132,25,23,64.0,0.987,36.1,,CLOSED,50/51 Overcurrent,0.964,73.1,10.8,5.7,2026-01-04,MEDIUM
IN-C08462-SS,substation,Ahiragawān,Madhya Pradesh,WR,23.9075,80.16944,132,25,9,33.5,1.019,37.5,,CLOSED,50/51 Overcurrent,0.943,96.7,61.8,2.2,2025-12-29,ROUTINE
IN-C08463-SS,substation,Ahiran ka Purwa,Madhya Pradesh,WR,25.05833,80.11124,132,25,20,40.1,0.967,37.3,,CLOSED,50/51 Overcurrent,0.956,77.4,20.4,3.8,2025-12-30,MEDIUM
IN-C08464-SS,substation,Ahirgaon,Madhya Pradesh,WR,24.58225,81.63959,132,25,37,50.7,1.012,39.4,,CLOSED,50/51 Overcurrent,0.945,49.6,17.9,4.1,2026-01-01,HIGH
IN-C08465-SS,substation,Ahirgawa,Madhya Pradesh,WR,24.75678,80.33558,132,25,26,50.3,0.976,39.4,,CLOSED,50/51 Overcurrent,0.965,73.0,5.4,3.3,2025-07-12,MEDIUM
IN-C08466-SS,substation,Ahiri,Madhya Pradesh,WR,24.84427,81.41016,132,25,16,49.9,0.985,37.2,,CLOSED,50/51 Overcurrent,0.977,85.2,84.8,3.5,2025-08-04,ROUTINE
IN-C08467-SS,substation,Ahirkheda,Madhya Pradesh,WR,21.98118,75.86505,132,25,38,62.8,0.999,37.0,,CLOSED,50/51 Overcurrent,0.929,45.1,64.4,7.6,2025-06-21,HIGH
IN-C08468-SS,substation,Ahmadnagar,Madhya Pradesh,WR,21.81388,76.67441,132,25,28,51.5,1.017,35.0,,CLOSED,50/51 Overcurrent,0.984,72.6,20.9,16.0,2024-10-14,MEDIUM
IN-C08469-SS,substation,Ahmadpur,Madhya Pradesh,WR,23.51171,77.21478,132,25,28,59.6,0.977,39.9,,CLOSED,50/51 Overcurrent,0.961,76.2,14.8,1.1,2026-01-20,MEDIUM
IN-C08470-SS,substation,Ahmadpur Khaigaon,Madhya Pradesh,WR,21.86253,76.2905,132,25,5,59.1,1.002,37.8,,CLOSED,50/51 Overcurrent,0.976,97.1,88.5,1.5,2025-02-16,ROUTINE
IN-C08471-SS,substation,Ahmadpur Semra,Madhya Pradesh,WR,23.48162,78.01313,132,25,3,55.4,1.0,35.1,,CLOSED,50/51 Overcurrent,0.988,99.0,75.6,1.6,2025-07-18,ROUTINE
IN-C08472-SS,substation,Ahmadābād Khilli,Madhya Pradesh,WR,24.21684,77.7078,132,25,30,59.8,1.039,38.2,,CLOSED,50/51 Overcurrent,0.938,71.5,25.7,4.4,2025-01-14,MEDIUM
IN-C08473-SS,substation,Ahrauli,Madhya Pradesh,WR,26.41049,77.66875,132,25,37,58.6,0.978,35.8,,CLOSED,50/51 Overcurrent,0.954,63.6,21.6,0.9,2026-07-29,MEDIUM
IN-C08474-SS,substation,Ahreri,Madhya Pradesh,WR,27.3428,80.28414,132,25,5,39.9,0.971,34.4,,CLOSED,50/51 Overcurrent,0.986,98.3,19.6,2.4,2026-02-03,ROUTINE
IN-C08475-SS,substation,Ahrgām,Madhya Pradesh,WR,24.63538,80.76796,132,25,34,51.0,1.021,39.2,,CLOSED,50/51 Overcurrent,0.969,61.8,24.3,2.4,2026-04-13,MEDIUM
IN-C08476-SS,substation,Ahroli Ghāt,Madhya Pradesh,WR,26.67092,78.60201,132,25,26,34.9,1.006,38.0,,CLOSED,50/51 Overcurrent,0.985,71.1,25.0,2.7,2024-12-24,MEDIUM
IN-C08477-SS,substation,Ahroli Kāli,Madhya Pradesh,WR,26.71607,78.59574,132,25,1,58.1,0.975,34.1,,CLOSED,50/51 Overcurrent,0.911,92.1,6.6,4.8,2025-02-27,ROUTINE
IN-C08478-SS,substation,Ahroni,Madhya Pradesh,WR,25.90425,78.64987,132,25,24,35.2,1.0,33.3,,CLOSED,50/51 Overcurrent,0.93,79.2,11.6,8.1,2025-12-28,ROUTINE
IN-C08479-SS,substation,Ahrora,Madhya Pradesh,WR,23.77124,79.64391,132,25,25,61.1,1.005,35.5,,CLOSED,50/51 Overcurrent,0.921,73.9,10.0,9.3,2026-08-21,MEDIUM
IN-C08480-SS,substation,Ahārgondi,Madhya Pradesh,WR,22.5337,79.71024,132,25,7,50.6,0.972,37.2,,CLOSED,50/51 Overcurrent,0.925,99.0,25.3,1.8,2026-05-19,ROUTINE
IN-C08481-SS,substation,Ahārkhera,Madhya Pradesh,WR,22.82467,77.87684,132,25,17,55.3,1.004,39.2,,CLOSED,50/51 Overcurrent,0.95,85.7,39.9,6.5,2026-04-12,ROUTINE
IN-C08482-SS,substation,Ahīr Barariya,Madhya Pradesh,WR,23.76835,76.07744,132,25,34,50.4,0.986,38.0,,CLOSED,50/51 Overcurrent,0.949,50.6,36.2,21.1,2026-06-25,HIGH
IN-C08483-SS,substation,Ahīran Purwa,Madhya Pradesh,WR,25.26813,80.3371,132,25,36,32.4,1.038,35.1,,CLOSED,50/51 Overcurrent,0.975,58.2,27.8,3.2,2026-01-19,HIGH
IN-C08484-SS,substation,Ahīrtola,Madhya Pradesh,WR,22.8126,81.30117,132,25,1,51.4,0.979,40.4,,CLOSED,50/51 Overcurrent,0.986,93.3,231.2,2.5,2025-10-02,ROUTINE
IN-C08485-SS,substation,Ahīrtolā,Madhya Pradesh,WR,22.30022,80.32227,132,25,28,42.7,0.985,35.3,,CLOSED,50/51 Overcurrent,0.96,67.2,39.4,2.9,2025-12-06,MEDIUM
IN-C08486-SS,substation,Aichwāra,Madhya Pradesh,WR,25.71552,77.52815,132,25,12,62.6,1.011,38.8,,CLOSED,50/51 Overcurrent,0.984,91.1,5.2,9.3,2025-09-21,ROUTINE
IN-C08487-SS,substation,Aijanpura,Madhya Pradesh,WR,22.89449,74.61288,132,25,24,39.1,0.997,37.9,,CLOSED,50/51 Overcurrent,0.975,74.4,59.3,6.9,2026-03-15,MEDIUM
IN-C08488-SS,substation,Ailaha,Madhya Pradesh,WR,24.79919,81.23978,132,25,3,42.1,0.99,35.1,,CLOSED,50/51 Overcurrent,0.936,97.1,55.1,1.3,2024-11-08,ROUTINE
IN-C08489-SS,substation,Ailahal,Madhya Pradesh,WR,24.86396,81.02767,132,25,4,60.0,0.991,33.8,,CLOSED,50/51 Overcurrent,0.924,99.0,5.0,9.1,2025-09-24,ROUTINE
IN-C08490-SS,substation,Aima Khera,Madhya Pradesh,WR,25.03915,80.49268,132,25,20,39.8,0.991,34.3,,CLOSED,50/51 Overcurrent,0.936,74.1,31.9,10.9,2024-09-15,MEDIUM
IN-C08491-SS,substation,Aimanpura,Madhya Pradesh,WR,26.53772,78.27993,132,25,1,60.9,0.971,37.8,,CLOSED,50/51 Overcurrent,0.931,87.1,29.4,4.9,2025-06-11,ROUTINE
IN-C08492-SS,substation,Ainchauli,Madhya Pradesh,WR,26.31239,77.52335,132,25,15,63.0,0.964,35.0,,CLOSED,50/51 Overcurrent,0.985,80.8,23.8,1.1,2025-10-07,ROUTINE
IN-C08493-SS,substation,Ainchāya,Madhya Pradesh,WR,26.36968,78.38115,132,25,24,61.0,0.995,33.0,,CLOSED,50/51 Overcurrent,0.937,79.6,40.4,6.1,2024-12-20,ROUTINE
